datetime,open,high,low,close,volume,turnover,open_interest
2022-07-07 00:00:00,1947.76,1961.51,1927.76,1932.76,730161,1057696544.0,0
2022-07-08 00:00:00,1942.76,1961.51,1926.51,1947.76,639698,928850352.0,0
2022-07-11 00:00:00,1942.76,1951.51,1925.26,1937.76,611692,883613760.0,0
2022-07-12 00:00:00,1931.51,1971.51,1927.76,1932.76,742882,1078431989.61,0
2022-07-13 00:00:00,1932.76,1939.01,1866.5,1876.5,2175996,3056913117.84,0
2022-07-14 00:00:00,1842.74,1843.99,1791.48,1801.49,2632121,3534578702.13,0
2022-07-15 00:00:00,1815.24,1825.24,1782.73,1785.23,1598637,2139915274.03,0
2022-07-18 00:00:00,1786.48,1810.24,1781.48,1803.99,1153506,1536340973.2,0
2022-07-19 00:00:00,1797.73,1808.99,1790.23,1807.74,755597,1008562417.24,0
2022-07-20 00:00:00,1808.99,1813.99,1798.98,1803.99,801459,1073936299.76,0
2022-07-21 00:00:00,1795.23,1797.73,1753.98,1756.48,1970388,2588696130.23,0
2022-07-22 00:00:00,1763.73,1774.98,1736.22,1759.98,1376510,1755555714.49,0
2022-07-25 00:00:00,1758.73,1764.98,1742.48,1761.23,763956,976071707.3,0
2022-07-26 00:00:00,1752.48,1772.48,1747.48,1772.48,1024049,1314310442.31,0
2022-07-27 00:00:00,1764.98,1768.73,1749.98,1757.48,923914,1182889760.74,0
2022-07-28 00:00:00,1759.98,1772.48,1756.23,1768.73,750347,964903657.66,0
2022-07-29 00:00:00,1768.73,1771.23,1739.97,1743.73,831497,1059518584.72,0
2022-08-01 00:00:00,1741.23,1741.23,1708.72,1711.22,1025733,1277987010.0,0
2022-08-02 00:00:00,1686.22,1701.22,1651.21,1691.22,1373009,1664397666.12,0
2022-08-03 00:00:00,1682.47,1692.47,1659.96,1662.46,746137,905653324.71,0
2022-08-04 00:00:00,1671.21,1679.96,1661.21,1678.71,602676,729351710.02,0
2022-08-05 00:00:00,1674.96,1699.97,1656.21,1697.47,765298,930836354.1,0
2022-08-08 00:00:00,1689.97,1703.72,1678.71,1683.72,552000,674950920.8,0
2022-08-09 00:00:00,1684.97,1686.22,1668.71,1673.71,558448,677098632.55,0
2022-08-10 00:00:00,1673.71,1688.72,1661.21,1666.21,683023,825806007.77,0
2022-08-11 00:00:00,1668.71,1707.47,1663.71,1702.47,1399304,1710719478.11,0
2022-08-12 00:00:00,1691.22,1709.97,1683.72,1706.22,820504,1010612433.4,0
2022-08-15 00:00:00,1694.97,1703.72,1669.96,1672.46,1172010,1425087455.23,0
2022-08-16 00:00:00,1672.46,1683.72,1671.21,1674.96,631224,765907218.72,0
2022-08-17 00:00:00,1677.46,1711.22,1667.46,1708.72,1348507,1656961619.36,0
2022-08-18 00:00:00,1718.72,1726.22,1678.71,1689.97,1269701,1560630567.7,0
2022-08-19 00:00:00,1692.47,1752.48,1687.47,1729.97,2106417,2653471090.1,0
2022-08-22 00:00:00,1731.22,1743.73,1709.97,1721.22,1138077,1423361878.69,0
2022-08-23 00:00:00,1714.97,1719.97,1693.72,1701.22,921463,1137300431.45,0
2022-08-24 00:00:00,1699.97,1726.22,1699.97,1708.72,1295375,1613309589.13,0
2022-08-25 00:00:00,1708.72,1741.23,1696.22,1736.22,1064011,1329230362.32,0
2022-08-26 00:00:00,1743.73,1752.48,1716.22,1734.97,927634,1168951099.46,0
2022-08-29 00:00:00,1721.22,1728.72,1697.47,1711.22,924491,1145189174.15,0
2022-08-30 00:00:00,1712.47,1726.22,1693.72,1718.72,799712,991447627.25,0
2022-08-31 00:00:00,1706.22,1756.23,1703.72,1752.48,1653042,2091408314.78,0
2022-09-01 00:00:00,1739.97,1757.48,1731.22,1734.97,861982,1092666276.97,0
2022-09-02 00:00:00,1736.22,1744.98,1712.47,1722.47,786363,983433862.85,0
2022-09-05 00:00:00,1716.22,1733.72,1704.97,1729.97,632040,788451088.8,0
2022-09-06 00:00:00,1731.22,1741.23,1712.47,1721.22,731295,914692183.62,0
2022-09-07 00:00:00,1711.22,1711.22,1693.72,1699.97,979813,1208329758.86,0
2022-09-08 00:00:00,1698.72,1713.72,1696.22,1703.72,621117,768913483.55,0
2022-09-09 00:00:00,1708.72,1751.23,1703.72,1748.73,1951297,2469131334.35,0
2022-09-13 00:00:00,1768.73,1786.23,1741.23,1777.48,1722690,2223707380.14,0
2022-09-14 00:00:00,1752.48,1767.48,1746.23,1749.98,858036,1095054828.69,0
2022-09-15 00:00:00,1758.73,1796.23,1754.98,1783.73,1841018,2393239453.41,0
2022-09-16 00:00:00,1773.73,1777.48,1728.72,1728.72,1357448,1719252822.13,0
2022-09-19 00:00:00,1726.22,1742.48,1718.72,1729.97,632121,793491306.11,0
2022-09-20 00:00:00,1734.97,1737.47,1698.72,1701.22,889989,1102212203.64,0
2022-09-21 00:00:00,1697.47,1718.72,1683.72,1712.47,684197,845477181.51,0
2022-09-22 00:00:00,1699.97,1703.72,1689.97,1694.97,586133,720058210.32,0
2022-09-23 00:00:00,1688.72,1712.47,1687.47,1694.97,586441,722703127.68,0
2022-09-26 00:00:00,1678.71,1693.72,1657.46,1658.71,903729,1094060839.05,0
2022-09-27 00:00:00,1658.71,1678.71,1634.96,1677.46,789622,946732993.84,0
2022-09-28 00:00:00,1669.96,1689.97,1648.71,1672.46,780926,946211766.9,0
2022-09-29 00:00:00,1689.97,1693.72,1636.21,1641.21,917718,1100405198.17,0
2022-09-30 00:00:00,1642.46,1653.71,1637.46,1638.71,537230,638906947.77,0
2022-10-10 00:00:00,1621.2,1629.96,1591.2,1592.45,966080,1119089730.68,0
2022-10-11 00:00:00,1601.2,1606.2,1584.95,1593.7,415253,476749226.5,0
2022-10-12 00:00:00,1589.95,1611.2,1577.45,1608.7,559572,641776508.91,0
2022-10-13 00:00:00,1597.45,1601.2,1572.45,1576.2,852616,970021739.4,0
2022-10-14 00:00:00,1589.95,1612.45,1583.7,1599.95,1096062,1265486550.33,0
2022-10-17 00:00:00,1586.2,1598.7,1576.2,1593.7,1024823,1171523550.16,0
2022-10-18 00:00:00,1602.45,1613.7,1591.2,1593.7,946837,1091646643.72,0
2022-10-19 00:00:00,1586.2,1594.95,1568.7,1569.95,923990,1049700767.19,0
2022-10-20 00:00:00,1562.44,1572.45,1553.69,1558.69,781923,876967150.61,0
2022-10-21 00:00:00,1559.94,1564.95,1542.44,1544.94,785574,876648490.61,0
2022-10-24 00:00:00,1544.94,1546.19,1484.93,1486.18,1383391,1496043940.13,0
2022-10-25 00:00:00,1496.18,1509.94,1483.68,1489.93,1316979,1406437766.06,0
2022-10-26 00:00:00,1488.68,1499.93,1484.93,1491.18,1143830,1220733277.85,0
2022-10-27 00:00:00,1496.18,1504.94,1491.18,1493.68,957383,1024868047.21,0
2022-10-28 00:00:00,1487.43,1496.18,1459.93,1461.18,1057947,1114999302.11,0
2022-10-31 00:00:00,1449.93,1464.93,1436.17,1451.18,983096,1016230012.22,0
2022-11-01 00:00:00,1456.18,1493.68,1453.68,1492.43,1381234,1459758367.32,0
2022-11-02 00:00:00,1484.93,1493.68,1468.68,1487.43,1302988,1377816220.13,0
2022-11-03 00:00:00,1476.18,1479.93,1456.18,1463.68,983536,1028904286.04,0
2022-11-04 00:00:00,1458.68,1514.94,1457.43,1511.19,1776112,1903720943.52,0
2022-11-07 00:00:00,1509.94,1522.44,1499.93,1518.69,988082,1070554832.9,0
2022-11-08 00:00:00,1519.94,1523.69,1506.19,1514.94,583222,632835804.82,0
2022-11-09 00:00:00,1513.69,1543.69,1511.19,1519.94,832107,911153622.45,0
2022-11-10 00:00:00,1507.44,1521.19,1494.93,1517.44,552021,596916589.27,0
2022-11-11 00:00:00,1549.94,1616.2,1534.94,1587.45,2545071,2878557391.61,0
2022-11-14 00:00:00,1621.2,1693.72,1621.2,1652.46,3872084,4637823413.97,0
2022-11-15 00:00:00,1641.21,1681.21,1637.46,1659.96,1573901,1891249648.05,0
2022-11-16 00:00:00,1654.96,1664.96,1632.46,1636.21,1278693,1519133931.85,0
2022-11-17 00:00:00,1634.96,1638.71,1606.2,1619.95,1091047,1273790880.66,0
2022-11-18 00:00:00,1626.21,1631.21,1604.95,1607.45,868093,1011078679.59,0
2022-11-21 00:00:00,1593.7,1596.2,1561.19,1591.2,1047737,1189388618.26,0
2022-11-22 00:00:00,1591.2,1649.96,1588.7,1636.21,1491324,1748727406.58,0
2022-11-23 00:00:00,1631.21,1664.96,1623.71,1636.21,1247657,1483352651.73,0
2022-11-24 00:00:00,1648.71,1657.46,1619.95,1629.96,796719,941002372.92,0
2022-11-25 00:00:00,1632.46,1687.47,1629.96,1679.96,1760728,2130171604.64,0
2022-11-28 00:00:00,1646.21,1648.71,1619.95,1634.96,1331563,1568351120.17,0
2022-11-29 00:00:00,1678.71,1782.48,1674.96,1782.48,4749277,6026006641.97,0
2022-11-30 00:00:00,1771.23,1826.24,1761.23,1787.48,3209628,4206404173.08,0
2022-12-01 00:00:00,1831.24,1866.25,1792.48,1796.23,2002689,2658203027.2,0
2022-12-02 00:00:00,1801.24,1802.49,1744.98,1771.23,1404203,1803658762.25,0
2022-12-05 00:00:00,1794.98,1854.99,1784.98,1849.99,2287627,3057231972.57,0
2022-12-06 00:00:00,1826.24,1866.25,1814.99,1837.49,1252579,1680593515.5,0
2022-12-07 00:00:00,1824.99,1829.99,1787.48,1802.49,1377377,1815667663.45,0
2022-12-08 00:00:00,1802.49,1848.74,1798.73,1828.74,1065723,1422047904.5,0
2022-12-09 00:00:00,1833.74,1877.5,1827.49,1871.25,1615832,2197501648.81,0
2022-12-12 00:00:00,1856.24,1856.24,1791.23,1797.48,1392584,1848277966.6,0
2022-12-13 00:00:00,1802.49,1828.74,1801.24,1813.74,902285,1194285343.09,0
2022-12-14 00:00:00,1812.49,1833.74,1793.73,1812.49,974061,1287867945.07,0
2022-12-15 00:00:00,1801.24,1818.74,1776.23,1796.23,835349,1094434005.98,0
2022-12-16 00:00:00,1786.23,1833.74,1786.23,1826.24,924252,1225269166.25,0
2022-12-19 00:00:00,1824.99,1842.49,1777.48,1788.73,1030866,1355435567.16,0
2022-12-20 00:00:00,1779.98,1793.73,1742.48,1753.73,896212,1150630681.38,0
2022-12-21 00:00:00,1764.98,1782.48,1751.23,1769.98,614590,791782473.29,0
2022-12-22 00:00:00,1783.73,1802.49,1771.23,1777.48,672394,876159828.48,0
2022-12-23 00:00:00,1764.98,1791.23,1758.73,1781.23,564426,730705958.53,0
2022-12-26 00:00:00,1782.48,1788.73,1747.48,1754.98,797120,1021903962.65,0
2022-12-27 00:00:00,1767.48,1811.24,1767.48,1797.48,886004,1160090119.01,0
2022-12-28 00:00:00,1803.74,1831.24,1783.73,1801.24,791192,1042402080.41,0
2022-12-29 00:00:00,1792.48,1799.99,1764.98,1787.48,666890,865144967.1,0
2022-12-30 00:00:00,1788.73,1818.74,1778.73,1803.74,818036,1074756753.75,0
2023-01-03 00:00:00,1808.74,1890.0,1789.98,1880.0,2194128,2971546989.04,0
2023-01-04 00:00:00,1872.5,1961.26,1862.5,1948.76,2189683,3110729449.03,0
2023-01-05 00:00:00,1958.76,2001.27,1955.01,1968.76,1665425,2417272355.99,0
2023-01-06 00:00:00,1971.26,1998.77,1968.76,1986.27,1195745,1747915169.26,0
2023-01-09 00:00:00,2002.52,2018.77,1973.76,2008.77,1057659,1561368487.3,0
2023-01-10 00:00:00,2003.77,2020.02,1957.51,1963.76,1269423,1851093716.76,0
2023-01-11 00:00:00,1965.01,2006.27,1957.51,1992.52,830566,1217450811.64,0
2023-01-12 00:00:00,2005.02,2005.02,1975.01,1992.52,625695,914367699.65,0
2023-01-13 00:00:00,1992.52,2027.52,1977.52,2027.52,949086,1407181074.29,0
2023-01-16 00:00:00,2027.52,2068.78,2015.02,2043.78,1560040,2356399992.83,0
2023-01-17 00:00:00,2050.03,2056.28,2005.02,2030.02,935835,1396151514.52,0
2023-01-18 00:00:00,2027.52,2056.28,2022.52,2047.53,718434,1083362997.53,0
2023-01-19 00:00:00,2050.03,2065.03,2017.52,2045.03,641875,963744633.47,0
2023-01-20 00:00:00,2053.78,2063.78,2033.77,2050.03,608590,920144805.73,0
2023-01-30 00:00:00,2108.79,2126.29,2020.02,2052.53,1374318,2096867649.37,0
2023-01-31 00:00:00,2063.78,2097.54,2028.77,2032.52,1030498,1568639326.21,0
2023-02-01 00:00:00,2037.53,2043.78,1972.51,1996.27,1653421,2426471972.52,0
2023-02-02 00:00:00,2001.27,2006.27,1942.51,1983.77,1577900,2280744883.13,0
2023-02-03 00:00:00,1965.01,1977.52,1928.76,1948.76,1246383,1782105890.79,0
2023-02-06 00:00:00,1921.26,1925.01,1891.25,1908.75,1317610,1838428709.03,0
2023-02-07 00:00:00,1916.25,1948.76,1912.5,1935.01,869460,1235297762.54,0
2023-02-08 00:00:00,1938.76,1948.76,1912.5,1913.75,657893,928708933.85,0
2023-02-09 00:00:00,1910.0,1946.26,1903.75,1925.01,830350,1174361963.28,0
2023-02-10 00:00:00,1921.26,1923.76,1891.25,1906.25,847284,1184283386.2,0
2023-02-13 00:00:00,1901.25,1901.25,1858.74,1886.25,1800054,2473405202.92,0
2023-02-14 00:00:00,1890.0,1906.25,1883.75,1903.75,909937,1263892077.72,0
2023-02-15 00:00:00,1902.5,1903.75,1861.25,1867.5,1250244,1713566672.72,0
2023-02-16 00:00:00,1868.75,1897.5,1846.24,1858.74,1279123,1757431083.85,0
2023-02-17 00:00:00,1862.5,1873.75,1837.49,1837.49,918364,1246777397.11,0
2023-02-20 00:00:00,1846.24,1927.51,1844.99,1927.51,2116191,2945969773.39,0
2023-02-21 00:00:00,1916.25,1933.76,1898.75,1921.26,990495,1393153377.3,0
2023-02-22 00:00:00,1908.75,1923.76,1901.25,1911.25,638922,895742534.31,0
2023-02-23 00:00:00,1908.75,1948.76,1906.25,1915.0,824491,1165539851.19,0
2023-02-24 00:00:00,1911.25,1912.5,1883.75,1891.25,729989,1012652971.88,0
2023-02-27 00:00:00,1877.5,1893.75,1868.75,1870.0,621462,854854040.54,0
2023-02-28 00:00:00,1877.5,1890.0,1860.0,1881.25,607936,833316018.45,0
2023-03-01 00:00:00,1883.75,1932.51,1876.25,1930.01,1223452,1719710647.06,0
2023-03-02 00:00:00,1925.01,1963.76,1916.25,1938.76,1015877,1447565979.98,0
2023-03-03 00:00:00,1952.51,1955.01,1926.26,1945.01,690954,985552120.63,0
2023-03-06 00:00:00,1946.26,1946.26,1873.75,1890.0,1455824,2023954547.2,0
2023-03-07 00:00:00,1890.0,1921.26,1865.0,1870.0,1279266,1773654737.03,0
2023-03-08 00:00:00,1862.5,1863.75,1833.74,1849.99,1096898,1479838980.07,0
2023-03-09 00:00:00,1851.24,1856.24,1799.99,1808.74,1736065,2305765842.21,0
2023-03-10 00:00:00,1783.73,1817.49,1783.73,1801.24,856996,1128558359.5,0
2023-03-13 00:00:00,1798.73,1819.99,1783.73,1789.98,1000635,1309490079.38,0
2023-03-14 00:00:00,1782.48,1783.73,1749.98,1767.48,1149076,1474124198.86,0
2023-03-15 00:00:00,1789.98,1806.24,1776.23,1789.98,979364,1278262225.47,0
2023-03-16 00:00:00,1769.98,1787.48,1758.73,1761.23,916792,1182054433.62,0
2023-03-17 00:00:00,1782.48,1788.73,1739.97,1752.48,1556814,2000832407.83,0
2023-03-20 00:00:00,1753.73,1764.98,1727.47,1729.97,1188816,1505893658.68,0
2023-03-21 00:00:00,1739.97,1756.23,1721.22,1746.23,840743,1060914056.37,0
2023-03-22 00:00:00,1752.48,1768.73,1747.48,1757.48,876691,1121080753.38,0
2023-03-23 00:00:00,1746.23,1771.23,1737.47,1771.23,804306,1029380497.27,0
2023-03-24 00:00:00,1764.98,1766.23,1753.73,1761.23,621519,796319541.97,0
2023-03-27 00:00:00,1758.73,1759.98,1716.22,1733.72,1008422,1266945056.03,0
2023-03-28 00:00:00,1741.23,1749.98,1727.47,1738.72,673868,851797868.56,0
2023-03-29 00:00:00,1749.98,1751.23,1721.22,1724.97,596064,750687550.55,0
2023-03-30 00:00:00,1727.47,1747.48,1709.97,1743.73,824546,1035422932.01,0
2023-03-31 00:00:00,1744.98,1754.98,1722.47,1724.97,865492,1092263436.9,0
2023-04-03 00:00:00,1727.47,1744.98,1716.22,1742.48,740429,934285179.24,0
2023-04-04 00:00:00,1738.72,1748.73,1732.47,1739.97,647457,817726526.95,0
2023-04-06 00:00:00,1733.72,1734.97,1721.22,1731.22,563321,706480659.58,0
2023-04-07 00:00:00,1729.97,1744.98,1721.22,1736.22,607925,767354796.52,0
2023-04-10 00:00:00,1738.72,1746.23,1731.22,1743.73,640182,809943147.62,0
2023-04-11 00:00:00,1746.23,1748.73,1723.72,1726.22,777780,978302907.79,0
2023-04-12 00:00:00,1731.22,1732.47,1714.97,1718.72,909957,1136997696.14,0
