filter,removed,remaining,ratio
1_ST_退市,1670,74939,0.9782009946612017
2_停牌,0,74939,0.9782009946612017
4_上市龄,0,74939,0.9782009946612017
5_成交量,112,74827,0.9767390254408751
6_价格,0,74827,0.9767390254408751
7_换手率,449,74378,0.9708780952629587
