timestamp,close,rolling_std_30d,atr_14,volume_ma_20,rolling_std_20d,bb_upper,rolling_median_30d,price_position_20d,macd_hist,skewness_20d,rolling_std_5d,kurtosis_20d,volume_ma_5,rolling_std_10d,volume_roc_10d,macd,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d,label_quantile_1d,label_quantile_5d,label_quantile_10d
2023-02-24 00:00:00+00:00,1891.25,1.0186868368364577,1.8860536879827312,0.39006930963486863,1.2433653256890123,2.336162757539797,2.443035505267266,-0.05571878458744384,0.5293410165638063,1.6299887049681547,0.02198178874500623,2.6477399785555944,0.23596070816985287,0.771319477363337,-0.11915238067968068,-0.6108993404125953,-0.011235955056179775,0.028425644415069395,-0.047592861863846654,0.0,1.0,0.0,0.0,2.0,0.0
2023-02-27 00:00:00+00:00,1870.0,1.058348603366291,1.7471103724505876,0.30621071091386204,0.9171263924998649,2.3459054336685763,2.3739432956171163,-0.19639700458178985,0.27627874297807375,1.7468468918566586,0.6933508515632099,2.8123042225851598,-0.3588883578273844,0.8248027455809255,-0.8281597822248737,-0.6562424260941341,0.006016042780748663,0.0106951871657754,-0.04279144385026737,1.0,1.0,0.0,1.0,1.0,0.0
2023-02-28 00:00:00+00:00,1881.25,1.1008857836392865,1.6507817981565376,0.2591426697575903,0.5657784786575972,2.2705740689520195,2.341429314605281,-0.012486668660997992,0.24044009338810293,1.5370655705763152,0.5317837161722455,2.426631986547839,-0.5111332556241336,0.8065359351005565,-0.38480602870368946,-0.6463883317694318,0.025918936877076408,-0.005980066445182724,-0.06047574750830564,1.0,0.0,0.0,2.0,1.0,0.0
2023-03-01 00:00:00+00:00,1930.01,1.087382151351067,1.733022864924905,0.21124958285455392,0.33458611999702137,2.36080681515066,2.341429314605281,0.5901687142341021,0.6764861058869103,1.1016457595686349,1.0279480083741406,1.2597128342625472,-0.27851107157112803,0.9210359650182965,0.04152182713054637,-0.4825765870180411,0.004533655266034891,-0.04146092507292708,-0.07255402821747037,1.0,0.0,0.0,1.0,0.0,0.0
2023-03-02 00:00:00+00:00,1938.76,1.0696467417946511,1.752181687056099,0.1486473571580379,0.15074843816079697,2.4636560685901387,2.341429314605281,1.0590126124061574,1.0269670167400777,0.9880786947920686,1.5688215139058053,1.1294195882934943,-0.20234623945443858,0.9281162926036496,-0.21165873559003376,-0.318220162512068,0.0032237100002063175,-0.06706348387629206,-0.0915688378138604,1.0,0.0,0.0,1.0,0.0,0.0
2023-03-03 00:00:00+00:00,1945.01,1.007718391602228,1.6473183213294913,0.08677961933166758,0.13810689262754644,2.5889963231923483,2.341429314605281,1.2107748256695632,1.2806908430724,0.9695900295743953,1.9705814331190057,1.2038976200639075,-0.21788078336922323,0.45649621059533024,-0.26909037463935026,-0.16269631887402305,-0.028282630937630136,-0.07391735775137402,-0.09898663760083494,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:00+00:00,1890.0,0.9330691397390615,1.8360499900750649,0.10217490390617469,0.14376295677794848,2.5498656082516913,2.321108076472884,0.3468138447504427,0.9111056191127527,0.7032528239068321,1.46345198468987,1.0369119668484224,0.114165665454334,0.48464981980910016,-0.3575649147882243,-0.1968592413905802,-0.010582010582010581,-0.05292063492063491,-0.08467195767195766,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-07 00:00:00+00:00,1870.0,0.8890312750385251,1.9050576145635378,0.1478220886366688,0.1367344738698956,2.5787214260893028,2.288561581480038,0.03270332632865726,0.48024703196351276,0.9570456009921513,1.801117058206352,1.4035478266832446,0.38133116734526246,0.6477029742179514,0.47129467901316474,-0.27580985321261664,-0.010700534759358284,-0.054823529411764695,-0.06618716577540106,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-08 00:00:00+00:00,1849.99,0.8147602091807036,1.8383752482167826,0.19672167120161516,0.21478730804287904,2.578850769027733,2.264143581740149,-0.2815642473523388,0.03226835618040419,0.9574610096349017,2.632469833603345,1.4068978695523138,0.3309671691233677,0.9639967259514295,1.0552522277181333,-0.38898035819760485,-0.022297417823880127,-0.03243801317844961,-0.05000567570635516,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-09 00:00:00+00:00,1808.74,0.7937556493123986,1.90715140240059,0.2976068215366014,0.42664712694101387,2.5051422149931555,2.251950838860711,-0.4778833213659548,-0.5925699743850107,0.9898108709791235,3.417355291417498,1.3555715838867561,0.6175764201263374,1.6294335607809374,1.589187795856345,-0.5904257740770567,-0.00414653294558643,-0.0262669040326415,-0.020738193438526262,0.0,0.0,0.0,1.0,0.0,1.0
