timestamp,close,bb_lower,rsi_14,volume_ratio_20d,bb_upper,skewness_20d,macd,rolling_std_5d,volume_roc_5d,涨跌额,rolling_std_20d,rolling_std_30d,rolling_std_10d,price_position_20d,macd_hist,volume_ma_5,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d,label_quantile_1d,label_quantile_5d,label_quantile_10d
2024-08-12 00:00:00+00:00,1535.44,-3.06406383524872,-0.37523221922146266,-1.0429070744875442,-2.5997936275231393,0.9106731067517451,-0.5519069061588145,-0.5464339870116895,-0.783061770633013,-0.2807017543859649,-0.4140823197791846,-0.5475470116119241,-0.20582361794437407,-0.5509645222396353,-0.5036419657535764,-0.8851982975116082,-0.004884593341322357,0.022801281717292756,0.039083259521700615,0.0,1.0,1.0,1.0,2.0,2.0
2024-08-13 00:00:00+00:00,1527.94,-3.0458289029205665,-0.5596562666471817,-0.28323162449551276,-2.6023599514801288,0.9391142028996023,-0.5952922961624578,-0.585632419631773,-0.7419031739722576,-0.49122807017543857,-0.3945681245696441,-0.5786477525827112,-0.13736293842665842,-0.7687961508340507,-0.4712996805775755,-1.1797305285957762,-0.0024542848541173083,0.03191224786313598,0.0392751024254879,0.0,1.0,1.0,1.0,2.0,2.0
2024-08-14 00:00:00+00:00,1524.19,-3.057696458843335,-0.6499452324495785,-0.7338512950803207,-2.5989090179242775,1.124776677406658,-0.6424674866154243,-0.5560010004915187,-0.19462222714944807,-0.2807017543859649,-0.49697359978905675,-0.553568741001428,-0.39783328273166496,-0.8414066936988557,-0.45179038038716673,-1.2169111832852746,0.009021185022864604,0.03527119322394189,0.03363097776523923,1.0,1.0,1.0,2.0,2.0,2.0
2024-08-15 00:00:00+00:00,1537.94,-3.0298389179408414,-0.21447420326880356,0.2952197122791129,-2.5677343353978994,1.0041052086664375,-0.6080146561560845,-0.5346760633028711,0.9078973456021069,0.7017543859649122,-0.749612926000798,-0.5656713166555367,-0.9705841300564368,-0.4154295745204509,-0.29909819723093634,-1.090652220034517,0.008127755309049767,0.02845364578592142,0.008127755309049767,1.0,1.0,1.0,2.0,2.0,1.0
2024-08-16 00:00:00+00:00,1550.44,-3.093011808837768,0.1270501314234585,1.6378423579610415,-2.4648044739339734,0.8223152726279082,-0.5160051321060487,-0.18127623567020063,1.1798337859246786,0.631578947368421,-0.9999682969774971,-0.6011311639501903,-1.0012393791488838,0.2041204111685314,-0.08028469513609196,-0.8480112345741451,0.01290601377673434,0.02741802327081344,0.0024186682490131835,1.0,1.0,1.0,2.0,2.0,1.0
2024-08-19 00:00:00+00:00,1570.45,-3.2190158273374134,0.5808817862335309,2.149576761766313,-2.200129668755637,0.7748517399436465,-0.3438762847701454,0.6609948409219141,5.033253881429498,1.0531929824561403,-0.9281449680754333,-0.6271810809927018,-0.34948371686415547,0.9015367771415969,0.2293171677996061,-0.33078689394280925,0.003979751026775765,0.01591900410710306,-0.014333471298035588,1.0,1.0,0.0,1.0,1.0,1.0
2024-08-20 00:00:00+00:00,1576.7,-3.157199802273126,0.7053237275610651,2.2454653724308438,-2.0185639490386755,0.6553326377752374,-0.1770323554154014,0.9683766674541806,2.4200837297425823,0.2807017543859649,-0.7558360870021587,-0.5790997786688022,0.11031455418001737,0.9015367771864422,0.4681232546390894,0.10273565816940612,0.0007927950783281538,0.007135155704953384,-0.020619014397158617,1.0,1.0,0.0,1.0,1.0,0.0
2024-08-21 00:00:00+00:00,1577.95,-2.8825316890220014,0.730626226966917,0.749859724456328,-1.9811650195621162,0.5950433263373354,-0.040247423431286,0.55392726950619,2.1850425038918884,0.0,-0.5764003612093099,-0.5233205384164658,0.35763741120426834,0.9015367771941599,0.608687543012986,0.37669192050385314,0.002376501156563896,-0.0015843341043759308,-0.026147850058620355,1.0,0.0,0.0,1.0,1.0,0.0
2024-08-22 00:00:00+00:00,1581.7,-2.6102464956903675,0.8090483975198708,0.9032769387921273,-1.989117541132107,0.5116514965593718,0.08343672779091268,0.03888355845367134,0.7171589709479562,0.14035087719298245,-0.38654023417886185,-0.4572773930892539,0.5057287229612998,0.9015367772153002,0.6991377400202169,0.5290173478138379,0.007112600366694063,-0.0197635455522539,-0.02450527913004994,1.0,0.0,0.0,1.0,0.0,0.0
2024-08-23 00:00:00+00:00,1592.95,-2.3729523438675875,1.032159424177188,0.7831656111128029,-1.9753919295923117,0.3525086790628165,0.23147278373634428,-0.36217530580931045,-0.18310078390173956,0.5614035087719298,-0.13293754868650912,-0.36150758432133256,0.8167244572295952,0.901536777264886,0.8123940820897442,0.4427522601089539,0.00156941523588311,-0.02433221381713173,-0.03060987476066417,1.0,0.0,0.0,1.0,0.0,0.0
2024-08-26 00:00:00+00:00,1595.45,-2.3079034573446418,1.0796486597986683,-0.07114089849054557,-1.908592531528989,0.43069478870950717,0.3548711323431005,-0.32625295386122954,-0.7296083932055196,0.07017543859649122,0.10954403386994015,-0.2638874955220157,0.9560335663250326,0.901536777273779,0.8616229991145921,0.10297322107608681,-0.004700868093641292,-0.029778432417186366,-0.050148860822965304,0.0,0.0,0.0,1.0,0.0,0.0
2024-08-27 00:00:00+00:00,1587.95,-2.2390085262937043,0.7904677984475097,-0.12860863960810184,-1.9097657706264468,0.44439780472894874,0.4095261113137776,-0.4546305564572494,-0.7897256084055372,-0.49122807017543857,0.23490582434414592,-0.20338191981165968,0.7045494621893637,0.7180947897310515,0.7855596591527063,-0.28429093537304795,-0.00787178437608237,-0.027557542743789156,-0.041726754620737425,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28 00:00:00+00:00,1575.45,-2.2685471514768674,0.355332287644188,0.45986731465161806,-1.8982892560064766,0.3896212599916322,0.3856824393424035,-0.37419676448857225,-0.08921586301129977,-0.7719298245614035,0.26338812553845437,-0.2355894658867072,0.03999257479678283,0.41235814382650565,0.5928796561486406,-0.32655790801829715,-0.015874829413818268,-0.024602494525373695,-0.053965533657050355,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-29 00:00:00+00:00,1550.44,-2.637209033628771,-0.3313197636845109,1.0428182959091812,-1.7553300934740341,0.18877922904825337,0.24051807202025102,0.6290336116227997,0.17414724328045714,-1.474245614035088,0.24686565486179138,-0.304337153783255,-0.24361559969389968,-0.19935973729930953,0.23499169232945016,-0.28598179737165674,0.0024186682490131835,-0.004837336498026367,-0.031449137019168745,1.0,0.0,0.0,1.0,1.0,0.0
2024-08-30 00:00:00+00:00,1554.19,-2.793889537021979,-0.22846798497436469,1.16169185868902,-1.8148886292802715,0.06271785875862664,0.14010216828224012,0.7770002005473461,0.37237130087570536,0.14035087719298245,0.24580771547430813,-0.35907895922864363,-0.31557905263316954,-0.1076387435279457,0.02383114803324146,-0.18429526094042384,-0.004021387346463431,-0.006434219754341489,-0.0370031978072179,0.0,0.0,0.0,1.0,1.0,0.0
2024-09-02 00:00:00+00:00,1547.94,-2.872699555454979,-0.3837371798750507,0.341371894219756,-1.9771550264806004,0.03208145082707643,0.027855869304629743,0.5452725789236695,0.5292983118594704,-0.42105263157894735,0.22684068848693464,-0.362538596168492,-0.0417729320145313,-0.2605070664802187,-0.16496505674236198,-0.07985867066846482,-0.0024225745183921858,-0.02099564582606561,-0.027455844541778105,0.0,0.0,0.0,1.0,0.0,0.0
2024-09-03 00:00:00+00:00,1544.19,-2.8615957304227964,-0.47622957643971886,0.25758369126252884,-2.192585271746626,-0.006148449384536459,-0.0803715793526488,0.02652599187499489,0.46618454830692513,-0.2807017543859649,0.13355926886042765,-0.3558806613853008,0.21637330211417385,-0.35222806025158243,-0.3092528300621256,0.008686837847753513,-0.004856915275969926,-0.014570745827909777,-0.021856118741864668,0.0,0.0,0.0,1.0,0.0,0.0
2024-09-04 00:00:00+00:00,1536.69,-2.827039585721469,-0.6573764684364419,0.051849790800864146,-2.4028870220163117,0.07623959591930907,-0.20222977246409143,-0.5231300461594495,-0.10648584629376985,-0.49122807017543857,0.06339832195561464,-0.3338301965392265,0.49265216594415095,-0.5356700477943098,-0.4475742946352959,-0.03459446890386199,0.004067183361640929,-0.030103664369521495,-0.00976124006793823,1.0,0.0,0.0,1.0,0.0,1.0
2024-09-05 00:00:00+00:00,1542.94,-2.843769641213835,-0.4513109975244479,-0.5682886810013423,-2.425121824126296,0.027243593354548644,-0.2673317752240266,-0.5440648845426531,-0.7347675578689028,0.2807017543859649,-0.02852934776373744,-0.3302160974893377,0.5442997469525617,-0.382801724842037,-0.46291606257265694,-0.3108206242137019,0.0008101416775765746,-0.026741156493447566,-0.002430425032729724,1.0,0.0,0.0,1.0,0.0,1.0
