timestamp,close,rolling_std_30d,rsi_14,macd,bb_upper,auto_close__maximum,rolling_std_20d,rolling_std_10d,涨跌额,macd_hist,volume_roc_5d,kurtosis_20d,volume_change,volume_roc_10d,volume_ratio_20d,skewness_20d
2023-03-27 00:00:00+00:00,1733.72,1.0176772875492779,-0.560261988605936,-2.273238419737288,0.9239072568241754,1.7070655607409964,1.4511542411655312,-0.04800344563075403,-0.3379139445821131,-0.3786590929085086,-0.9041165057270036,-0.028213722819650146,-0.644477851183219,-0.2557846750329153,-0.5220277847037096,-0.5449550915758119
2023-03-28 00:00:00+00:00,1738.72,1.1142985430381211,-0.9970262512400017,-2.3005895539324586,0.9094135355542154,1.7070655607409964,1.508163742811172,-0.08408018894968784,-1.1268303671998199,-0.39256125638500916,-0.20475487686573415,-0.11058181506919425,1.3949177573318376,0.09336411933528445,0.23337927659711516,-0.5281188085045465
2023-03-29 00:00:00+00:00,1724.97,1.1633076270977332,-0.8532027245223531,-2.2556121766054997,0.9171553145857787,1.7070655607409964,1.5091328451447823,-0.05947653603813284,0.3379139445821131,-0.2470028399151248,-0.27755576717176533,-0.03827230007089445,-0.895269236104639,-0.4272824809524798,-0.44449058437943234,-0.48623927946839646
2023-03-30 00:00:00+00:00,1743.73,1.258076096501827,-1.0732500417423414,-2.262034311189592,0.9180408613419621,1.7070655607409964,1.3616210240617912,-0.21013451780641001,-0.5068709168731697,-0.24189923997089338,-0.466965973310333,-0.4573274642466312,-0.3761614265394081,-0.39987450874862296,-0.5637588907493143,-1.1295270122629206
2023-03-31 00:00:00+00:00,1724.97,1.3129579485779153,-0.5172223556597375,-2.1221682196460416,0.7776457142041886,1.7070655607409964,1.0672031434457072,-0.2493542726018676,0.9578733949087633,0.07907749454371704,0.07077543314189269,-0.5314807817547011,0.8208684631807674,-0.04058571626728877,-0.07483259586692541,-1.0469789733694808
2023-04-03 00:00:00+00:00,1742.48,1.3982351976296998,-0.841404568002796,-2.0845066588669674,0.63374546809448,1.258635798569361,0.6413335949044401,-0.18594175541030253,-0.7325974318540213,0.11446042402445399,0.6429622626849557,-0.4728127221885389,0.020109620380402555,-0.46497789632598036,-0.004831843968089708,-0.8033717887500145
2023-04-04 00:00:00+00:00,1739.97,1.343293344320663,-0.3356276234586715,-1.9192954724718154,0.664458209501855,1.095600073366076,0.35430065648713827,-0.22277545127745263,0.9015544041450778,0.41906851504972603,-0.38232730278378785,-0.8625931133794174,-0.4458566335997609,-0.38232097944041826,-0.20787603268769103,-0.5640990463593082
2023-04-06 00:00:00+00:00,1731.22,1.2827256437837993,-0.38393667977418844,-1.7708746088716645,0.6688337302594147,0.9324828303001894,0.07717818406646129,-0.22015271407007886,-0.0004505519261094745,0.6263832971970457,-0.02946074167996733,-0.833704098803152,-0.40041568553558043,-0.20033748807867002,-0.361161885236653,-0.739555289162613
2023-04-07 00:00:00+00:00,1736.22,1.2326891150476578,-0.5567876059400311,-1.6730941287979868,0.6581995690835066,0.5962216470684141,-0.17471071490591203,-0.2391052191638925,-0.2815949538184276,0.6825364358991775,-0.0539738291752872,-0.7725239922884132,-0.41093543456266984,-0.3579472243667753,-0.5116149676891406,-0.8363564833472534
2023-04-10 00:00:00+00:00,1743.73,1.1466210359092741,-0.3950493310152148,-1.5372301069599306,0.6286652330800016,0.5350832501171822,-0.2822577178998033,-0.4744122072885738,0.3379139445821131,0.8099566342308214,-0.37759358875769855,-0.9421596013684636,0.09095940900575258,-0.21796224460700592,-0.3194781910825145,-0.7317420588448973
2023-04-11 00:00:00+00:00,1726.22,1.0814214487703846,-0.14816916405997144,-1.358678886370405,0.6311710472265939,0.44329413682773283,-0.39720422710395187,-0.6603010231587335,0.45100247803559357,1.004363057323883,-0.37387187782093145,-0.9947822562541682,0.028274136776128937,0.12085339851438584,-0.2213535177201129,-0.9226735081250053
2023-04-12 00:00:00+00:00,1718.72,1.0582983817228995,-0.5420331703733525,-1.2922388911833291,0.6318004546947212,0.44329413682773283,-0.46626792971496794,-0.6262010795113628,-0.6762784410903357,0.9170295646044491,0.11014949274457957,-1.0481904625664027,0.4167628650784988,-0.1988753210880154,0.14258729847566792,-0.8755640154816741
2023-04-13 00:00:00+00:00,1728.72,1.0090072480924448,-0.7031354279200358,-1.2569726685503289,0.6350223022455718,0.44329413682773283,-0.45641800656906617,-0.5481742694097745,-0.22527596305474207,0.779633228186766,0.6630370406377468,-0.9444205651185175,0.30877943758408055,0.5166728096226333,0.5048145850036765,-0.9535757569821606
2023-04-14 00:00:00+00:00,1744.98,0.7941688177621579,-0.3417904197765561,-1.1461479553917577,0.6316916943207734,0.2904481444496531,-0.5830573494144023,-0.5645276602798504,0.5631899076368552,0.8333931817436517,1.6027507883771834,-0.9442841161637858,0.48547194716497044,1.1939451811550217,1.039512707633908,-1.0723248521957958
2023-04-17 00:00:00+00:00,1774.98,0.4767863380299121,0.21264748087355084,-0.9414790631054705,0.6760923566184047,0.2904481444496531,-0.6120811138969173,-0.5555805548991365,0.8452354133813923,1.0796891633103678,1.7995206855637194,-0.9469796726768357,0.2538492314251401,0.7932766308487023,1.384413354559613,-1.2185753716056402
2023-04-18 00:00:00+00:00,1783.73,0.028046204199989263,1.0901645417499002,-0.5868019371389325,0.9010154880441665,0.32101734292526907,-0.5419929570151337,-0.21676931640771807,1.4642937598558234,1.601678192807088,1.6470893974852439,-0.781980315662659,-0.08757140668521635,0.71012667541555,1.4473737298966185,-1.1266558957029695
2023-04-19 00:00:00+00:00,1764.98,-0.2482507960870528,1.3187755592843051,-0.24053409529544362,1.0936472637021346,0.3923454727017062,-0.4514296450823072,0.08797227465649535,0.5068709168731697,2.001052978004893,1.5557784966391772,-0.574061580215565,0.3328544251769971,1.416369936572267,1.953670604314642,-1.3360925502462002
2023-04-20 00:00:00+00:00,1752.48,-0.5073299521523139,0.7712100210740289,-0.06254752296748431,1.0820185425819775,0.3923454727017062,-0.4286184961102049,0.1464748075616763,-0.7321468799279117,1.95601697468504,0.21030936123590152,-0.701214967618405,-0.9171029996462067,0.7840304573937406,0.6506131815637295,-1.0406318948893027
2023-04-21 00:00:00+00:00,1721.22,-0.7385024475034074,0.43279185736347714,0.01741794168886352,1.0207366576304215,0.3923454727017062,-0.43411622144747986,0.11974672272823096,-0.45055192610948414,1.7076519679444981,-0.40858461308146854,-0.7253417684565417,-0.5783787677863856,0.6287829590416633,0.16909082921974725,-0.7561057350418496
2023-04-24 00:00:00+00:00,1671.21,-0.8077657888433125,-0.3093818318905033,-0.08793699401645409,1.1116576476616933,0.3923454727017062,-0.450748805216704,0.1927294548338388,-1.2957873394908763,1.1075134650887248,-0.423578730889191,-0.6347774269376766,0.2169067483164554,0.7153782929118279,0.41340406036229627,-0.7178817820989875
2023-04-25 00:00:00+00:00,1693.72,-0.7183475434355332,-1.20577530179491,-0.4448399359801619,1.238046467319331,0.3923454727017062,-0.25365402836393275,0.7366040570766782,-2.140572200946159,0.08249197914897838,0.22678405147051622,-0.08150165367537111,1.3351517120683694,1.6809908523116484,1.5714498226068134,-1.4872801862832516
2023-04-26 00:00:00+00:00,1673.71,-0.7057673761437886,-0.5420067502803403,-0.5787649201124624,1.0056760553433373,0.3923454727017062,-0.1817474437202692,0.8905900023828661,1.1268303671998199,-0.2545038044674175,-0.2083101096261927,0.08894136493436054,-0.3701362716509743,0.9164438737886172,1.1439276099939386,-1.7259042492895795
2023-04-27 00:00:00+00:00,1691.22,-0.6051116946613767,-0.8773640811192323,-0.7803709842099321,0.7720473795072643,0.3923454727017062,-0.05405416343048315,1.152253002077732,-0.7889164226177068,-0.6707131757941135,-0.003913592729725291,-0.14496944950935908,-0.6717055052415128,0.19415505991830362,0.4046997975054698,-1.4534323866321033
2023-04-28 00:00:00+00:00,1727.47,-0.6189133980112886,-0.38095915315339135,-0.8174821326856457,0.4420895946956982,0.3923454727017062,-0.0028824907597051453,1.2557814984881897,0.9015544041450778,-0.6473469524555137,0.40053581779246983,-0.14904765037353362,-0.06799832451758038,-0.05547981949904114,0.38619867697003907,-1.6859414156897898
2023-05-04 00:00:00+00:00,1749.98,-0.6339734174025963,0.5213893281010346,-0.6177953552031098,0.49125651400673404,0.3923454727017062,-0.008716582162630828,1.2312495863133375,1.745888713674251,-0.11569534755134772,0.9243421080236305,-0.18985247495633906,0.9553721134386728,0.22393898559539316,1.2477995308326837,-1.359121440196944
2023-05-05 00:00:00+00:00,1772.48,-0.6360613295917731,1.0065263683759296,-0.31367477088921375,0.7576812952966487,0.3923454727017062,0.002882490759705275,1.0905047205990062,1.1268303671998199,0.5358535178330321,0.042822178382038036,-0.10327172931601634,-0.04425309978864474,0.2486550887436524,1.2246723231782575,-1.649794318807486
2023-05-08 00:00:00+00:00,1823.74,-0.6025231977022305,1.450204837800522,0.068744047962529,1.0489871421970076,0.3923454727017062,0.05122130484467421,0.9930397749031763,1.1263798152737103,1.2267045468266158,0.5822321347982681,-0.14628363553663026,0.36187823985361034,0.26300994354084084,1.6347641013094323,-1.642376737245963
2023-05-09 00:00:00+00:00,1803.74,-0.43239986575753103,2.2927107897671726,0.6731239832316367,1.4489634201515667,0.7184984409708778,0.2721851798317802,1.564158112238172,2.4221671547645864,2.2602040634028278,2.607529653520295,-0.18630912608360053,1.083785864031493,2.052743996407717,2.895615155938981,-1.3210311200586702
2023-05-10 00:00:00+00:00,1763.73,-0.3530339185966315,1.8287177736077935,1.0357527665432444,1.4793680027687437,0.7184984409708778,0.3763394073183088,1.8531396788114598,-0.7884658706915972,2.5633152267054227,2.2317781050431975,-0.3076029397667397,-0.2889895495368074,2.5356104681188456,2.208664105167935,-1.2590201280540394
2023-05-11 00:00:00+00:00,1764.98,-0.36133838395282586,1.0045170256002962,1.0900606002740716,1.405983350176835,0.7184984409708778,0.3882324032751696,1.8886345334755752,-1.6900202748366748,2.1379102554229332,-0.19278690874540366,-0.5837050912627302,-1.2734884774597803,0.5120060782741855,0.19912950117125505,-1.1316116414300763
2023-05-12 00:00:00+00:00,1736.22,-0.35784093923563165,1.0273792060836717,1.1388649963896702,1.3772855345976005,0.7184984409708778,0.4005018511040433,1.631534841919179,0.16895697229105655,1.7856645700996907,-0.57371234776193,-0.5795954482555581,-0.7456735810168175,-0.39103558175280767,-0.3532732894993398,-1.078290369330321
2023-05-15 00:00:00+00:00,1762.48,-0.3583995836809137,0.47750170452969615,1.0106567062052314,1.4412730467941697,0.7184984409708778,0.39504833880862017,1.4521759105002516,-1.1831493579635053,1.1204179387253348,-0.7431751628202555,-0.6653602471429919,-0.14727618233710782,-0.3113794221549235,-0.388039658160198,-1.0523692449265731
2023-05-16 00:00:00+00:00,1736.22,-0.3489749415013086,0.985775605161043,1.0608325045189921,1.167045407757561,0.7184984409708778,0.38764108913316025,0.979726387858771,1.2957873394908763,0.9746414884860685,-0.9762993645427746,-0.7229825107557533,0.016705750383975055,0.005294878639431893,-0.3210945020506562,-1.2645960907382368
2023-05-17 00:00:00+00:00,1719.97,-0.35394737041404273,0.4976895236571069,0.948928545438025,0.9088502619620676,0.7184984409708778,0.3830290305718577,0.5961364457990659,-1.0705113764361343,0.5069183946228093,-0.8840794068436073,-0.8611003729784205,0.08183549537103121,0.07662111300549033,-0.20181057182976914,-1.0244445701376217
2023-05-18 00:00:00+00:00,1719.97,-0.34487469367116386,0.21402572720691518,0.7687340887864423,0.8971790190919969,0.7184984409708778,0.3978344959318228,0.6544505489283872,-0.6195088984005407,-0.015192963227872313,-0.5758138925985389,-0.8600778283815955,-0.6848805854289539,-0.5067452608774288,-0.5657971488681857,-0.7853732928853696
