timestamp,close,rolling_std_30d,atr_14,macd_hist,rolling_std_20d,skewness_20d,rolling_std_10d,kurtosis_20d,涨跌额,macd,volume_ma_5,rsi_14,rolling_std_5d,auto_close__maximum,volume_roc_10d,volume_roc_3d,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d,label_quantile_1d,label_quantile_5d,label_quantile_10d
2023-03-27 00:00:00+00:00,1733.72,1.208136967462077,1.4424465377772326,-0.25023589974822685,1.9315136039427034,-0.3658984952128333,0.028780303007463686,-0.22067690493012823,-0.4498666666666667,-1.2495709999540439,-0.14165311100488573,-0.4102154785227048,0.2554342064653905,1.9817258290518456,-0.3318168775100259,-0.4181026005022972,0.002883972037007129,0.005052719008836485,-0.004325958055510694,1.0,1.0,0.0,1.0,1.0,1.0
2023-03-28 00:00:00+00:00,1738.72,1.2970615691666285,1.4885257866492847,-0.26016042609109985,1.9990576181688757,-0.35407417620710163,-0.0201963621917233,-0.28259681706292017,-1.3837333333333333,-1.2630616994742727,-0.20784455208249925,-0.6330309832723219,0.12701804197344743,1.9817258290518456,0.04919010436260645,0.2704663201941662,-0.007908116315450447,0.0007189196650409497,-0.011502714640655195,0.0,1.0,0.0,1.0,1.0,1.0
2023-03-29 00:00:00+00:00,1724.97,1.3421666887167376,1.3593400249987226,-0.15624866148524477,2.000205796278112,-0.32466169192912026,0.01320479213846316,-0.2282384035950605,0.3501333333333333,-1.2408770149783332,-0.2690755061598341,-0.5596593399350278,0.25416067776032514,1.9817258290518456,-0.5189630526799294,-0.25295762904374774,0.010875551458865946,0.0036232514188652555,0.002173950851319153,1.0,1.0,1.0,2.0,1.0,1.0
2023-03-30 00:00:00+00:00,1743.73,1.4293860935285712,1.296706362952833,-0.15260528524559494,1.8254359727548437,-0.7764502091950396,-0.1913238003516916,-0.5432615908013656,-0.6498666666666667,-1.2440446747665608,-0.3720451478069365,-0.6719165877223762,0.6052149368126158,1.9817258290518456,-0.48905423175005364,-0.04987898068217651,-0.01075854633458161,-0.00430685943351321,0.000716854100118711,0.0,0.0,1.0,0.0,1.0,1.0
2023-03-31 00:00:00+00:00,1724.97,1.4798961682733336,1.2958710791112813,0.07653473763819987,1.4766140230317872,-0.7184757536075443,-0.24456732022348757,-0.5990060760632557,1.084,-1.175056990357625,-0.36461854399854543,-0.3882587884736836,0.03987785525642885,1.9817258290518456,-0.09698202456489934,-0.28674150341594207,0.010150901175092895,0.010875551458865946,0.028991808553192222,1.0,1.0,1.0,2.0,1.0,2.0
2023-04-03 00:00:00+00:00,1742.48,1.558380404149004,1.2568790949338953,0.1017940302880935,0.9720500816740514,-0.5473875715642716,-0.15848045821177661,-0.5549025768304169,-0.9170666666666667,-1.1564807661942027,-0.2750982470151171,-0.553640504547338,-0.4537371608037914,1.6605558150397017,-0.5600979976476809,0.49513383431857655,-0.0014404756439098244,-0.009331527478077218,0.02367315550250218,0.0,0.0,1.0,1.0,1.0,1.0
2023-04-04 00:00:00+00:00,1739.97,1.5078151077481499,1.1920099798829356,0.3192487472278435,0.6319777022249904,-0.3793435191194282,-0.20848473865876796,-0.8479185605016675,1.0173333333333334,-1.074991843024388,-0.37343213211502535,-0.2956181459649982,-0.3592397294427291,1.5437879495562827,-0.46989902534289957,0.42449074881343696,-0.005028822336017287,-0.012212854244613413,0.014373811042719122,0.0,0.0,1.0,1.0,1.0,1.0
2023-04-06 00:00:00+00:00,1731.22,1.4520721077306946,1.0362334643814668,0.4672473677422641,0.3036470962863317,-0.5025684956579968,-0.2049241921600051,-0.8262013494395745,-0.05039999999999999,-1.001784594685996,-0.3831230428454314,-0.32026303495386216,-0.34579830332268735,1.4269617001401222,-0.2713103951863719,-0.34107383385004725,0.0028881366897332518,-0.0014440683448666259,0.012280357204745782,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-07 00:00:00+00:00,1736.22,1.4060213876688599,0.9106155918511417,0.5073341718736012,0.005212854896927181,-0.5705531093242086,-0.23065352389207533,-0.7802094280995673,-0.38320000000000004,-0.9535552574232421,-0.39513733575541893,-0.40844302048612424,-0.47721511549968837,1.1861279775805704,-0.4433012796043931,-0.5661694940300117,0.004325488705348395,0.005045443549780553,-0.008639458133185887,1.0,1.0,0.0,1.0,1.0,1.0
2023-04-10 00:00:00+00:00,1743.73,1.326809317631741,0.8322632206958618,0.5982973602359077,-0.12220724334132888,-0.49708117239603516,-0.5500989758978073,-0.9077323768769502,0.3501333333333333,-0.8865415576933534,-0.4746214436396816,-0.32593215948443366,-0.5778032395882854,1.1423400280242884,-0.2905433279629338,-0.2810712190267583,-0.010041692234462898,0.017921352502967777,-0.04158900747248713,0.0,1.0,0.0,0.0,2.0,0.0
