timestamp,close,rolling_std_30d,atr_14,rolling_std_20d,price_position_20d,macd_hist,skewness_20d,auto_close__maximum,kurtosis_20d,rolling_std_10d,auto_volume__maximum,rolling_std_5d,volume_ma_5,volume_roc_3d,volume_roc_10d,auto_close__minimum,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d,label_quantile_1d,label_quantile_5d,label_quantile_10d
2023-03-24 00:00:00+00:00,1761.23,1.20396402682039,1.496609558768942,2.056128023210486,-0.25254639648757904,-0.22365299750470552,-0.37851713568545686,2.1351451513279796,-0.22972045471363337,0.051221680090674675,-0.09533336094218388,0.28745388039283265,-0.11045677725819177,-0.40863407962410514,-0.3148184141728494,1.460719897157549,-0.015619765731903266,-0.020587884603373772,-0.009936237742941013,0.0,0.0,0.0,0.0,1.0,1.0
2023-03-27 00:00:00+00:00,1733.72,1.2893888202515085,1.5417315642967495,2.1255449994462965,-0.4664169949826999,-0.23393813587258747,-0.3663895200814799,2.1351451513279796,-0.2941779038312787,-0.0012006010647024094,-0.09533336094218388,0.1535997170851428,-0.17928465652877904,0.2679273999114301,0.0686308441075175,1.460719897157549,0.002883972037007129,0.005052719008836485,-0.004325958055510694,1.0,1.0,0.0,1.0,1.0,1.0
2023-03-28 00:00:00+00:00,1738.72,1.332718736229718,1.4152294881128182,2.126725015964954,-0.4275455666847862,-0.12625069164614452,-0.3362225985777156,2.1351451513279796,-0.23759183079702895,0.03455039782609674,-0.09533336094218388,0.2861264219693602,-0.24295447012168808,-0.2463689484665178,-0.5031642069617497,1.460719897157549,-0.007908116315450447,0.0007189196650409497,-0.011502714640655195,0.0,1.0,0.0,1.0,1.0,1.0
2023-03-29 00:00:00+00:00,1724.97,1.416505444254463,1.3538969682857522,1.9471089119290401,-0.49557056620613515,-0.12247493173010968,-0.7995995988967932,2.1351451513279796,-0.5655249683099178,-0.1843672303183859,-0.09533336094218388,0.6520466650084954,-0.35002544407906494,-0.04683163757741916,-0.4730636687898928,1.460719897157549,0.010875551458865946,0.0036232514188652555,0.002173950851319153,1.0,1.0,1.0,2.0,1.0,1.0
2023-03-30 00:00:00+00:00,1743.73,1.4650275924401526,1.3530790365043457,1.588614302571462,-0.35303903737795356,0.11499099455783766,-0.7401380847179078,2.1351451513279796,-0.6235539156807061,-0.241356548743184,-0.09533336094218388,0.06276943236491817,-0.34230303492778114,-0.27956369098637407,-0.07847825647387603,1.4250107127553207,-0.01075854633458161,-0.00430685943351321,0.000716854100118711,0.0,0.0,1.0,0.0,1.0,1.0
2023-03-31 00:00:00+00:00,1724.97,1.5404229218401508,1.3148970659067456,1.0700590534061736,-0.49557056620613515,0.1411680947038355,-0.56466145006366,2.1351451513279796,-0.5776430130357827,-0.14921328693047534,-0.09533336094218388,-0.4517485430960146,-0.24921709975652848,0.4886771043939353,-0.5445628292645842,1.4250107127553207,0.010150901175092895,0.010875551458865946,0.028991808553192222,1.0,1.0,1.0,2.0,1.0,2.0
2023-04-03 00:00:00+00:00,1742.48,1.49184772535878,1.2513755320371112,0.7205566355661107,-0.29373019099157976,0.36652412432232195,-0.3923070276569459,1.795367510809141,-0.8826670708484242,-0.20273547832312286,-0.09533336094218388,-0.35324945881325326,-0.3514676726656189,0.4192659111034071,-0.4537856764210129,1.4250107127553207,-0.0014404756439098244,-0.009331527478077218,0.02367315550250218,0.0,0.0,1.0,1.0,1.0,1.0
2023-04-04 00:00:00+00:00,1739.97,1.4382986043006623,1.0988350942995722,0.3831215847914484,-0.29498877271141116,0.5199003397363284,-0.5186927541875346,1.6718344657195794,-0.8600598677889307,-0.198924439558727,-0.09533336094218388,-0.33923883286068324,-0.36154457721574534,-0.3329485603294911,-0.25392408185871024,1.4250107127553207,-0.005028822336017287,-0.012212854244613413,0.014373811042719122,0.0,0.0,1.0,1.0,1.0,1.0
2023-04-06 00:00:00+00:00,1731.22,1.3940603038390347,0.9758267884471183,0.07641190992505628,-0.37084047278703774,0.5614437155079153,-0.5884211893835943,1.5482396541074734,-0.8121831536999538,-0.2264638862832651,-0.09533336094218388,-0.4762207113345568,-0.3740374054193265,-0.5541189447469983,-0.4270174376206817,1.4250107127553207,0.0028881366897332518,-0.0014440683448666259,0.012280357204745782,1.0,0.0,1.0,1.0,1.0,1.0
2023-04-07 00:00:00+00:00,1736.22,1.3179657856689768,0.8991020975954486,-0.05454148443127504,-0.24897882809060826,0.6557120912840433,-0.5130646797771966,1.293452748610253,-0.9449321143981255,-0.5683830273833208,-0.09533336094218388,-0.5810684089888034,-0.45668740506163086,-0.2739922864683585,-0.27328029882744337,1.4250107127553207,0.004325488705348395,0.005045443549780553,-0.008639458133185887,1.0,1.0,0.0,1.0,1.0,1.0
