timestamp,close,auto_close__maximum,rolling_std_20d,macd_hist,kurtosis_20d,rolling_std_10d,skewness_20d,auto_volume__minimum,auto_volume__maximum,rolling_std_30d,volume_ma_5,macd,price_position_20d,rolling_std_5d,volume_roc_10d,rsi_14,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d,label_quantile_1d,label_quantile_5d,label_quantile_10d
2020-03-26 00:00:00+00:00,1712.97,-0.5825718802754634,0.9477551251676571,-0.7575615872690638,-0.9431987187331791,1.4753546755901323,-0.24740364549438298,1.2636385420272105,0.8287581337660916,0.5981731242283158,0.7370228283842221,-1.3163960394782372,-0.3757539561805594,-0.056329329366030224,0.5780866957397277,-0.7393980972886927,0.00656754058740083,-0.00656754058740083,-0.019708459576057952,1.0,0.0,0.0,1.0,1.0,1.0
2020-03-27 00:00:00+00:00,1724.22,-0.5825718802754634,0.9153147550465232,-0.4065521452045699,-0.9813990131832055,0.930877089820465,-0.27614901230878197,1.2636385420272105,0.8287581337660916,0.6548583057057789,0.41148958681667414,-1.2375666100339373,-0.2884773095424055,0.14861973565013328,0.15187104911246513,-0.5832334357966915,-0.015224275324494553,-0.039153936272633416,-0.040603867255918615,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-30 00:00:00+00:00,1697.97,-0.5825718802754634,0.91774397335187,-0.09631785474370612,-0.8650784384411951,0.23446563156053463,-0.47325509234842444,0.40438776325248277,0.8287581337660916,0.6822878248854426,0.04245872483843764,-1.147132712414314,-0.24713574008222738,0.3492503356444056,-0.58820009646894,-0.5085155796035976,-0.010312314116268245,-0.004417039170303362,-0.005889385560404483,0.0,0.0,0.0,1.0,1.0,1.0
2020-03-31 00:00:00+00:00,1680.46,-0.5825718802754634,0.8984957548482441,0.05923898635482474,-0.7773726435134638,-0.09525037455010885,-0.2783169726170206,0.40438776325248277,0.8287581337660916,0.6944270414447145,-0.12080341523459613,-1.093227797108401,-0.34359940215597645,-0.37060976566965703,-0.7102246715272584,-0.6284513924548372,0.006700546278995032,-0.001487687894981136,0.005212858384013895,1.0,0.0,1.0,1.0,1.0,1.0
2020-04-01 00:00:00+00:00,1691.72,-0.5825718802754634,0.8804672549611468,0.13590628012874648,-0.7777343037946243,-0.30664410566688705,-0.23713451439023517,-0.33923693389067866,0.8287581337660916,0.7186188207437196,-0.3867407413167973,-1.0581642627714825,-0.4079452582668848,-0.6112697252820667,-0.7585717668170381,-0.7074551263237735,0.00591114368808077,-0.011089305558839519,-0.015522663324900095,1.0,0.0,0.0,1.0,1.0,1.0
2020-04-02 00:00:00+00:00,1701.72,-0.5825718802754634,0.8403071894288204,0.24554291012730023,-0.8149811900848503,-0.29060604096595516,-0.2942680370907826,-0.33923693389067866,0.8287581337660916,0.7190151518296728,-0.632455297081262,-1.0040524645801336,-0.3665669407449643,-0.6225627946760098,-0.8417300795310775,-0.6209008723679394,-0.026449709705474455,-0.013227793056437011,-0.0058764073995721975,0.0,0.0,0.0,0.0,1.0,1.0
2020-04-03 00:00:00+00:00,1656.71,-0.642876282858598,0.6513772460605651,0.3657333233207146,-0.8639588703213438,-0.4179416325032392,-0.5579580666125967,-0.33923693389067866,-0.1277992245478835,0.665527680088459,-0.854522515818232,-0.9371317028808469,-0.28272362205916113,-0.6572156238129349,-0.9837939477623857,-0.5418371480455398,0.02037773659843907,-0.00150901485474223,0.028677318299521335,1.0,0.0,1.0,2.0,1.0,1.0
2020-04-07 00:00:00+00:00,1690.47,-0.6880945362951852,0.5149912675551018,0.3195303227610317,-0.8952703611355889,-0.44281236867150736,-0.5381659770542903,-0.33923693389067866,-0.1277992245478835,0.6229114887894939,-0.7857962835455095,-0.9263489329749475,-0.4442121626412263,-0.599141837045406,-0.6373797688958668,-0.7691180146217249,-0.007400308789863168,-0.001478878655048596,0.042153957183505175,0.0,0.0,1.0,1.0,1.0,1.0
2020-04-08 00:00:00+00:00,1677.96,-0.6880945362951852,0.431942582851892,0.408236619615303,-0.7940042696023152,-0.7971850420130067,-0.7858171579100529,-0.33923693389067866,-0.1277992245478835,0.5803617895523345,-0.7026148463162379,-0.8660085648913148,-0.29020654172622634,-0.6281270258556517,-0.23423745016492686,-0.49881793983585127,-0.0029798088154663997,0.0067105294524303265,0.03352880879162792,0.0,1.0,1.0,1.0,1.0,1.0
2020-04-09 00:00:00+00:00,1672.96,-0.6998311851871706,0.2665453375747343,0.4364001028618007,-0.6905741015815938,-0.8661115640849015,-0.6809777097589085,-0.33923693389067866,-0.1277992245478835,0.5500405714161796,-0.6964947344345627,-0.822547039922909,-0.3373630553001825,-0.6230442638782913,-0.7416803792136162,-0.5661001828394083,0.0037358932670237184,-0.004483071920428462,0.03661773144605967,1.0,0.0,1.0,1.0,1.0,1.0
