date,ic
2018-01-02,0.2979838709677419
2018-01-03,0.0990990990990991
2018-01-04,0.10146989094357516
2018-01-05,0.10526315789473684
2018-01-08,0.22783309625414888
2018-01-09,0.3146040777619725
2018-01-10,0.2525096525096525
2018-01-11,0.20728291316526612
2018-01-12,0.16778711484593836
2018-01-15,0.03835263835263835
2018-01-16,-0.024195624195624196
2018-01-17,0.038643907064959696
2018-01-18,-0.17401612138454245
2018-01-19,-0.08274063537221432
2018-01-22,-0.12921492921492922
2018-01-23,-0.18841698841698842
2018-01-24,0.06537966537966539
2018-01-25,0.11171171171171171
2018-01-26,-0.16396396396396395
2018-01-29,0.039355144618302515
2018-01-30,-0.047361647361647365
2018-01-31,-0.07965860597439545
2018-02-01,-0.09009009009009009
2018-02-02,0.10597439544807966
2018-02-05,-0.08416311047889995
2018-02-06,0.3029871977240398
2018-02-07,0.2147937411095306
2018-02-08,0.20386100386100386
2018-02-09,0.17780938833570412
2018-02-12,0.2155049786628734
2018-02-13,0.12549019607843137
2018-02-14,-0.25434173669467786
2018-02-22,-0.27644787644787644
2018-02-23,0.10218790218790219
2018-02-26,-0.07953667953667953
2018-02-27,0.08597168597168597
2018-02-28,0.12252252252252252
2018-03-01,0.0990990990990991
2018-03-02,0.055855855855855854
2018-03-05,0.09246088193456614
2018-03-06,0.11450924608819346
2018-03-07,0.06140350877192982
2018-03-08,-0.10265528686581318
2018-03-09,-0.24757085020242914
2018-03-12,-0.25303643724696356
2018-03-13,-0.21133603238866397
2018-03-14,0.10242914979757085
2018-03-15,-0.08097165991902834
2018-03-16,-0.08370718897034686
2018-03-19,-0.2500273552905132
2018-03-20,-0.14213808950651055
2018-03-21,-0.14585840901630376
2018-03-22,-0.12419301892986104
2018-03-23,0.013360323886639677
2018-03-26,0.1194331983805668
2018-03-27,-0.07206477732793522
2018-03-28,0.09959514170040486
2018-03-29,0.14607725134040925
2018-03-30,0.3029871977240398
2018-04-02,0.11356275303643724
2018-04-03,-0.1437246963562753
2018-04-04,-0.21651031894934333
2018-04-09,-0.20131332082551595
2018-04-10,-0.16791744840525327
2018-04-11,-0.22889305816135083
2018-04-12,-0.3038461538461538
2018-04-13,-0.02476547842401501
2018-04-16,-0.17822299651567944
2018-04-17,-0.13522267206477734
2018-04-18,-0.05328330206378987
2018-04-19,-0.14433198380566803
2018-04-20,-0.2898686679174484
2018-04-23,-0.17861163227016885
2018-04-24,-0.3196998123827392
2018-04-25,-0.19225298172666594
2018-04-26,-0.2776735459662289
2018-04-27,-0.03753145858409016
2018-05-02,0.25364372469635627
2018-05-03,0.20075046904315197
2018-05-04,0.36848030018761724
2018-05-07,0.36097560975609755
2018-05-08,0.10337711069418387
2018-05-09,0.013562753036437248
2018-05-10,0.05403377110694184
2018-05-11,-0.25020242914979757
2018-05-14,-0.10587044534412955
2018-05-15,0.014771856877120034
2018-05-16,0.16578947368421051
2018-05-17,0.02125506072874494
2018-05-18,0.15910931174089069
2018-05-21,0.10619136960600375
2018-05-22,-0.18574108818011256
2018-05-23,0.07410881801125703
2018-05-24,0.04671669793621013
2018-05-25,0.024390243902439025
2018-05-28,-0.14554655870445343
2018-05-29,0.00931174089068826
2018-05-30,0.003939962476547843
2018-05-31,-0.06791744840525328
2018-06-01,0.0009380863039399625
2018-06-04,0.20425101214574898
2018-06-05,0.23319838056680162
2018-06-06,0.076047707626655
2018-06-07,0.020461757303862568
2018-06-08,0.10222672064777327
2018-06-11,0.21610679505416347
2018-06-12,0.2679724258671627
2018-06-13,0.15658168289747237
2018-06-14,0.12419301892986104
2018-06-15,0.23711565816828975
2018-06-19,0.04311740890688259
2018-06-20,0.05506072874493927
2018-06-21,-0.04521575984990619
2018-06-22,-0.04939271255060729
2018-06-25,0.0771255060728745
2018-06-26,0.19757085020242915
2018-06-27,-0.1228744939271255
2018-06-28,-0.18866396761133603
2018-06-29,-0.20919324577861162
2018-07-02,-0.23039399624765478
2018-07-03,-0.3324577861163227
2018-07-04,-0.1973733583489681
2018-07-05,-0.12889305816135085
2018-07-06,-0.16022514071294558
2018-07-09,-0.2513937282229965
2018-07-10,-0.21933797909407665
2018-07-11,-0.14350538854225753
2018-07-12,-0.1673284174702212
2018-07-13,0.03265537638765092
2018-07-16,-0.02401087284808215
2018-07-17,0.053561299732598655
2018-07-18,0.17705210274694108
2018-07-19,0.12211328093347379
2018-07-20,0.20766550522648083
2018-07-23,0.03865901540320145
2018-07-24,-0.05728871242200794
2018-07-25,-0.23409772303703102
2018-07-26,0.1000729276395754
2018-07-27,-0.2159468438538206
2018-07-30,-0.3079130172153428
2018-07-31,-0.2209707479134592
2018-08-01,-0.20508872862815006
2018-08-02,-0.15582205655943604
2018-08-03,0.18874296435272045
2018-08-06,0.1078518758609513
2018-08-07,-0.052854122621564484
2018-08-08,0.08937687383518353
2018-08-09,0.014799154334038054
2018-08-10,0.0827544548474781
2018-08-13,0.15372999093929327
2018-08-14,0.1083861874559549
2018-08-15,-0.11984442103557248
2018-08-16,-0.17170407584474515
2018-08-17,-0.014990681468276477
2018-08-20,-0.17547568710359407
2018-08-21,-0.10644599303135889
2018-08-22,-0.15557491289198605
2018-08-23,0.05714285714285714
2018-08-24,-0.2480836236933798
2018-08-27,-0.13424947145877378
2018-08-28,-0.1679250981576563
2018-08-29,-0.08290546662639686
2018-08-30,-0.019366339842800423
2018-08-31,-0.24433705829054667
2018-09-03,-0.3200845665961945
2018-09-04,-0.1777408637873754
2018-09-05,-0.2410663641520136
2018-09-06,-0.13885017421602788
2018-09-07,0.15508909694956208
