k_value,cluster_id,train_mean_return,test_mean_return,train_rank,test_rank,train_samples,test_samples,train_positive_ratio,test_positive_ratio,center_PC1,center_PC2,center_PC3,center_PC4,center_PC5,train_PC1_mean,train_PC1_std,train_PC1_min,train_PC1_max,train_PC2_mean,train_PC2_std,train_PC2_min,train_PC2_max,train_PC3_mean,train_PC3_std,train_PC3_min,train_PC3_max,train_PC4_mean,train_PC4_std,train_PC4_min,train_PC4_max,train_PC5_mean,train_PC5_std,train_PC5_min,train_PC5_max
4,0,-0.0032334139370422056,0.007711132790259415,2,1,188,142,0.4095744680851064,0.45774647887323944,-1.3935659430785714,0.3396891549779458,0.05200606402842545,-0.04336548680624412,-0.13069332175333645,-1.3935659430785712,0.8519446541756709,-3.232915362726102,0.4193320392492065,0.3396891549779457,0.7869594595375276,-1.4820666385752492,4.250612376335636,0.05200606402842546,0.7044479495359729,-1.696644590757268,2.041862866649098,-0.04336548680624418,0.7231511563416859,-2.2352885479886875,1.5690874378075876,-0.1306933217533364,0.732305305164745,-1.4865142197617809,2.1598213395633374
4,1,-0.0006675528479216576,0.002182323150131117,1,2,77,111,0.44155844155844154,0.5045045045045045,1.64124945702657,-0.3261999768339263,1.1473918055072019,0.2838947418689354,-0.36482241329825715,1.6412494570265699,1.081672191280024,-0.17954179688220812,4.659956362407945,-0.3261999768339264,0.8910907495831214,-2.4390959154436125,1.8504957647781777,1.147391805507202,0.8608447836553617,-0.22189384791280042,2.987883072059349,0.2838947418689353,1.0216678363910723,-2.0721618080100472,2.5635590883345403,-0.3648224132982574,0.9334153950790645,-2.1392348376783126,2.1540685458400644
4,2,-0.003507812529725073,-0.00446586707458953,3,3,30,16,0.4,0.3125,2.847771264134409,2.489583554492551,-0.4888727055459488,-0.5923079019908047,0.07544958426106248,2.847771264134408,1.7186745343374232,0.23139909426319505,5.78494939991718,2.489583554492552,1.2565065103901272,0.220015224854717,6.159803670970986,-0.48887270554594864,0.9781882255238294,-2.8496135630910535,1.1330148785259504,-0.5923079019908045,1.6670243732940422,-2.9776008015975033,3.0367159719997963,0.07544958426106248,1.1560185495715467,-2.1135225681734524,3.3286921249179544
5,1,-0.004442669597107989,0.009444424973700927,4,1,84,68,0.35714285714285715,0.4852941176470588,-2.08297693766026,0.47137331355555895,0.35404705266937814,-0.398556502741343,0.32711536548734504,-2.082976937660261,0.6876668620296582,-3.232915362726102,-0.5190137552000306,0.4713733135555587,0.6964080898141677,-0.7612652527718962,4.250612376335636,0.3540470526693782,0.6971091485541542,-1.2787829452858126,2.041862866649098,-0.398556502741343,0.5738746575792159,-2.2352885479886875,0.6816106734421881,0.32711536548734504,0.5883697092809677,-0.3861823238325055,2.1598213395633374
5,2,-0.001690185144265115,0.0012715033511934034,2,3,75,107,0.44,0.5046728971962616,1.682404694639215,-0.33078035578900483,1.1626701480728483,0.2534807363326378,-0.37398938340080706,1.6824046946392148,1.0657560754454414,-0.17954179688220812,4.659956362407945,-0.3307803557890049,0.897799289111116,-2.4390959154436125,1.8504957647781777,1.1626701480728483,0.8670746390890767,-0.22189384791280042,2.987883072059349,0.25348073633263773,1.0138456288175635,-2.0721618080100472,2.5635590883345403,-0.3739893834008072,0.935396404524885,-2.1392348376783126,2.1540685458400644
5,3,0.00031229402613816207,0.007128648015626531,1,2,138,78,0.4492753623188406,0.4358974358974359,-0.7229723044197498,-0.0073504684427999015,-0.3274348492413456,0.26542389824037216,-0.3987502448868661,-0.7229723044197498,0.4982091212446372,-1.9672403201656126,0.4897638664113876,-0.007350468442799893,0.9015627943555565,-2.1385286695098746,2.4504759640028624,-0.3274348492413457,0.7194094587273226,-3.2888506432456754,1.0779728079492277,0.2654238982403721,0.8002609955563167,-2.35011413506298,2.1724054854564114,-0.39875024488686606,0.6151043163352016,-1.4865142197617809,1.6300197943423433
5,4,-0.003507812529725073,-0.00446586707458953,3,4,30,16,0.4,0.3125,2.847771264134409,2.489583554492551,-0.4888727055459488,-0.5923079019908047,0.07544958426106248,2.847771264134408,1.7186745343374232,0.23139909426319505,5.78494939991718,2.489583554492552,1.2565065103901272,0.220015224854717,6.159803670970986,-0.48887270554594864,0.9781882255238294,-2.8496135630910535,1.1330148785259504,-0.5923079019908045,1.6670243732940422,-2.9776008015975033,3.0367159719997963,0.07544958426106248,1.1560185495715467,-2.1135225681734524,3.3286921249179544
6,0,0.0005207443235378252,0.008053593623557082,2,2,124,67,0.45161290322580644,0.4925373134328358,-0.7814709652874996,-0.20719974014088066,-0.28512031047968567,0.1965759091331127,-0.46940411026570034,-0.7814709652874994,0.45769756957733315,-1.9672403201656126,0.2525577438928921,-0.2071997401408807,0.7740220027650895,-2.1385286695098746,1.600625363360478,-0.28512031047968567,0.6736175038001458,-2.643926967521665,1.0779728079492277,0.19657590913311263,0.799170616985317,-2.35011413506298,2.122625078585943,-0.4694041102657003,0.5425992924459182,-1.4865142197617809,0.8915904746865425
6,1,0.0036209892039410817,-0.010666736861492098,1,5,22,17,0.5,0.17647058823529413,4.0114326030767495,1.0517574096055633,0.21383607608278316,-1.0713171380285818,-0.7584802631214782,4.0114326030767495,1.00284446635367,1.961983659071719,5.78494939991718,1.0517574096055633,1.1779687136674994,-0.7074362268178973,3.7882360519010816,0.21383607608278316,1.2702792509907572,-2.106509062263618,2.528507792991159,-1.0713171380285818,1.1704164010934814,-2.9083860236301837,1.486378921830509,-0.7584802631214781,0.8195569865001101,-2.1392348376783126,0.36958923382684195
6,2,-0.007132431509665174,0.01674591483467674,5,1,33,13,0.3333333333333333,0.46153846153846156,0.8395520711023081,2.395498171406943,-0.6608452667563227,0.2773068049505794,0.43420646003014585,0.8395520711023083,1.3877952029249634,-1.2301313025697795,4.779060290921461,2.395498171406943,1.2164645914608965,0.5516469132338947,6.159803670970986,-0.6608452667563227,0.8952244936451105,-3.2888506432456754,0.6422153702661726,0.2773068049505796,1.483421719476274,-2.9776008015975033,3.0367159719997963,0.4342064600301458,1.001701101199894,-1.3493164517539955,3.3286921249179544
