date,benchmark_equity,strategy_equity,benchmark_drawdown,strategy_drawdown,excess_equity
2023-03-27 00:00:00+00:00,1.0050527190088365,1.0,0.0,0.0,-0.005052719008836526
2023-03-28 00:00:00+00:00,1.0057752711729349,1.0,0.0,0.0,-0.005775271172934859
2023-03-29 00:00:00+00:00,1.0094194478512717,1.0,0.0,0.0,-0.00941944785127169
2023-03-30 00:00:00+00:00,1.0050720201799217,1.0,-0.0043068594335132545,0.0,-0.005072020179921699
2023-03-31 00:00:00+00:00,1.0160027326552548,1.0,0.0,0.0,-0.01600273265525476
2023-04-03 00:00:00+00:00,1.0065218752376808,0.9906684725219228,-0.009331527478077152,-0.009331527478077195,-0.01585340271575797
2023-04-04 00:00:00+00:00,0.994229370281388,0.9785695828622788,-0.021430417137721192,-0.021430417137721203,-0.015659787419109228
2023-04-06 00:00:00+00:00,0.992793635120228,0.977156461504418,-0.02284353849558194,-0.02284353849558196,-0.015637173615809963
2023-04-07 00:00:00+00:00,0.9978027193628086,0.977156461504418,-0.01791335072975801,-0.02284353849558196,-0.020646257858390582
2023-04-10 00:00:00+00:00,1.0156846936249293,0.977156461504418,-0.0003130296997275617,-0.02284353849558196,-0.03852823212051126
2023-04-11 00:00:00+00:00,1.0495228062237694,0.977156461504418,0.0,-0.02284353849558196,-0.07236634471935133
2023-04-12 00:00:00+00:00,1.0777711102034238,0.977156461504418,0.0,-0.02284353849558196,-0.10061464869900572
2023-04-13 00:00:00+00:00,1.0925842908101346,0.977156461504418,0.0,-0.02284353849558196,-0.1154278293057166
2023-04-14 00:00:00+00:00,1.0777074425083497,0.9638513018319032,-0.013616201904892822,-0.03614869816809685,-0.11385614067644656
2023-04-17 00:00:00+00:00,1.014701830439993,0.9075020192534534,-0.0712827934880822,-0.09249798074654658,-0.10719981118653965
2023-04-18 00:00:00+00:00,0.9634982784686164,0.8617079491010182,-0.11814741748282229,-0.13829205089898178,-0.10179032936759813
2023-04-19 00:00:00+00:00,0.9136742080112566,0.8617079491010182,-0.163749455583165,-0.13829205089898178,-0.05196625891023843
2023-04-20 00:00:00+00:00,0.8817356512329941,0.8617079491010182,-0.1929815771200586,-0.13829205089898178,-0.02002770213197591
2023-04-21 00:00:00+00:00,0.8849373615432428,0.8617079491010182,-0.19005117592613824,-0.13829205089898178,-0.02322941244222454
2023-04-24 00:00:00+00:00,0.9266475690987033,0.8617079491010182,-0.1518754416543842,-0.13829205089898178,-0.06493961999768505
2023-04-25 00:00:00+00:00,0.9697377862197231,0.8617079491010182,-0.11243663818314902,-0.13829205089898178,-0.10802983711870484
2023-04-26 00:00:00+00:00,1.056664290851078,0.8617079491010182,-0.032876181967088844,-0.13829205089898178,-0.19495634175005971
2023-04-27 00:00:00+00:00,1.1269661238512572,0.9190389754801093,0.0,-0.08096102451989073,-0.2079271483711479
2023-04-28 00:00:00+00:00,1.1506214068089042,0.9383298188816784,0.0,-0.061670181118321565,-0.2122915879272258
2023-05-04 00:00:00+00:00,1.1604839887253453,0.9463727378197379,0.0,-0.05362726218026215,-0.21411125090560745
2023-05-05 00:00:00+00:00,1.136743721173,0.9270125896243597,-0.020457212493229782,-0.07298741037564027,-0.20973113154864031
2023-05-08 00:00:00+00:00,1.0985601421765103,0.8958739452779132,-0.053360362702505715,-0.1041260547220868,-0.20268619689859713
2023-05-09 00:00:00+00:00,1.0574373745937335,0.8623383975907939,-0.0887962394421282,-0.1376616024092061,-0.19509897700293966
2023-05-10 00:00:00+00:00,1.031201238953799,0.8623383975907939,-0.11140416501010768,-0.1376616024092061,-0.1688628413630051
2023-05-11 00:00:00+00:00,1.0049038487480684,0.8623383975907939,-0.13406487421525165,-0.1376616024092061,-0.14256545115727448
2023-05-12 00:00:00+00:00,0.984646257713417,0.8623383975907939,-0.15152103150088725,-0.1376616024092061,-0.12230786012262307
2023-05-15 00:00:00+00:00,0.9532154338408302,0.8623383975907939,-0.17860526892075018,-0.1376616024092061,-0.09087703625003629
2023-05-16 00:00:00+00:00,0.9250782789962008,0.8623383975907939,-0.2028513206698439,-0.1376616024092061,-0.06273988140540687
2023-05-17 00:00:00+00:00,0.8928021651555162,0.8623383975907939,-0.23066395242888785,-0.1376616024092061,-0.030463767564722355
2023-05-18 00:00:00+00:00,0.8564613687564293,0.8623383975907939,-0.26197915949090256,-0.1376616024092061,0.005877028834364584
2023-05-19 00:00:00+00:00,0.8413531489633512,0.8623383975907939,-0.27499805500334534,-0.1376616024092061,0.020985248627442665
2023-05-22 00:00:00+00:00,0.816692747034141,0.8623383975907939,-0.29624815596880266,-0.1376616024092061,0.04564565055665293
2023-05-23 00:00:00+00:00,0.7960884581290439,0.8623383975907939,-0.31400306607982315,-0.1376616024092061,0.06624993946174995
2023-05-24 00:00:00+00:00,0.7715050378275338,0.8623383975907939,-0.335186831250519,-0.1376616024092061,0.09083335976326012
2023-05-25 00:00:00+00:00,0.7516277807073318,0.8623383975907939,-0.3523152512143608,-0.1376616024092061,0.11071061688346207
2023-05-26 00:00:00+00:00,0.7420705794339845,0.8623383975907939,-0.3605507817052595,-0.1376616024092061,0.12026781815680943
2023-05-29 00:00:00+00:00,0.738150111878513,0.8623383975907939,-0.3639290855798159,-0.1376616024092061,0.12418828571228091
2023-05-30 00:00:00+00:00,0.7364647966077944,0.8623383975907939,-0.36538133764627456,-0.1376616024092061,0.1258736009829995
2023-05-31 00:00:00+00:00,0.7559259257827787,0.8623383975907939,-0.3486114990581868,-0.1376616024092061,0.10641247180801516
2023-06-01 00:00:00+00:00,0.7870856208540824,0.8623383975907939,-0.32176089588396384,-0.1376616024092061,0.07525277673671149
2023-06-02 00:00:00+00:00,0.7841041636488544,0.8623383975907939,-0.32433004568197427,-0.1376616024092061,0.07823423394193951
2023-06-05 00:00:00+00:00,0.7769649539231356,0.8623383975907939,-0.3304819700472215,-0.1376616024092061,0.08537344366765831
2023-06-06 00:00:00+00:00,0.772816298366736,0.8623383975907939,-0.33405690567468876,-0.1376616024092061,0.08952209922405785
2023-06-07 00:00:00+00:00,0.7619907577139888,0.8623383975907939,-0.34338537617313813,-0.1376616024092061,0.10034763987680506
2023-06-08 00:00:00+00:00,0.7491839990673329,0.8623383975907939,-0.3544210809058873,-0.1376616024092061,0.11315439852346099
2023-06-09 00:00:00+00:00,0.7511757945032214,0.8623383975907939,-0.35270473199005586,-0.1376616024092061,0.11116260308757253
2023-06-12 00:00:00+00:00,0.7480099653458869,0.8623383975907939,-0.3554327568383881,-0.1376616024092061,0.11432843224490696
2023-06-13 00:00:00+00:00,0.7408371538913995,0.8623383975907939,-0.36161363613028247,-0.1376616024092061,0.12150124369939441
