date,Q1,Q2,Q3,Q4,Q5
2018-01-03,0.03028271954830945,-0.0041644362811115165,0.02220794206796617,-0.007272541567567403,-0.02160819605091835
2018-01-04,0.01423976750722919,0.00979599240376913,0.04751352392416159,0.011556165126156648,0.0007920610507883563
2018-01-05,0.0038672136185767536,0.005591094346496009,-0.013306995642551096,0.004857462386344158,0.003269959682171796
2018-01-08,-0.028628718853454874,-0.033358880482142673,-0.0233258379067492,-0.011409410048812083,-0.021124684144996478
2018-01-09,-0.025588458372255013,-0.004345330453982047,-0.03034385737560893,-0.006417015713496003,0.007014075318216559
2018-01-10,-0.024947952704403403,-0.00013688017879381103,-0.024386236524576294,-0.011560210147247998,0.024842494080574373
2018-01-11,-0.002437098843683768,-0.018112135119142385,-0.0014968562623595613,0.001004227238595263,-0.007705100263667679
2018-01-12,-0.02476493122614024,-0.019936596620080054,-0.023470039038900485,-0.001461059903159399,0.0035992052321045204
2018-01-15,0.010062265727574626,-0.014446074809669545,0.03155573360575782,0.014659127908213856,0.013870405978325881
2018-01-16,-0.004780673303420897,-0.004179020046572192,0.07204720183995815,-0.0003743847423910905,-0.003566589694713518
2018-01-17,0.01766615411126729,-0.0012062797016065513,0.06645924322511064,0.01102480743023136,0.012316634529171394
2018-01-18,-0.0016396373592078989,0.019367809675191028,0.044757833495193466,0.007276811569432987,0.005905527725745666
2018-01-19,0.008586617831194854,0.0018018860358233507,0.04711872442171251,0.0035039404741603925,0.026084498440431023
2018-01-22,-0.013585459896685597,-0.027164206806259132,-0.011628376669123626,0.002990509850966256,-0.000831248300821999
2018-01-23,-0.0350901730736516,-0.04298275551016898,-0.007351080096918443,-0.028509804266737278,-0.027598941698130208
2018-01-24,-0.06088633430350771,-0.06346253387142341,-0.03132910477739107,-0.025741562823285564,-0.05036502123501643
2018-01-25,-0.10936487211864333,-0.12459544834600253,-0.07757294683532841,-0.06314124937872208,-0.08568630992354322
2018-01-26,-0.10498035859716438,-0.08799289602040974,-0.06856493271484694,-0.07322629882140243,-0.12348102083624421
2018-01-29,-0.08535915258075123,-0.07207115023236513,-0.06506363892179863,-0.023965883643725712,-0.1049935801958123
2018-01-30,-0.13980268848728222,-0.12987728128209208,-0.06283570413136698,-0.12395401804467845,-0.15219608393453055
2018-01-31,-0.1352375303004163,-0.09544075554843333,-0.061203925866037415,-0.12751852314937434,-0.13030622311555118
2018-02-01,-0.0708997486548463,-0.01561997775622678,-0.06930103994348588,-0.06574351641490332,-0.07685138232367861
2018-02-02,-0.10417883900537986,-0.12608609376762706,-0.09144975328767904,-0.10423977834982463,-0.1102793240961204
2018-02-05,-0.07617737683348261,-0.08298358482757266,-0.07011251508455066,-0.10884171178212532,-0.07939889942585607
2018-02-06,-0.005557765045763677,-0.005126767097447955,-0.020227714938870624,-0.041925713482907155,-0.006252226550730822
2018-02-07,0.015615405077804137,-0.018057184041792875,-0.01083961821973827,-0.031396683995966276,0.0038087439244886834
2018-02-08,0.02682243426170997,0.006526078879829767,-0.017990337645090886,0.001637218248963203,0.00345982063313742
2018-02-09,0.07375962735562103,0.060601301747951516,0.059334161508725405,0.0576703018076354,0.06517808812396356
2018-02-12,0.05699794097176711,0.06499826143406007,0.05552858703628411,0.04312982165194422,0.05848830078813008
2018-02-13,0.05415730092189446,0.04353595910646597,0.0400375435494132,0.03986990026790971,0.043619813744069695
2018-02-14,0.037319926154765856,0.043624318386999504,0.06946110700895246,0.039231095040383766,0.038211136843898354
2018-02-22,0.010362021719364718,0.023440108256834704,0.05111847712195072,0.044061163791957826,0.028081223122283852
2018-02-23,0.013975507674539256,0.033504310685756086,0.02156778951892137,0.011771480651960034,0.05695593071189152
2018-02-26,-0.005503462027266878,-0.018104520811890068,0.03222243080101507,-0.0020533731829453583,0.03381179667800899
2018-02-27,0.06489160843569534,0.014948837991442723,0.04718810946698626,0.03657204226752582,0.09702010178245299
2018-02-28,0.07194242804627961,0.012565794690538581,0.026972882261113478,-0.003333691220652698,0.13852866969367877
2018-03-01,0.08053243120003661,0.01760348831077512,0.007867480556129116,0.011625531013629144,0.16768749149207696
2018-03-02,0.069534528178184,0.018925718440034354,0.026096904274914574,0.03605094961998916,0.12967748801981552
2018-03-05,0.07039604467526209,0.03237254257175026,0.04626464044627933,0.029900166579224324,0.1291673787597051
2018-03-06,0.0066593567128935965,0.020441601532452953,0.018387302520603433,0.012437611997345154,0.05037884373103538
2018-03-07,-0.020620123259066092,0.009934974235559621,0.006836422615248398,0.010402349655325452,-0.00474789071146825
2018-03-08,-0.04153231267948254,-0.0001361231935706237,0.0022510382012438856,-0.013386229411337365,-0.019460559467387645
2018-03-09,-0.04405857823776274,-0.026249805701154247,-0.022477489393000934,-0.018059278821905042,-0.02071244566423648
2018-03-12,-0.031069728865898164,-0.04283241560960056,-0.034747908736061484,-0.01545736157525103,-0.05540300180505195
2018-03-13,-0.03714539938673697,-0.025916976137050532,-0.04274489084629902,0.0016510200357832128,-0.02847205130442511
2018-03-14,-0.014810414599214172,0.009995608532742978,-0.011056562777474308,-0.014477661423107649,-0.011299430804317265
2018-03-15,-0.009145495941482368,0.0206039011931686,-0.001283112537023496,-0.01780268231148953,-0.012467485854507465
2018-03-16,-0.03637719548034783,-0.05865329393603055,-0.06997086967208695,-0.055349872636858706,-0.07264540450977931
2018-03-19,-0.035148385994514,-0.016037857516589777,-0.07699508299283161,-0.06987435750486733,-0.039603431607302716
2018-03-20,-0.023651770161430524,-0.0035284964182109896,-0.035493912701854965,-0.04568157243164016,-0.03164436364592431
2018-03-21,-0.0385012014950097,-0.002499161803340723,-0.043594135655256966,-0.056900070638277275,-0.04595756492827116
2018-03-22,-0.0003541328351987505,-0.0072994526674850435,-0.029037644448085057,-0.03827327881119913,-0.019289122660956642
2018-03-23,0.04378907145142212,0.06621285264136459,0.04407865468792787,0.025875854234867116,0.054969196349635624
2018-03-26,0.03169160544627843,0.0815367144960971,0.027124980135128287,0.025526647082562748,0.04358862714755729
2018-03-27,-0.004810319501933544,0.011011993801464795,0.008217407479245487,-0.013988518677231807,-0.0067906586081001585
2018-03-28,-0.0015237894480595177,0.00413971059158072,0.008103659076362759,0.01520417997672699,0.008736995079486179
2018-03-29,-0.04376735316782861,0.005728363935660198,0.0010011862198184979,-0.0025626987765583315,-0.025456095630635903
2018-03-30,-0.02872825915064714,-0.010000221793247286,-0.0033120287810405186,0.007989859453088388,-0.019286080446195245
2018-04-02,-0.017325711951635833,-0.027729007935046845,-0.005766226261463662,0.021703017466642008,0.0004359170251958394
2018-04-03,-0.027001787421363832,-0.0180734450833301,0.014619760815375828,-0.00013274553569997405,0.01345041388347408
2018-04-04,-0.0460639741243659,-0.022650036773091797,-0.020243813167742306,0.008000200094557666,0.015003745378269429
2018-04-09,-0.06347301386651455,-0.04884937157420961,-0.0024061490335418917,-0.024067579832649177,0.007461521220379061
2018-04-10,-0.09357841220658086,-0.06016059777195194,-0.056910375975620986,-0.037478601508605575,-0.03533195393673014
2018-04-11,-0.07637839507544456,-0.050451037151562156,-0.018801756275828863,-0.033874859108365865,-0.06572478968957854
2018-04-12,-0.0480493262507255,-0.054067683138676104,-0.03229709966194153,0.020832415153184528,-0.06384818076873851
2018-04-13,-0.039904638874833684,-0.06976369306761372,-0.006587412654868022,-0.026843046896440972,-0.0892336771012034
2018-04-16,-0.05687757535385295,-0.0944099605140306,-0.023883109722068044,-0.027364306784042988,-0.03012160085952309
2018-04-17,-0.0007780921646270977,0.014107263396672468,0.022781588126827783,0.026177174071608744,-0.009488907113745212
2018-04-18,-0.009368113139151202,-0.01749544895288442,-0.016949564608833567,0.013698880706976137,-0.011796223219402588
2018-04-19,-0.03515038774318048,-0.03610444510448729,-0.03720371311471281,-0.02458596686924952,-0.026316148293534417
2018-04-20,-0.029583467071396335,-0.018361561073142435,0.019095951979102424,-0.034079587272463574,-0.008279251171702626
2018-04-23,-0.003678192572409311,0.0036154271276791355,-0.01670874831445235,-0.027219390265249263,0.014345550207758725
2018-04-24,-0.037819976810157405,-0.015851935878885115,-0.022702340485954223,-0.05467614488297527,0.0006215474555325146
2018-04-25,-0.0004986826548904755,-0.008111177492528527,-0.05933594761697136,-0.01019851699666858,-0.022863788403653384
2018-04-26,0.07122751603400648,0.010241506015265897,0.02258098399018721,-0.020854619156309276,0.02889138645492831
2018-04-27,0.09983002730489213,0.04581458509777952,-0.014713437794208736,0.02538381947776014,0.04557918401306754
2018-05-02,0.08335369816606228,0.05442566808798892,0.013152858105140584,0.030319968493831145,0.029986831689125915
2018-05-03,0.152021743325581,0.023535655990477657,0.030868159731290794,0.03794734763691299,0.03553440210875618
2018-05-04,0.07325408193028554,0.08799147601310983,0.011640747643693217,0.03640779368754613,0.005899857440014311
2018-05-07,0.0065439726288712835,0.03410722745533483,-0.0009052297266982923,0.009449004035254852,0.0006617913999178576
2018-05-08,-0.017951297037076472,0.010889270684679292,-0.008218663053920994,0.013746256195768192,-0.006801481424956721
2018-05-09,-0.005963697939113111,0.026099853825278352,-0.014039127499848179,-0.0032500636087794657,0.0056120705641886925
2018-05-10,-0.025895686566215714,-0.007822796070691154,-0.015018477002052416,-0.02382671755551158,-0.013255856882066791
2018-05-11,-0.015227072791091853,0.016911296501621105,-0.008231519820731753,-0.022317744673039597,6.582825518829105e-05
2018-05-14,0.019369567477388133,0.026448719702918566,0.01715436146574694,0.00876210490648427,0.006096166518910012
2018-05-15,-0.009684227670830964,0.008663440705007606,0.015498241195563756,0.0017766495220102874,0.004354122063909505
