date,Q1,Q2,Q3,Q4,Q5
2018-01-02 00:00:00+00:00,0.004193808043075305,0.03457939509081004,0.02825795443620806,0.02365076287488869,0.054411787160178124
2018-01-03 00:00:00+00:00,0.009196368877499639,0.008601259543331907,0.007662348553651602,0.030851685759036247,0.012096903002282014
2018-01-04 00:00:00+00:00,0.02289187550614867,0.0023606056412916543,0.020817138611220365,0.021083750727606296,0.013668616216591795
2018-01-05 00:00:00+00:00,0.0035333533724598437,-0.005893460927105758,-0.010157653005823053,-0.011108183157870497,0.024668632998719492
2018-01-08 00:00:00+00:00,-0.021340071650653367,-0.041581496788813906,0.0011957263352129369,-0.04722984351492359,-0.011332031508329954
2018-01-09 00:00:00+00:00,-0.04658203434632219,-0.018732317208085658,-0.03277971514684341,-0.01301057924912,0.048497008345625564
2018-01-10 00:00:00+00:00,-0.033189397479149396,-0.016940371063985413,-0.02689893086813076,0.021104054341247753,0.020374188906196147
2018-01-11 00:00:00+00:00,-0.03262067811972859,-0.021979627969741622,0.029516658754136022,0.00559870527819912,-0.009262021193123058
2018-01-12 00:00:00+00:00,-0.031355351854425235,-0.011496973535277502,-0.03746633939374929,0.03665511428488207,-0.0223698710576057
2018-01-15 00:00:00+00:00,0.03927487788529454,0.013769525767875157,0.01459164869759436,-0.012920917954103375,0.002596834259139952
2018-01-16 00:00:00+00:00,0.03084395763671493,0.040236625049320254,0.0018989213672988084,0.00047052233353198476,-0.012961379504094026
2018-01-17 00:00:00+00:00,0.02151258362026924,0.012660177399342538,0.0016659673524716772,0.025123351478307816,0.040694945403331184
2018-01-18 00:00:00+00:00,0.00823193150161744,-0.0013074127069120367,0.06093190331919761,-0.00695301630113933,0.012423566740007663
2018-01-19 00:00:00+00:00,0.0024866816835265176,0.045361032130619434,0.022999385814543194,0.015230813165630908,0.00491358943138924
2018-01-22 00:00:00+00:00,0.014876247930470154,0.005702379134396577,-0.006221714525620846,-0.010547502561886366,-0.047378573861975914
2018-01-23 00:00:00+00:00,-0.024056712113254695,0.006937024325749751,-0.01986762799655057,-0.05118329784355845,-0.05014174110300976
2018-01-24 00:00:00+00:00,-0.056843342709105814,-0.06154878347546622,-0.06110021970114567,-0.04849182944417713,-0.009620961625015231
2018-01-25 00:00:00+00:00,-0.07694782117201697,-0.10142178401123796,-0.1361549175647067,-0.08095145253970026,-0.06748503364069833
2018-01-26 00:00:00+00:00,-0.12288675055033345,-0.08906394811416095,-0.058344040382565875,-0.0838013516879516,-0.10656586682770439
2018-01-29 00:00:00+00:00,-0.08039887723659697,-0.13036927877614754,-0.06753255440020714,-0.042075758749809476,-0.04093655130272621
