timestamp,close,bb_upper,pct_change,skewness_20d,macd,atr_14,rolling_std_5d,volume_ma_20,rsi_14,return_20d,amount,return_10d,rolling_std_30d,rolling_std_10d,rolling_std_20d,kurtosis_20d,volume_ma_5,price_range,volume_ratio_20d,volume_change,volume_roc_5d
2018-05-02 00:00:00+00:00,13.79,2.2211709230577528,0.6187624750499002,0.4239625395535282,-0.8642602126891369,1.9290939051498643,-0.5245539354236294,-0.7776829101801027,-0.9467666363651664,-0.3269456507948546,-0.3988119532505681,-0.2655566312595888,-0.008311907806800176,-0.26668420831928935,0.12634506771178655,0.432192871619903,-0.6032904627442014,0.14285714285713982,-0.4540192715788575,-0.024622352488707398,0.05096770496163273
2018-05-03 00:00:00+00:00,13.68,2.260643571681019,-0.28742514970059885,0.43473781494724845,-0.7879944487944192,1.9161817311755969,-0.2683653321924196,-0.789061537470122,-0.552674640399911,-0.29613188547410607,-0.5287826333050651,-0.12092578820017691,-0.02432327143902738,-0.450302825418144,0.06768786666271899,0.29920800289733895,-0.651529347847726,1.6666666666666652,-0.14421871856464857,0.5924353835142334,-0.5693571487654221
2018-05-04 00:00:00+00:00,13.68,2.255928787174697,0.03193612774451098,0.49925865114673673,-0.7623354298328079,1.7355247041634638,-0.2919027333888551,-0.7950787417383413,-0.6988207537936384,-0.3351970996855704,-0.6114131802811378,-0.12967595524453385,-0.031915766954119136,-0.6015145134192657,0.019622822592394718,0.2733479023036433,-0.6904281942784556,-0.23809523809524152,-0.5346506902863182,-0.5043901992603982,-0.6339050059427452
2018-05-07 00:00:00+00:00,13.64,2.2598883542185204,-0.08383233532934131,0.3846146611805483,-0.7333131074474144,1.647888647319311,-0.30477845448393615,-0.8055257992529812,-0.6988207537936384,-0.27217938268970837,-0.535788673009244,-0.046074245429892795,-0.08409305910133358,-0.6629123125800531,-0.008850374680877515,0.28581724303240436,-0.7164523779401952,0.6666666666666695,-0.785754947564911,-0.5154318223953289,-0.6503301164352105
2018-05-08 00:00:00+00:00,13.85,2.2557843263089667,0.6467065868263474,-0.3410284799662622,-0.7177336835507138,1.5116954846880313,-0.39529027295275043,-0.8358711558301165,-0.7563816580483632,-0.484597905002763,-0.32147068598324124,0.05453364124081424,-0.06987330556005501,-0.6686653199780958,-0.2259734548440458,0.11729375279898503,-0.7231928238910791,0.04761904761904661,-0.4487710268247493,0.9100508830897095,-0.19338645961265774
2018-05-09 00:00:00+00:00,13.71,2.285244562498233,-0.37125748502994016,0.005667638935327734,-0.614443822390274,1.4864306958091738,-0.3010702250341831,-0.8376112874290377,-0.30745480036986805,-0.20537658609556136,-0.5441764672733946,0.2265679727810597,-0.07121321112952883,-0.5519893122329843,-0.3309256566792842,0.05840320743516029,-0.7054375028497264,1.1904761904761907,0.34334950711883505,1.5800886760893424,0.7554005580343118
2018-05-10 00:00:00+00:00,13.6,2.2743909777756137,-0.28742514970059885,0.8026190726785937,-0.5814002824847644,1.4629705347073771,-0.34728446286932685,-0.8496660667090925,-0.5298918443115981,-0.11511109296476481,-0.4266538383562496,0.10136129560601831,-0.1032819914086381,-0.5598567463244316,-0.3423524225054151,-0.18985711221279805,-0.7211763413943397,1.1904761904761907,-0.44393112344788666,-0.7415647277453478,-0.4061828545048995
2018-05-11 00:00:00+00:00,13.49,2.278148112863618,-0.2914171656686627,1.0760128482172655,-0.5919591788002861,1.3315524511322914,-0.2528270434047151,-0.8558148973206791,-0.6961223133659168,-0.2791509449196566,-0.5026742879046773,-0.054224472900496624,-0.1032819914086381,-0.5439697994422082,-0.4065024554065847,0.2547090760146279,-0.7098968832501588,-0.04761904761904661,0.06448643905120913,0.9817668270630101,0.5786308952109699
2018-05-14 00:00:00+00:00,13.47,2.2895761086269437,-0.027944111776447105,1.167574001280728,-0.6365591986927795,1.2348214462036864,-0.004374518981086294,-0.8603364189133734,-0.8563191884199317,-0.3346836488332355,-0.5268369488882115,-0.06266456758941093,-0.09901476614336775,-0.4630992180653565,-0.46514039468574236,0.26247648786764066,-0.6977234940118817,0.23809523809523306,-0.21713547389521462,-0.2917800083979709,0.9529339699455147
2018-05-15 00:00:00+00:00,13.4,2.293634797175969,-0.17564870259481039,1.0867213499187818,-0.6718900924618235,1.0986163321957894,0.15855554023999438,-0.8666670192372291,-0.8856632665717333,-0.2979800051617999,-0.5369475985635547,-0.04726844818818228,-0.10398634502559653,-0.3946875823202887,-0.5023124789627212,0.24204446812611227,-0.6963774598357144,-0.28571428571428814,-0.2893906849508492,-0.08282147746037563,0.12098969823450202
2018-05-16 00:00:00+00:00,13.3,2.2346065714863976,-0.26746506986027946,1.0982583562130526,-0.7192402523074423,0.9932235488001027,-0.08192033879404831,-0.8705311926032261,-0.9909101382832192,-0.3049335386502912,0.02598202137207748,-0.11757553607297613,-0.09042040098091576,-0.2740985680167686,-0.5117946257106656,0.23928114055759847,-0.7188259191210704,-0.04761904761904661,-0.31356032309886545,0.00011146468877575638,-0.4874073155929188
2018-05-17 00:00:00+00:00,13.25,2.1964361549972327,-0.11976047904191617,1.2462751422325262,-0.7872780330158055,0.9965591120685816,-0.15071964164162693,-0.8533907788303313,-1.1379682090347532,-0.3661642732501596,-0.3069413447449098,-0.346756198672623,-0.09444056185384177,-0.16188916126513403,-0.5100662796413393,0.32083173834213896,-0.6530937272623938,1.0952380952380976,1.9859103975402188,4.287194152710195,3.3505783600825505
2018-05-18 00:00:00+00:00,13.3,2.1655641094910796,0.18363273453093815,1.2170350833138237,-0.8510646711672221,0.9659229905821068,-0.1929632652288457,-0.8638660419899786,-1.210574342661879,-0.34080126744598904,-0.49114397780260843,-0.30315506365248346,-0.09495707431148255,-0.029372324881590785,-0.4715838002164236,0.33503604156895045,-0.6383258828372294,0.7142857142857161,0.6771613522653788,-0.6059142097384566,0.522897782729182
