timestamp,close,bb_upper,price_range,rolling_median_20d,volume_ma_20,skewness_20d,amount,pct_change,atr_14,rsi_14,macd,kurtosis_20d,volume_ma_5,return_20d,return_10d,rolling_std_20d,rolling_std_30d,volume_roc_10d,rolling_std_5d,volume_ratio_20d,rolling_std_10d
2018-02-26 00:00:00+00:00,6.13,-0.3224320570769634,-0.5263157894736813,-0.04468085106382998,-0.40525911993212144,-0.9082471969934981,-0.36911269050237494,0.6745362563237775,-0.10190226061785891,-0.9559323476722286,-1.6595497212084849,0.03057871056626346,-0.425638286360853,-1.2737927297880811,-0.12376292286026407,1.8950000181293822,1.513275641788182,-0.3897328701728852,-0.44965838461967933,-0.4624206839432253,-0.24641156985935214
2018-02-27 00:00:00+00:00,6.14,-0.22977661032395244,-0.4210526315789422,-0.06595744680851037,-0.42812492456698326,-0.9042642597979937,-0.37089313344690616,0.053962900505902196,-0.14069520405611682,-0.6045416518314864,-1.534590939764386,-0.07330665550056124,-0.42226319809003526,-1.1244660509892193,0.017727599863034883,1.6835127710768263,1.5253069932995713,0.07671929864865394,-0.1568580385066069,-0.2598072987450282,-0.31031503210263267
2018-02-28 00:00:00+00:00,6.16,-0.186897612477398,-0.21052631578946876,-0.07021276595744722,-0.44168308000829637,-1.034847077765052,-0.38016371668851723,0.11129848229342328,-0.16740787285296274,-0.5754470888793172,-1.4132561820557141,0.032813214991348844,-0.41931843982854355,-0.9969503509035371,0.7318795753508917,1.487794585857663,1.5351599935087668,-0.39763047875798785,-0.14709020089112793,-0.2076063121423438,-0.24571578159982713
2018-03-01 00:00:00+00:00,6.25,-0.1763245893170176,-0.1578947368420969,-0.07021276595744722,-0.4499089582604856,-1.0680170168755916,-0.33186032095467577,0.4924114671163575,-0.18755781882355102,-0.5140244155854713,-1.292380020778697,0.036757884111388424,-0.404216858803595,-0.9481671438390253,0.6590498737274156,1.2599190012172325,1.5322650971359388,-0.12695696654682415,-0.31005799491022473,-0.23022940690685156,-0.18599313567337136
2018-03-02 00:00:00+00:00,6.31,-0.1263931156854867,-0.31578947368420784,-0.07021276595744722,-0.45386041870800853,-1.0817506974788098,-0.20070541835837744,0.32377740303541314,-0.22023250810425993,-0.23847383027058192,-1.1468963700140378,-0.005357957778581566,-0.38526982879996097,-0.8578889768910967,0.6850971912771261,0.9775155381864119,1.4950859668464502,0.9307059573421477,-0.2625815330807924,0.21984363566621903,-0.061751482418979264
2018-03-05 00:00:00+00:00,6.27,-0.08933365944638207,0.5789473684210578,-0.07021276595744722,-0.4545577886713248,-1.1891003479953575,-0.32450040393876434,-0.2124789207419899,-0.17144381507185638,-0.06068586215646161,-0.9950816925418644,0.06338594473812359,-0.3510510873025751,-0.7147348049180775,1.1276596814894304,0.6931291357009942,1.4182740018736637,0.9915239506638294,-0.31769926665467774,1.3559318012748582,-0.13709922454237497
2018-03-06 00:00:00+00:00,6.48,-0.07505597210069222,-0.26315789473684065,-0.07021276595744722,-0.45926049575467714,-1.2702541543738193,-0.12254943236368351,1.1298482293423273,-0.20061482956548957,-0.16511697964833763,-0.8776715976081418,0.16785243019951737,-0.34289983631197174,-0.645048501867793,0.7178391757564564,0.4170454353900034,1.3795123455122087,0.5197032794967952,-0.3595508949831441,0.32543729999107013,-0.14515122046496842
2018-03-07 00:00:00+00:00,6.51,0.04160517895650774,0.8947368421052609,-0.07021276595744722,-0.4486622278442967,-1.1418221277623213,0.02590209156405638,0.15514333895446883,-0.12529934895553183,0.42465634802688873,-0.6944678995793115,0.041211648288695425,-0.2965242720511292,-0.4716956561410876,1.079671514441323,0.07587197516170605,1.3026627346398707,2.0375541333862563,-0.022818522449251123,1.8832133315040458,-0.0345048013512661
2018-03-08 00:00:00+00:00,6.51,0.10305695594940464,0.7894736842105312,-0.07021276595744722,-0.4383481745153198,-1.4227477478232116,-0.22926342505413036,0.0,-0.06467289564210707,0.5007465342707804,-0.5295467705851834,0.5482702647558791,-0.22109517736414108,-0.2013091401062009,1.0926794031558607,-0.1184844344681435,1.2382674999341485,7.979714200086754,0.010274552626661585,2.8542365095163085,-0.010527488464581134
2018-03-09 00:00:00+00:00,6.54,0.1364119332181985,0.05263157894737187,-0.07021276595744722,-0.4499667697461599,-1.5421112614185617,-0.1992369491033061,0.15514333895446883,-0.07354235405039794,0.5007465342707804,-0.3921194468110604,1.392963707827088,-0.20316893017332663,0.3011925553095924,0.9328211873711694,-0.06678439491525606,1.1414313177246151,2.2562321135207553,-0.030881246211917717,0.9818547150144322,-0.012453241600244941
2018-03-12 00:00:00+00:00,6.71,0.1626640410121713,-0.26315789473684065,-0.07021276595744722,-0.4470489544482571,-1.9333017504476868,-0.009883650032486915,0.8768971332209107,-0.10970633004556378,0.584991573766416,-0.2665085649141336,2.6018726081160963,-0.20419221490480513,0.5694644124518252,0.946079681540422,0.021368575802756837,0.9758446682678684,1.3336552730475453,-0.08468815929135375,1.2010339394136846,-0.07006109316173849
2018-03-13 00:00:00+00:00,6.61,0.207445919979481,0.3684210526315797,-0.07021276595744722,-0.431355708850159,-1.8809015246340017,-0.1866359661696646,-0.5025295109612142,-0.0874310642375695,1.0216918453297814,-0.09889845252110342,2.378674815083073,-0.14788403356824262,0.7199743941904704,1.008083782054486,0.1654675932617372,0.8170990497789933,2.3239790351371763,-0.2167076252466376,2.3618747141293683,0.060137186632717256
2018-03-14 00:00:00+00:00,6.47,0.21864987141902997,-0.3157894736842031,-0.057446808510638214,-0.4290759386402209,-0.4323892508424554,-0.24896696360482173,-0.7150084317032042,-0.12260298950507989,0.6715703827360262,-0.0019067553658871693,0.32814299936131963,-0.1615857911035525,1.1362864347028767,0.8338492526860781,0.1801149514993634,0.6818256149297711,1.2358976615298327,-0.2665517800194681,1.0237013510560948,-0.000952295577713405
2018-03-15 00:00:00+00:00,6.38,0.22521776306553976,0.0,-0.010638297872340578,-0.4248868760133563,-0.3109031160241164,-0.23814473901851219,-0.4688026981450253,-0.13198925912106993,0.23368778841017748,0.023597922355451863,-0.12737897174095456,-0.213619444411433,0.8945801576359739,0.5809978786102871,0.15029953503368035,0.5345778944912418,0.956412773010878,-0.19766488344258482,0.5448532021484936,-0.16844223220096222
2018-03-16 00:00:00+00:00,6.38,0.2503376666128824,-0.05263157894736251,0.03617021276595706,-0.4166821852166497,-0.12005210168118935,-0.3396135032690797,0.0,-0.14070508090734588,-0.020362109949752672,0.011620953346409264,-0.3285595066700926,-0.21422615968620934,0.7026732187194364,0.29630577077574205,0.11145561179244,0.3656397529369484,0.5531516804852594,0.04639795984162411,0.5949120167005346,-0.2630769299979616
2018-03-19 00:00:00+00:00,6.38,0.2524000195186769,-0.47368421052631404,0.06170212765957354,-0.41630686457667043,0.31005221447013714,-0.3473262552507021,0.0,-0.19069041949008886,-0.02036210994975321,0.004285747643048042,-0.4139515641318963,-0.24064767168322204,0.9458666828699205,0.20271072739105375,-0.02182286631253781,0.20846285182089058,-0.3987308738955639,0.19250218909024971,-0.15941239278617864,-0.3118046765036456
