timestamp,close,bb_upper,pct_change,atr_14,rolling_std_5d,volume_ma_20,macd,skewness_20d,return_10d,open_close_range,amount,kurtosis_20d,rsi_14,return_5d,rolling_std_20d,return_20d,rolling_std_30d,rolling_std_10d,volume_ma_5,price_range,volume_roc_5d
2018-06-04 00:00:00+00:00,9.79,3.301835975032201,0.07852965747702591,1.2548177883879736,-0.15623004236339022,-0.8168583447552259,-0.8604883703012416,1.9991576055228144,-0.20350294144796696,-0.4000000000000089,-0.49080735150634014,3.749115782002385,-1.1798737121459104,-0.1269363334536177,0.12478268075971437,0.043659565814393494,0.04854234369990041,-0.13147939603104342,-0.6595226175224205,1.1111111111111116,0.41402023321871156
2018-06-05 00:00:00+00:00,9.76,3.26923937022747,-0.058479532163742694,1.1995983898542701,-0.2594766575009867,-0.8197441110021055,-0.8577549287563982,2.031275952328534,-0.22866676470970357,0.19999999999999557,-0.4828442638511403,3.82088748282332,-1.1491581551939256,-0.12669922381017765,0.17476741181481525,0.03242654718516497,-0.051233277347281406,-0.2782166047147587,-0.6638904109589042,0.6111111111111104,-0.38318453184844137
2018-06-06 00:00:00+00:00,9.61,3.236259953157798,-0.4695071010860485,1.090928968377176,-0.3769949756765473,-0.8209236347230093,-0.8557152647299678,2.1724697766666643,-0.16121385910763245,-0.3000000000000111,-0.4328611751399505,4.145050894482634,-1.180400599564485,-0.1144776106009728,0.23604372981618435,-0.01848704299150537,-0.12273990785885511,-0.319311017171902,-0.661724910482573,-0.055555555555554595,0.4915937235928755
2018-06-07 00:00:00+00:00,9.56,3.2542962696676363,-0.12865497076023394,1.0617644805539073,0.05701056314451815,-0.81989441406942,-0.9014183868466352,2.0674950453958574,-0.2004045764079404,0.19999999999999557,-0.4037326722229077,3.835883914185082,-1.325814631446353,-0.22219894024725653,0.35090255931835906,-0.08240856170902024,-0.09341026248616278,-0.09964282346967497,-0.6606284944647023,0.5000000000000012,0.16477823214755014
2018-06-08 00:00:00+00:00,9.57,3.2306521158896175,0.07852965747702591,1.0012031821097525,0.17555760540777557,-0.8181855392655576,-0.9446926722550844,2.170669346061358,-0.27130315857686327,-0.6000000000000044,-0.450492493347744,4.045178050472477,-1.3702209479892833,-0.3013808850252944,0.4725977066514761,-0.127621516013761,-0.06012647135480979,0.036744747410946896,-0.6514545514273513,0.38888888888889206,1.566623721280495
2018-06-11 00:00:00+00:00,9.63,3.2078860971183234,0.25563909774436094,0.9354019797480234,0.19431032862035463,-0.8241373827945367,-0.9619828765590591,-0.8467565422986048,-0.2277904299677477,0.6000000000000044,-0.5116120197451658,-0.5749359489008081,-1.334603851950481,-0.17141208996669116,0.4276428385186787,-0.38251633066943347,-0.04417346260621462,0.08941590391498766,-0.6484407213954864,0.27777777777778284,0.47473376164687364
2018-06-12 00:00:00+00:00,9.95,3.1585659580092362,1.1545530492898914,0.8503865858960257,-0.08302139559422808,-0.8303732491074604,-0.9390614831032702,-0.7693790648515262,-0.18238256772239614,0.6000000000000044,-0.40010784398349974,-0.5710226078755364,-1.1181799107067745,-0.1043187214763478,0.2799684900307778,-0.3696466348975868,-0.007453699646952898,-0.0003085674234659346,-0.6504558982950627,0.0,-0.26739373305597686
2018-06-13 00:00:00+00:00,9.82,3.2679613225690765,-0.3926482873851295,1.0392836267567058,0.7098763730383111,-0.8308062588197761,-0.7826818565639286,1.3510036077051475,0.14208618482556995,3.3999999999999777,-0.49420440102236,2.290233117828652,-0.20886520524557026,0.36410688678139924,0.15927158198868746,-0.09104594412625018,-0.011502211779548561,0.023269240812822434,-0.642371012778818,3.1111111111111263,1.2404760657843732
2018-06-14 00:00:00+00:00,9.82,3.302746447280466,0.04511278195488722,1.0042423809570284,0.800742088071361,-0.8313814115379584,-0.7004329811436191,1.278624285555937,0.08754544877668408,0.6999999999999844,-0.5120747795972427,2.0952505623496824,-0.41284508397052166,0.39530468809075675,0.06333277870666738,-0.12081026022185745,-0.0036104439356856362,-0.0008966695168160738,-0.648838080220755,0.6666666666666651,-0.5122043811415642
2018-06-15 00:00:00+00:00,9.8,3.315825339741835,-0.021720969089390144,0.9525726593873004,0.639737785900717,-0.8323113953152298,-0.6260937469150678,1.3628108081196921,0.07848007370212733,1.0999999999999934,-0.46641689461436014,2.2798343220695716,-0.4128450839705213,0.46521341948844847,-0.08630316247338306,-0.1420685378687163,0.004141228080820654,-0.034888575014549256,-0.6601144509050294,0.44444444444444664,-0.7541617310551959
2018-06-19 00:00:00+00:00,9.74,3.299669662196317,-0.15873015873015875,0.9141593431647099,0.24444497368943657,-0.8324993399563201,-0.5666613598139877,1.6156922174691433,0.1423637094405047,0.09999999999998002,-0.2739432465934199,2.8065992681496663,-0.4454020028320332,0.4238363331278987,-0.15556868950830227,-0.05642219337837854,0.01351567257759046,-0.02759675500773787,-0.6619729969449099,0.5555555555555558,-0.13025436218960662
2018-06-20 00:00:00+00:00,9.76,3.273059976714536,0.11528822055137845,1.021975499483229,-0.11682817718717398,-0.8284366822664229,-0.5353107466805462,1.784125202393017,0.07810817171046425,-0.5000000000000067,-0.4590044722741622,3.1181612679731168,-0.5438287497073881,0.25887815353611776,-0.261810917175186,-0.11209795199941355,0.02960385896628532,-0.03870943061166471,-0.6375102000591308,1.9444444444444504,5.542544854790943
2018-06-21 00:00:00+00:00,9.95,3.2079436985935006,0.6967418546365916,0.959473415640902,-0.5058852336626093,-0.8285943557118193,-0.4948681392031364,1.7301051625539736,0.12399157993182727,-0.20000000000001333,-0.44499410490469293,3.1211642864422338,-0.4849519510465035,-0.1403203586302129,-0.3291823192832953,-0.04067860418012283,0.0399312893401535,-0.03870943061166471,-0.6431972668440591,0.3333333333333374,-0.35592942658654003
2018-06-22 00:00:00+00:00,9.95,3.271951369130476,0.04511278195488722,0.9970928758517376,-0.06225713506471516,-0.8284877484574193,-0.38093041443234815,1.3106247326233391,0.4418428028363656,0.9999999999999956,-0.4406717162758026,1.6779727238309887,0.0179425423645444,0.2826281598449647,-0.3356541593842833,0.13040699542828543,0.039344093937182585,0.0353572956738815,-0.6383669393252522,1.444444444444449,0.8870994376244999
2018-06-25 00:00:00+00:00,9.99,3.308855611253988,0.17878028404344196,1.2233394507477937,0.13417824315011656,-0.8286833267043802,-0.28540478902278216,1.3645750891912625,0.4904925023794993,-0.09999999999999779,-0.4367844889016866,1.7624934386369804,0.0179425423645444,0.2826281598449647,-0.3539093371281611,0.11318349305443176,0.03757579244749565,-0.020361945794807237,-0.6314341841595218,3.6666666666666825,1.6701591715327595
2018-06-26 00:00:00+00:00,10.1,3.3476811684528553,0.4126984126984128,1.1129742392068769,0.2834547550253762,-0.8272197801995319,-0.1896678806268583,1.2527353778483055,0.5182724533374754,-0.20000000000001333,-0.46132115037206367,1.6219861041342458,0.11856491152758532,0.36306751981925556,-0.34286936279937974,0.15927446272760623,-0.07045238079249659,-0.12739875665759529,-0.6287231037088139,-0.055555555555554595,0.38852983306151995
2018-06-27 00:00:00+00:00,10.43,3.3949736847251843,1.1378446115288223,1.3405092848125797,0.3266874185917005,-0.827624624538463,-0.06733713189620144,1.0474246033912227,0.5624616240625838,0.6999999999999844,-0.4002549515183136,1.1788874820273914,0.3787127409436274,0.5929377947145931,-0.2822832111584756,0.21695725861348247,-0.20576934897242194,-0.12580599257416364,-0.6484196971190171,3.7777777777777914,-0.7223728726049062
2018-06-28 00:00:00+00:00,10.42,3.5590102032000854,0.01169590643274854,1.4035233074465874,1.1004761292753134,-0.8251942423659335,0.16092446853004766,0.8618053065826476,0.5573891918189254,3.2999999999999976,-0.4233218017795356,0.3948333140788231,0.9608176972546378,1.0074203328242504,0.014309684563509338,0.4316100462821199,-0.18429534615405843,0.523162738305382,-0.6432771590946422,2.0555555555555696,0.6385279984608759
2018-06-29 00:00:00+00:00,10.43,3.6454042506155173,0.07852965747702591,1.3328992306483343,1.38174485661241,-0.8249447024223011,0.33591376554887803,0.8563845264066708,0.6729103984497271,1.299999999999989,-0.4612235354719045,0.43295093789990374,0.9348730179530668,0.727344610806477,0.22681861943214524,0.4686728110575689,-0.14369959743627267,0.8397974389848839,-0.641740284484741,0.5555555555555657,0.21400517971453056
2018-07-02 00:00:00+00:00,10.38,3.6816034264891098,-0.11528822055137845,1.2147083205430929,1.194438526656048,-0.8243405946473683,0.47503398693233223,0.8569192525554055,0.6820590454250272,-0.6000000000000044,-0.4904913592525437,0.4332449889031103,0.9504937603383846,0.7404910497373335,0.3984900170894283,0.46834178189795683,-0.11205984671471331,1.0185969171028186,-0.6441580762787031,-0.055555555555554595,-0.17825158751677675
2018-07-03 00:00:00+00:00,10.39,3.6533784261860918,0.07852965747702591,1.143222462099711,0.5165841347710777,-0.8247664972093907,0.560878248439598,0.88834274373252,0.6556960055696777,-0.6000000000000044,-0.4905295383744473,0.48943689978556987,0.8079516620660689,0.6201202019890208,0.5046027880982665,0.4948738705836171,-0.06063243199444293,1.025176688520364,-0.6497253046877567,0.38888888888889206,-0.4694103959489803
2018-07-04 00:00:00+00:00,10.34,3.5619313649039723,-0.11528822055137845,1.0529284590290349,-0.6300742875062745,-0.8248778425639861,0.6275917954719314,0.8889062695893187,0.7235379212391101,-0.5000000000000067,-0.4463875897390908,0.4897291032638318,0.8262888602844644,0.48504662991742725,0.5927639195967873,0.4945133733006105,-0.015497441271255002,0.8670209366927428,-0.6529209947110806,0.11111111111110919,-0.3166463884609001
