timestamp,close,bb_upper,atr_14,macd_hist,skewness_20d,rolling_std_30d,rolling_median_30d,rolling_std_20d,volume_ma_20,volume_ma_5,pct_change,kurtosis_20d,rsi_14,macd,return_20d,amount,volume_roc_5d,rolling_std_10d,volume_roc_3d,rolling_std_5d,volume_roc_10d
2018-08-24 00:00:00+00:00,20.53,-1.1293664251316635,0.1894534652390995,1.096361827459254,-1.265886523351762,0.44575441209747263,-1.0571263704558567,0.18282294902919108,-0.6700473866640482,-0.6988096612763411,-0.8521400778210115,1.101565237930298,-0.8777044368871572,-1.257378300855602,-0.7672961368203312,-0.5688092802252197,1.4845532180854988,-0.41046360486562555,3.7503767239831904,-0.1859275013123487,0.5608869999269105
2018-08-27 00:00:00+00:00,20.84,-1.1194684218168804,0.12444924353842199,1.0784640243801757,-1.281611005936584,0.38002692250750414,-1.110213502596653,0.021668880820347822,-0.6870329261356373,-0.68572227815121,0.5875486381322956,1.1440448172293254,-1.0264453148412465,-1.1794905706905452,-0.7491779264328953,-0.6240562536081447,0.27669087849012075,-0.41652419342547947,1.010181086398673,-0.20268943228953473,0.13799185389056487
2018-08-28 00:00:00+00:00,21.2,-1.0897734643855308,0.013437181892982918,1.1320270044817227,-1.3026819080702912,0.37767497607767664,-1.1275245239469125,-0.18752995631720193,-0.7013875205448575,-0.6710069006793339,0.6731517509727626,1.0850711839329419,-0.8356373418359682,-1.0748640533580633,-0.6415182625766112,-0.6210774390588814,0.3807902515695261,-0.4343464870618064,0.9478348016610041,-0.16731915540688683,-0.19270769696890006
2018-08-29 00:00:00+00:00,21.2,-1.034986152879044,-0.047163964049415495,1.2372987691632071,-1.3161260416540779,0.2727419272564774,-1.1275245239469125,-0.4635753195521983,-0.7032629606383202,-0.6533656872136576,0.0,1.0190217902501846,-0.6194100118689048,-0.9456494106574315,-0.5326117634516677,-0.6679328477666673,0.4648356030404024,-0.3669968295361734,-0.8284313159562451,-0.04296205574294048,-0.369356404819993
2018-08-30 00:00:00+00:00,20.68,-1.0378976935962438,-0.1295789076199778,1.278375404487901,-1.4466917160738286,0.1664378658356753,-1.1275245239469125,-0.6797915079450833,-0.7133286246779812,-0.6408751811367337,-0.9533073929961089,1.2590508590491742,-0.6194100118689048,-0.8334281572235254,-0.36482532125156225,-0.6337863336418825,0.4080897563468055,-0.43262015820600647,-0.4194864624142233,-0.3478029162632508,-0.8273525468056889
2018-08-31 00:00:00+00:00,20.53,-1.042101437320834,-0.1881341345064658,1.1466341175583623,-0.2444236008056964,0.11191447400566032,-1.1390652048470857,-0.6829298427749282,-0.7611364462172215,-0.7776088162155393,-0.2840466926070038,-0.5630289753386785,-0.8286274987144867,-0.786044771961045,0.1759172001462603,-0.7048638737672306,-0.7334190947414199,-0.4560593057506426,0.021281266482007066,-0.2914104104282853,-0.2843846465273255
2018-09-03 00:00:00+00:00,20.53,-1.042101437320834,-0.24250684518677626,1.0016692341628826,-0.16805424066215632,0.050923941867644984,-1.157530294287363,-0.6846447322601746,-0.7848222575717565,-0.8194308687895105,0.0,-0.5716194049068837,-0.8869422099366235,-0.7542489577231556,0.07833137351935832,-0.697558738539246,-0.49705997933315743,-0.5042434204870329,-0.39024318129007896,-0.2914104104282853,-0.3906276346333326
2018-09-04 00:00:00+00:00,21.04,-1.0396420967709654,-0.31913824172825694,0.8905689133469692,-0.17860387521755589,-0.001515762230389665,-1.1933064050778992,-0.7420440613077012,-0.7998455469363909,-0.8411526395139112,0.9649805447470816,-0.4504008817614594,-0.8869422099366235,-0.720534198987233,0.32335853103061635,-0.5628048098481614,-0.2965319536275508,-0.5616288069432248,-0.08729206262799973,-0.188644560359834,-0.1278012449684615
2018-09-05 00:00:00+00:00,20.84,-1.0594050180571577,-0.30533300163147103,0.9296332149370439,-0.19295877913038187,-0.10060119008063782,-1.1933064050778992,-0.7507748268910722,-0.8021644916532388,-0.8230544166462016,-0.3696498054474708,-0.5259609314071582,-0.5192166847715284,-0.6364213745886258,0.4017171949596908,-0.5683496924234972,0.37446874037900585,-0.6004814459539825,0.5237322866276841,-0.2819832031363485,0.6842553799558632
2018-09-06 00:00:00+00:00,20.42,-1.10531598085506,-0.28434433420372585,0.8845294089699804,-0.15630190576006528,-0.1794699022406372,-1.1933064050778992,-0.7862269048603634,-0.809472003878087,-0.7930105209744547,-0.7859922178988326,-0.5550265665014182,-0.6156984827625951,-0.5823853023153028,0.34344664716325946,-0.6330290811839636,0.7051800387753561,-0.7511387369465642,1.2755735285005796,-0.502047729759634,0.9857160857843797
