timestamp,close,atr_14,volume_ma_20,bb_upper,macd,amount,rolling_std_20d,skewness_20d,kurtosis_20d,volume_ma_5,rolling_std_30d,macd_hist,pct_change,rolling_std_10d,rsi_14,rolling_std_5d,price_range,volume_roc_10d,volume_roc_5d,volume_ratio_20d,open_close_range
2018-02-26 00:00:00+00:00,159.38,0.6193880109659963,-0.6212783367361975,1.0253688647118835,-1.6343102027689624,-0.5932989952804587,2.2214248341707337,-0.3213510878070409,-0.13281665274424181,-0.8097541058618964,1.5995923736556878,-0.8906983274201548,0.8418367346938775,0.3223540641400949,-0.4733749537241681,0.19614916380365535,-0.11494252873563447,-0.9550772621102862,-0.8826089444416159,-1.1164127811718474,-0.6203208556149837
2018-02-27 00:00:00+00:00,158.86,0.5525357681550951,-0.6372726746511189,1.0487649290994439,-1.506810193228469,-0.47457437066116065,1.939454209131763,-0.33146769123204456,-0.07925332371651145,-0.8417890974964741,1.634021925875814,-0.39006473983394285,-0.15816326530612246,0.14671120426320183,-0.2243591695321534,-0.029378824181284402,-0.007662835249043387,-0.7676707227621794,-0.4844591823329771,-0.6681892796623874,0.7058823529411776
2018-02-28 00:00:00+00:00,160.2,0.4723680376190946,-0.6319000084194575,1.0723948056519605,-1.402999877498864,-0.11572476144733017,1.6984055404100564,-0.40997423146259504,-0.03281049944896386,-0.829859277875159,1.6692697942610992,-0.05069567589474901,0.4387755102040816,0.11259054773876231,-0.2639928295229172,0.01586375403691628,-0.16858237547892457,-0.29481744061488696,0.2572228836014846,-0.36492907429347193,-0.3529411764705983
2018-03-01 00:00:00+00:00,163.33,0.4826062021391707,-0.6237068239701953,1.08627190054335,-1.2658219100518016,-0.4325212470252927,1.4519095154224717,-0.5108718569894601,-0.05716598228093404,-0.7516724978235821,1.6707706290768825,0.30691402814877916,1.0051020408163265,0.14879433668543235,-0.1282914797371009,-0.17711925484970117,0.6743295019157118,0.001452597912936305,2.051962967683883,0.5725619706628023,0.12834224598929844
2018-03-02 00:00:00+00:00,162.07,0.5048150134819106,-0.6159161948262436,1.1837616525876247,-1.0529523007331563,-0.8222753606187513,1.1718621549675738,-0.5748611834570635,-0.1679434553345917,-0.6968478901067441,1.6540316832355944,0.7883450053284872,-0.3826530612244898,0.5005880858851973,0.17082204930355155,0.39001859145267426,0.8007662835249127,0.5994745614849957,2.656802477863585,-0.31288164854737177,1.3636363636363753
2018-03-05 00:00:00+00:00,161.47,0.4195879454207873,-0.6354782777999959,1.1894712883493934,-0.9085593141641924,-0.7116328965248048,0.7725690376007153,-0.49937772246170903,-0.17586589267873975,-0.708036202450259,1.6327359961706922,0.9967669252441478,-0.17857142857142858,0.38711440020904947,0.0549956544638065,0.11149723391513358,-0.3141762452107353,-0.8688550438062693,-0.4119543371645986,-1.3043704338596989,-0.04278074866310455
2018-03-06 00:00:00+00:00,164.87,0.39587519106398555,-0.67981724515355,1.193821030804968,-0.8006157769403578,-0.3038881815294529,0.6765754447502138,-0.4600613487857735,0.177420447524232,-0.7263016855211316,1.6162371477703652,1.0694365772525998,1.086734693877551,0.10371636137808732,-0.0011423280325194918,0.020336225348491242,0.29885057471263765,-0.6239785931109679,-0.4179406116868683,-0.9422683699669567,-0.3101604278074899
2018-03-07 00:00:00+00:00,163.88,0.4496829632031473,-0.7109113536382582,1.2375445691460887,-0.6082424722349927,-0.7554245199250145,0.499765856419374,-0.45515223895977913,0.1456570182324212,-0.7040846256913498,1.5330608648075712,1.3454666624199099,-0.29591836734693877,0.25632495750151113,0.33032362466531817,0.0583639035461336,1.0536398467433037,0.6858017981092569,0.4050078850728067,0.30577015091471765,0.9839572192513438
2018-03-08 00:00:00+00:00,165.11,0.3841751022431733,-0.7365407080763646,1.2372011292210863,-0.4772661043499868,-0.6765480995597472,0.36514031192334495,-0.4925656653615546,0.1916140093579673,-0.800461799469212,1.395182328740451,1.4078389561133526,0.39285714285714285,0.1039363537839669,0.22830967537909533,-0.17910019030061494,-0.09578544061302464,-0.3694872700527624,-1.0369945056300582,-1.007012446181311,-0.10160427807486143
2018-03-09 00:00:00+00:00,167.48,0.3595276700606688,-0.783513386937212,1.2650362415343952,-0.33249483727398105,-0.29678554052805345,0.2872745680469565,-0.5802076790619316,0.19881199884153788,-0.8369082900982965,1.1867597039643831,1.4933383433317955,0.7448979591836735,0.11739899461800862,0.34857368777157166,-0.02469839757827542,0.26436781609195736,0.829458527937193,-0.6157732262397745,-0.6536188948839468,-0.5026737967914395
2018-03-12 00:00:00+00:00,170.25,0.3978410457741886,-0.8086165252899452,1.3324584731124398,-0.14601352682447938,-0.29828797848820976,0.3713193197148527,-0.762442882325524,0.3092816704603831,-0.7641467151931555,1.0886957889821134,1.6693821547083385,0.8520408163265306,0.12208354430207696,0.5699117892458286,0.279396364991274,0.8735632183908127,2.0566065359284558,3.8075248525832164,0.7317772685487343,-0.3208556149732708
2018-03-13 00:00:00+00:00,169.81,0.4157120112706851,-0.8304518617525102,1.4135770899899465,0.0824431648113228,-0.45577127746811763,0.6060995476975864,-0.9834526309087722,0.5778617732422084,-0.7094159691570516,0.920023728778982,1.9185462830149749,-0.12244897959183675,0.4281325104054627,0.8047032571450946,0.5007607057726629,0.6973180076628394,0.7876449922566099,1.7920244437305919,0.8215602582956065,0.8502673796791512
