timestamp,close,rolling_std_30d,bb_upper,atr_14,volume_ma_20,pct_change,macd,kurtosis_20d,return_20d,volume_ma_5,rolling_std_10d,rsi_14,return_10d,price_position_20d,skewness_20d,rolling_std_5d,macd_hist,volume_roc_10d,amount,volume,open_close_range
2018-02-26 00:00:00+00:00,4.72,0.18802640480179078,-0.44517636958944207,-0.30634354994236773,-0.49983504698297665,0.8385542168674699,-1.0393543776299954,1.6334925526162436,-0.8645182389007398,-0.5047255202068439,-0.25967609433961986,-0.7155346927015562,-0.23756417609134312,-0.17170730675441154,-0.942906214075649,-0.4399074512089054,0.2665663879860228,-0.4504414929694793,-0.3353273953022455,-0.33820786263901903,-0.23809523809523728
2018-02-27 00:00:00+00:00,4.69,0.15075476277319944,-0.4284758085959398,-0.30837116181739654,-0.49532233006111526,-0.20562248995983937,-0.9435293230050863,1.4535913855221498,-0.7567088292367263,-0.49812377865783236,-0.2766579557053759,-0.41756975726780166,-0.005266815877381712,-0.02799342986546285,-0.9600997510420344,-0.22649212714063577,0.45127044954488177,0.7948671156148065,-0.3836619833540201,-0.4309355143945858,-0.04761904761904661
2018-02-28 00:00:00+00:00,4.81,0.10961590622090253,-0.4242410057100718,-0.32754272057042483,-0.4953179294804193,0.8224899598393575,-0.8645141114146508,1.451012722399601,-0.8007155215029,-0.4998795541826349,-0.32422890319469455,-0.4691859135732412,0.9294929440503505,-0.06392189908769923,-0.9219530831346052,-0.26770452400992234,0.5567216081644664,-0.5861928482308001,-0.2987852214467538,-0.2742531081905267,-0.2857142857142839
2018-03-01 00:00:00+00:00,4.85,0.06604932946155119,-0.41466269798426164,-0.3050044042418283,-0.49160328930048114,0.26666666666666666,-0.7611044569310826,1.3035168524189533,-0.6237144345282505,-0.45642634782226454,-0.3397840819148538,-0.1779238964752127,1.0799691146212038,0.0797919778012484,-1.0040088064977444,-0.246838569614752,0.7024858376599789,-0.028522712996392245,-0.3279409827257344,-0.3330837946311981,0.1904761904761907
2018-03-02 00:00:00+00:00,4.77,0.0418054879924717,-0.4080969638645217,-0.31096961966954667,-0.4937592595142863,-0.5301204819277109,-0.6602754747030655,1.3155580149796673,-0.6387385161705388,-0.4474435035586264,-0.2608690246097587,-0.08452502001795657,0.4721268645474053,0.1645463151387508,-0.9962592867892092,-0.27313392779304524,0.8126014057908416,-0.16867404582753937,-0.3420910455377205,-0.3581353104238206,-0.09523809523809322
2018-03-05 00:00:00+00:00,4.74,0.013643368733300989,-0.4115825072199056,-0.3222716737135475,-0.4887261739251332,-0.20240963855421687,-0.5933894397920161,1.2779410335965766,-0.6695818258372961,-0.4268921062832435,-0.2684080775495389,-0.24836601808607042,0.6399669857799037,0.1317639763628815,-0.9653703388728745,-0.42127913898496555,0.8152559974853463,-0.06151511342979554,-0.3813058719684423,-0.4289066562511382,-0.33333333333333054
2018-03-06 00:00:00+00:00,4.87,0.0021071246356149896,-0.41179361827678096,-0.33852936361552516,-0.4934573482458274,0.8803212851405624,-0.5410374474442115,1.3728133167563579,-0.5913869934785129,-0.44560013107574015,-0.28343075475900836,-0.3093362816129836,0.482459733543487,0.10316851283485597,-1.0429475253963676,-0.4349534566500204,0.7807960022808789,-0.21608122183764553,-0.29919511083347006,-0.27980340690075256,-0.3809523809523814
2018-03-07 00:00:00+00:00,4.84,-0.018091423323106568,-0.4089562962430671,-0.34594188937634507,-0.48354983371796834,-0.1991967871485944,-0.459639789556604,1.242472636654166,-0.41767967347320406,-0.4144268033903859,-0.31636306043850054,0.019226684993011122,0.8726257099072514,0.5366601619233858,-1.1110069569796077,-0.4686221502932265,0.8263389108494843,0.9275284526430001,-0.355671194261739,-0.3860696956945274,4.229421046191073e-15
2018-03-08 00:00:00+00:00,4.89,-0.03738994745949894,-0.407747587219984,-0.36242982473230556,-0.4907571204980955,0.3309236947791165,-0.39744250456603347,1.7544259259921005,-0.19445547890772635,-0.437490698817521,-0.3830484925790468,-0.04945507237903893,0.7323017670411148,0.8109169988796245,-1.3132515871383703,-0.4603475648176562,0.8144439394214994,0.9039582560920397,-0.39233800788155854,-0.4547067881501665,-0.4285714285714237
2018-03-09 00:00:00+00:00,4.99,-0.05975908658678987,-0.4047390031916551,-0.37966102556416575,-0.5107188617709434,0.655421686746988,-0.3304823778297906,3.318707445887367,0.31328041117834987,-0.4625773167037649,-0.43732233260927644,0.07762990961486595,0.7045204307216616,0.8821944460573597,-1.630251761643679,-0.4229518855811886,0.8169165210761242,-0.31941739162575755,-0.3162333930787306,-0.3169490251328871,-0.2857142857142839
