timestamp,close,bb_upper,skewness_20d,volume_ma_20,amount,macd,rolling_std_30d,rolling_std_20d,rolling_std_10d,volume_ma_5,pct_change,return_20d,kurtosis_20d,price_range,rsi_14,volume_ratio_20d,volume_roc_5d,open_close_range,volume_roc_10d,volume_change,price_position_10d
2018-02-26 00:00:00+00:00,8.91,1.616168796672456,-1.4014335048077722,0.3185992563720489,0.5491937055139942,-1.191077840574535,0.9401271245406562,1.6378356427690852,1.558474242906355,-0.21783777811528765,0.8746238716148447,-0.3959621148515312,0.33360533374710105,0.19999999999999526,-0.26880800307537084,-0.6283261845312513,-0.5415581348272666,-0.3999999999999929,-0.5039084357927871,-0.031162652593532802,-0.146644054571504
2018-02-27 00:00:00+00:00,8.75,1.7340123224663293,-1.3945687766678725,0.30555641046206017,0.23117338306521207,-1.076660592048447,0.9075575098040779,1.6309820772092942,0.8200130561049112,-0.17921136682258992,-0.7221664994984955,-0.38694157074950264,0.3261539071606026,0.6666666666666627,-0.01973156499811608,-0.280257585199808,0.36620836298527815,0.8000000000000036,-0.13089428396576547,0.7623384780534485,0.4568343352808803
2018-02-28 00:00:00+00:00,8.66,1.744411247929565,-1.2564941908026845,0.27724651201344047,0.5238412560640208,-1.033216054468224,0.8853017892462958,1.627509150734084,0.7771039636369955,-0.1710920258838222,-0.4132397191574725,-0.5479491031389437,0.16002073766208194,0.13333333333334202,-0.19638800926989924,-0.5502751567160836,0.12563481425710404,0.6000000000000071,-0.587841103641005,-0.3843343241400978,0.16883208847963463
2018-03-01 00:00:00+00:00,8.71,1.6999480169807129,-1.1750409604929575,0.25299237529994745,0.5242779590354512,-1.0197315782102871,0.9009049270203492,1.604106586578384,0.5262108847607031,-0.09214146502840662,0.23269809428284854,-0.6684530920949363,0.09866447156354813,0.39999999999999053,-0.2930205847726097,-0.22989682004490294,0.9026456389358318,-0.09999999999999823,-0.3072878194204962,0.6322544588032829,0.049688301176222374
2018-03-02 00:00:00+00:00,8.55,1.6968529521367588,-1.2479899861132422,0.15863996441883396,0.14777719947579784,-0.9775928868413514,0.9170446966329878,1.4480498236648878,0.2707229647322847,-0.04770988416725332,-0.7382146439317955,-0.8004194676337367,0.18783756136279361,0.13333333333334202,-0.22016087706409868,-0.12495567157886613,0.42829820725654544,0.7000000000000053,0.3472316273489422,0.059186583781464346,0.24574177667932712
2018-03-05 00:00:00+00:00,8.49,1.7157508956110008,-1.1831869016668988,0.11375949633769576,0.07997790395052023,-0.9919058251558381,0.9442358104597648,1.3166666665375737,0.12643172480682166,-0.04965597874834154,-0.28084252758274825,-0.8590522462906303,0.10065538719529638,-0.13333333333333017,-0.4000897735551657,-0.47134360684048554,0.036111028074522815,0.5999999999999893,-0.5089035628029035,-0.4690288570422405,-0.1904507162193329
2018-03-06 00:00:00+00:00,8.69,1.6414073099691247,-1.1375698486952615,0.05578276454762004,1.027023638399278,-1.0129406615186372,0.996758360073244,1.121812574932802,0.051919154769625796,-0.1131205683920744,0.9468405215646941,-0.927594474425722,0.07681914795537784,-0.20000000000000712,-0.46592918246842935,-0.481652451636264,-0.3632524260156074,0.29999999999999466,-0.15206551121180398,-0.05604777222392102,-0.40295960715556245
2018-03-07 00:00:00+00:00,8.53,1.619521314416441,-1.088301096740469,0.018448328065105244,0.588268581049258,-0.9419091905068875,1.0000866109481132,0.7628085745235305,-0.02856331297928401,0.00783659683078228,-0.7382146439317955,-0.8273925084683377,0.006219285074871998,0.7999999999999929,-0.1499859591238429,0.6950028533902922,1.0750976999128061,1.1999999999999964,1.0428819707370283,2.0503536459396012,0.11789551661578683
2018-03-08 00:00:00+00:00,8.59,1.6082753812440878,-1.129260437264552,-0.01026957184789885,0.14118471338286168,-0.9339919874640071,1.035423699535427,0.491582904486945,-0.125119934823212,0.018239542209269374,0.28084252758274825,-0.7904529745033128,0.07483791815336548,0.26666666666666033,-0.3401697065348832,0.20725659088670415,0.12178458786699467,0.4000000000000107,0.8764705796105196,-0.40836625067311744,-0.41660105116865703
2018-03-09 00:00:00+00:00,8.62,1.5691268630469457,-1.455607155262788,-0.07008000773637074,0.5875069065894104,-0.8934578615584736,1.0133774230444934,0.41393416820626644,-0.10871995458749602,-0.035765856038035594,0.14042126379137412,-0.4240418556428275,0.7601700628421555,-0.20000000000000712,-0.24435720666291016,-0.2598970549416737,-0.3026113168221275,-0.09999999999999823,-0.04553814457192035,-0.5452245945504657,-0.24174254577403437
