timestamp,close,bb_upper,amount,macd,volume_ma_20,volume_ma_5,skewness_20d,macd_hist,rolling_std_20d,atr_14,pct_change,kurtosis_20d,rolling_std_10d,volume_roc_10d,rolling_std_30d,rolling_std_5d,return_20d,volume_roc_5d,price_range,open_close_range,volume_ratio_20d
2018-07-04 00:00:00+00:00,44.6,-0.28522408067225696,-0.4553525539309031,-1.551098159674122,-0.6122251257249904,-0.6299175278755408,-1.5490392381184228,1.1730881260808066,0.49904860404026197,0.333945061234077,-0.2494154325798909,0.30221858188512973,-0.2002526827941037,-0.2568653289056806,0.9647029427712345,-0.39350231940266966,-0.7465452976691496,-0.42558277524926724,-0.208604954367664,-0.5271317829457345,-0.22307740807250165
2018-07-05 00:00:00+00:00,42.74,-0.28463339013015493,-0.494303665256042,-1.4673533809076986,-0.6171800214748744,-0.6351859653017768,-1.484581805540259,1.1640012805551927,0.4253116057839698,0.2609413587842023,-1.2782540919719407,0.28777182774597415,-0.2163343096356374,-0.5478495501178408,0.7654855077141176,-0.41855678283462977,-0.8822098162316273,-0.10207191542302381,-0.42242503259452413,-0.37984496124030964,-0.35932983772772403
2018-07-06 00:00:00+00:00,43.08,-0.2646323707268205,-0.4849165804865558,-1.4478036962128158,-0.628205640371788,-0.6365404925377836,-1.3790151248047382,0.9797836526010476,0.3947818289104918,0.24362295249627647,0.2712392829306314,0.07706283422658428,-0.39837563434133855,-0.5620998200012446,0.6110264056920084,-0.1362677762668128,-0.9949170619310435,-0.005197532917807908,0.1773142112125165,0.9302325581395362,-0.6544057842189146
2018-07-09 00:00:00+00:00,42.97,-0.27841885272285144,-0.47095098186874434,-1.404668036248503,-0.6299478436841395,-0.6468229258100114,-1.4901374442856778,0.8974222242809086,0.3685464454828626,0.19418699527231845,-0.059236165237724084,0.17014961950750448,-0.4751460192243323,-0.33358715604289046,0.3967259079195267,-0.10854647572261665,-0.8428001522329611,-0.27269796904017524,-0.21903520208604893,0.08527131782945985,-0.5448002982773267
2018-07-10 00:00:00+00:00,42.97,-0.2917787342006901,-0.5050016171081658,-1.3587025600284166,-0.6296050751696841,-0.6531926961546581,-1.4559280812672302,0.8393332221632778,0.31281863136398097,0.15398756652685827,0.021823850350740453,0.16549890566154316,-0.4232614282741769,-0.5642725657087402,0.29617298725649327,-0.10914066979246985,-0.9132863131299812,-0.14355322902946502,-0.15123859191655967,-0.33333333333333104,-0.3982543762250051
2018-07-11 00:00:00+00:00,39.06,-0.32614519666667097,-0.2601418382583598,-1.3073386111249725,-0.6317394495759765,-0.6727609998431568,-1.4678599268141648,0.8077424373645906,0.24269152542203679,0.0824271934882116,-2.815276695245518,0.17212861406651017,-0.46348121664352576,-0.6425072043126547,0.2782905849890936,-0.3081305724749853,-0.8952178910920007,-0.529428726173677,-0.55801825293351,-0.5426356589147292,-0.7379779433714616
2018-07-12 00:00:00+00:00,41.84,-0.30143636645068006,-0.3837491697277366,-1.3840335680302436,-0.6152673487678784,-0.5991338384539183,-1.2257500429438404,0.42948665718347406,0.21085249500805572,0.1651961333671821,2.2416212003117693,-0.3523890459131619,0.029851671049136354,1.6045716522527673,0.3007461504260857,0.38001353272422767,-1.4585375571965724,2.557830613762321,0.9960886571056042,2.046511627906984,1.7957622550315513
2018-07-13 00:00:00+00:00,40.44,-0.31009371482741094,-0.4231269216548095,-1.3348418339811385,-0.6152161164632267,-0.5592451317000222,-0.915514405151797,0.4738776654811598,-0.007445084288632882,0.20518741773885832,-1.0226032735775528,-0.38801528021899045,0.06596809682625628,1.364108224574959,0.3174564839401293,0.3603757101090258,-1.2100230349022807,1.941683833653452,0.7770534550195571,1.4108527131783004,0.4771519441495591
2018-07-16 00:00:00+00:00,44.46,-0.330976519424084,-0.22896668439686735,-1.328379239780999,-0.6218147153206852,-0.536155805555495,-0.8368623031085949,0.39161134238594614,-0.2524757761628431,0.17078538531241005,3.1208106001558846,-0.46122352993181936,0.08750754511281338,0.33647010532019017,0.3152407170700012,0.3495715616327666,-1.3190604602048641,1.0323692517282457,-0.08865710560625734,0.31782945736434737,0.12062101581137372
2018-07-17 00:00:00+00:00,46.96,-0.2920073680792683,-0.02710956838648468,-1.1729020696778563,-0.6223319176343117,-0.4582455442321431,-0.4866300167191928,0.736543904567683,-0.30192398632876766,0.23627112447385434,1.773967264224474,-0.15299974539145395,0.06949605916654397,1.7516876683361953,0.2291306465591109,0.637616468767809,-0.27202017326874767,2.920587012945848,0.9543676662320756,2.2868217054263664,1.919208092091514
