timestamp,close,bb_upper,volume_ma_20,pct_change,skewness_20d,amount,rolling_std_20d,rolling_std_30d,rsi_14,macd,volume_ma_5,kurtosis_20d,price_position_30d,volume_roc_10d,rolling_std_10d,price_range,volume_roc_5d,volume_roc_3d,volume_change,price_position_20d,volume_ratio_20d
2018-02-26 00:00:00+00:00,6.11,0.19638510056949443,-0.7189721317649883,0.9538461538461539,-0.8927966783090405,-0.22645385211950972,3.043179643121489,2.1215364103685865,-1.2688059038207409,-2.5896041123027667,-0.5879533927154568,-0.2157548578286167,-0.5879533854796013,0.18931019771989097,0.4881052945600009,0.07692307692308217,-0.23460192178128458,-0.2567211833443275,1.678723395086619,-0.568542192850976,0.4334793457105967
2018-02-27 00:00:00+00:00,6.13,0.3018144561655034,-0.7080854879190985,0.14505494505494507,-0.8866702542215532,-0.39871738739914203,2.9512989710345217,2.148956616304975,-0.8970221825293591,-2.4635236772000906,-0.5349727631570461,-0.22012050976412245,-0.46591290292268156,0.7951289696057352,-0.06550877138022881,-0.3076923076923014,1.1206646191364027,2.076628389941068,0.5071298765311704,-0.457132436053003,0.807835302848833
2018-02-28 00:00:00+00:00,6.09,0.366284661396276,-0.7335465420523367,-0.28571428571428575,-0.9549590082304649,-0.4615940315277011,2.730173796874887,2.1667012679032767,-0.8411014021175914,-2.3247832979823726,-0.5788543108923329,-0.13128157601956447,-0.44713744406777123,-0.2555049794823901,0.009599692228579168,-0.23076923076922604,-0.4377316388248602,0.767276316052089,-0.5643688672722438,-0.43706859751563554,0.12052752490335054
2018-03-01 00:00:00+00:00,6.15,0.33522229136073456,-0.7499135054779864,0.4351648351648352,-0.9405802386640725,-0.4313938928377696,2.460129190107013,2.173754064297902,-0.908754191762018,-2.210993885609045,-0.5609493633398956,-0.13781484345405978,-0.48468836177759267,0.18736582037608562,0.016436213484496382,-0.3846153846153836,0.5301300728339311,-0.4147836231214225,-0.2328595360725422,-0.46652843968502494,-0.09988612697553173
2018-03-02 00:00:00+00:00,6.16,0.35886428327019365,-0.7557897999793347,0.07032967032967033,-0.9633590641209716,-0.38896130214931607,2.1266224226087043,2.154914289653022,-0.7270609928075197,-2.062568631079369,-0.5412616619370911,-0.16046095776514485,-0.42836198521285995,0.6801754531555578,0.004558896691705111,-0.38461538461537675,0.539347978138214,-0.5237556472317347,0.2549825832019757,-0.4115816870715104,0.04720898620804531
2018-03-05 00:00:00+00:00,6.21,0.3297094074634151,-0.7531039700818949,0.35604395604395606,-0.9707355238550286,-0.3980806489229857,1.7008795179569292,2.1254888466318884,-0.6960695447841103,-1.916439021818674,-0.55810634009431,-0.16125995512456553,-0.41897425578540476,-0.3438040448587888,0.005677264276824978,-0.1538461538461507,-0.18443413258915087,0.07391513191366393,0.3047912928200986,-0.3719502732923016,0.21699867626118122
2018-03-06 00:00:00+00:00,6.28,0.3730769525145905,-0.7500248317606552,0.49670329670329666,-1.0871418708637162,-0.2975159890048318,1.277817144568446,2.114626320577809,-0.5369322550009958,-1.7515808633687608,-0.5980118775975282,-0.03188893584967369,-0.3720356086481281,0.22236148712428624,0.013005858819952464,-0.3846153846153836,-0.4099205394161728,0.32090327046410794,0.04069402350059863,-0.3224859517846769,0.16680335522239487
2018-03-07 00:00:00+00:00,6.38,0.445716679534223,-0.7351664394588343,0.698901098901099,-1.096591539449497,0.14981622530149183,0.7004287926366543,2.072380209107499,-0.31922623604384426,-1.5628318524432003,-0.5770715570419658,-0.048612865677187304,-0.30632150265594027,-0.17674591871365472,0.030042705611496183,-0.07692307692306852,0.40454126036290816,0.6090366651371674,0.6084507604887768,-0.16966098472331778,0.5588189860882904
2018-03-08 00:00:00+00:00,6.41,0.5391061179909722,-0.7090154290228287,0.20659340659340658,-1.2887928441459684,-0.21575633551788787,0.19284114341942973,2.003596737527715,-0.027905703508653065,-1.3408716032678616,-0.45154457441736506,0.31851887203217233,-0.2124442083813868,2.9743901896026284,-0.012663332052947614,1.1538461538461575,2.566193876809378,2.044248078581908,1.8565096138565873,0.33196506500502276,2.247891822532377
2018-03-09 00:00:00+00:00,6.44,0.6059212258592686,-0.7056209773381019,0.20659340659340658,-1.5436570891010837,-0.25887122563001896,0.0669921659680471,1.92215644464711,0.05663046335478177,-1.1342573608389999,-0.408807742312314,1.2854330110859102,-0.18428102009902048,1.211425852634906,0.07872582246386176,0.4615384615384657,0.8403479668464412,0.7142596454848767,-0.7114006647792769,0.7118129969990653,0.724233391740057
