timestamp,close,skewness_20d,bb_upper,kurtosis_20d,volume_ma_20,rolling_std_20d,rolling_std_30d,return_20d,macd,pct_change,amount,return_10d,volume_ma_5,rolling_std_10d,atr_14,volume_ratio_20d,volume_roc_10d,volume_roc_5d,volume_change,volume_roc_3d,price_range
2018-02-26 00:00:00+00:00,3.66,-1.3886478362127872,-0.4294664373780896,0.35401159834052415,-0.42737976334521366,0.5647201179518125,0.1545663930393816,-0.7652308995305183,-0.8181027208327665,0.7147435897435898,-0.3969990060628842,-0.4330899795405471,-0.6775770533203237,-0.18506070629825835,-0.3615667290633106,-0.8370739993808088,-0.7990920020859539,-0.8367074769961772,-0.32029517688194153,-0.4476536169680292,-0.7499999999999993
2018-02-27 00:00:00+00:00,3.6,-1.3464812394144576,-0.39291905529259535,0.23685054056899327,-0.4360346518459533,0.5099279299180619,0.14767325356580874,-0.6873182089390925,-0.7502031012701221,-0.5256410256410255,-0.26921339822625245,-0.1736286261461481,-0.7128838317166963,-0.2681522231029112,-0.3722571581281198,-0.4617298884824781,-0.5049888049634678,-0.4028629869110542,0.9852781147937977,1.0906161461957047,-0.3749999999999983
2018-02-28 00:00:00+00:00,3.61,-1.2315539188644686,-0.392790530769916,0.12554212235205942,-0.4409998621133726,0.44793552670748066,0.14379620573692514,-0.7738956292465156,-0.7151390151089081,0.08974358974358974,-0.26209754046099554,0.30251064746737555,-0.6901552545485853,-0.2738185043428505,-0.39152057621329833,-0.059030862554467316,-0.3956497136295614,0.4917048409271415,0.7294275435345817,0.9181041718902345,-0.4999999999999986
2018-03-01 00:00:00+00:00,3.71,-1.224249171182032,-0.40364101519637385,0.13079488966360975,-0.44183493194632956,0.35628895163080926,0.14098181196024537,-0.7843898620110519,-0.6744844551178562,0.8878205128205128,-0.05122965006426402,0.0692119927874217,-0.6365364747747231,-0.2576926303775954,-0.3860665581227534,-0.018150501042980778,-0.03210479468158856,1.854592891476185,0.10286618196416773,1.5450731028447067,-0.18749999999999914
2018-03-02 00:00:00+00:00,3.69,-1.231041360706178,-0.3729056221594747,0.0013991072678042088,-0.44021516772277497,0.25104497610254206,0.1239578736469515,-0.6022706707575836,-0.5891355957611257,-0.17307692307692307,-0.21021546053592752,0.21577140151374097,-0.563733283590656,-0.16550236579700175,-0.3669972261083208,0.5909998000525646,0.9373520466401866,1.7488983398299338,0.8267714208591834,1.3817866504322274,2.7755575615628965e-15
2018-03-05 00:00:00+00:00,3.7,-1.2121402148026514,-0.36579326994665556,-0.010494804666867506,-0.44682016322289175,0.12877077710364324,0.10661250321510311,-0.6183072217375225,-0.5241126028735765,0.08653846153846154,-0.28731302680405385,0.784504623244937,-0.5093941915858348,-0.2774804097243634,-0.37263146697884436,0.12320838311843134,-0.30922548763975966,1.6163976244857527,-0.3901727716791547,0.185897391754946,-0.3124999999999995
2018-03-06 00:00:00+00:00,3.75,-1.213499986661933,-0.35787880021612367,-0.010579947773876889,-0.4630882019099398,-0.030744448169729217,0.10450895149937708,-0.6167350108571368,-0.46216290413380323,0.4326923076923077,-0.2434641521677158,0.5042560534994917,-0.4906660735808988,-0.2910135453779903,-0.40120473981396976,-0.06115625275798825,-0.17202211941124873,0.41626403676002643,-0.2202216176942939,-0.07469886916984862,-0.624999999999999
2018-03-07 00:00:00+00:00,3.7,-1.318386307819954,-0.34414660571705386,0.012534914122620998,-0.462435258676282,-0.19813414366780457,0.09988354124153812,-0.4916237479522406,-0.3852036593712174,-0.42628205128205127,-0.3500300279830345,0.6315390642142998,-0.4876642943235953,-0.30421611071966803,-0.4137321779448027,0.06798069059081499,0.42899543483801544,0.09372408177292352,0.22343078912647954,-0.3752082998703924,-0.43749999999999983
2018-03-08 00:00:00+00:00,3.72,-1.3663227512195053,-0.35998078434748443,0.09402134401901573,-0.47061222631361244,-0.35658755145800985,0.08895793587525874,-0.4573760281226022,-0.3426702697989238,0.17307692307692307,-0.34643127691166536,0.4773447883769334,-0.5061628307409746,-0.4140127775083087,-0.42536479906629043,-0.24775411035473324,1.0041474459062059,-0.2125759320515757,-0.35050572022645377,-0.3474774992329843,-0.43749999999999983
2018-03-09 00:00:00+00:00,3.78,-1.6952598847413778,-0.3586003408007885,0.8839020864319775,-0.4864430319945415,-0.4091208471646137,0.06583275079512607,-0.16852831634370072,-0.2958775052730911,0.5160256410256411,-0.3767694787211249,0.317100252269675,-0.5599624060150377,-0.4419835089747953,-0.45483970087195486,-0.17500559173908853,0.38131048234765463,-0.4980895137513831,0.08525626498345432,-0.15038110682618977,-0.6875000000000006
2018-03-12 00:00:00+00:00,3.84,-1.9852726625671484,-0.33993731819971595,1.4244324339358105,-0.508355057742851,-0.397854241138559,0.026753668038507046,0.08218190275328693,-0.22815749746029199,0.5096153846153846,-0.12497320643960003,0.4660000424578337,-0.590479538541009,-0.44753350490060284,-0.47287266145221607,-0.21413452641609285,0.586440586764088,-0.3516889179841727,-0.1005245311775658,-0.3458655818475209,-0.5625000000000002
2018-03-13 00:00:00+00:00,3.81,-2.1156946126018745,-0.30771083979843533,1.586229102779394,-0.5112245204403203,-0.3518169612382737,-0.021834483048423694,0.22779581431033982,-0.14481323929801937,-0.25,-0.08758293953286875,0.4066028583937038,-0.5642785398611031,-0.3390514093923634,-0.4896175534196012,0.6460075681269121,0.7482659489599394,0.45089516945852304,1.2626564671321225,0.7835451846007516,-0.5624999999999974
2018-03-14 00:00:00+00:00,3.7,-2.16797344289039,-0.2979311804026348,2.955786384184066,-0.5164971500739325,-0.3440994515105617,-0.07673785428807399,0.6223212123683005,-0.09095514979858771,-0.9262820512820513,-0.2879615962593396,0.4879214004577591,-0.5391623141824026,-0.37616464562443575,-0.49582979057860316,0.8040767991658736,0.35237751961106445,0.40377220518264123,0.16487882641812895,0.8721766293716705,-0.43749999999999706
2018-03-15 00:00:00+00:00,3.7,-1.8734357338717886,-0.2979311804026348,1.965511358115207,-0.5189526299694487,-0.3460818435746821,-0.1462277890928582,0.2527460494689631,-0.0970592808675089,0.0,-0.3846806013513637,0.1911610022120968,-0.5281596165987488,-0.4717398161427957,-0.49226170541553516,0.14281190298918256,-0.08241617148915181,0.24517110578804824,-0.49863672713466184,0.3640411657881729,-0.37500000000000105
2018-03-16 00:00:00+00:00,3.69,-1.8048209279299128,-0.29571081598305804,1.9326631168796384,-0.5192684452427015,-0.3445055689046179,-0.21658787756647982,0.18381212263061472,-0.1002335100791761,-0.08653846153846154,-0.438271092008052,-0.0542796377234396,-0.5346653848361361,-0.46664301559681676,-0.49828507457482774,-0.1870566682433987,-0.5108378661058066,-0.0635166016505829,-0.32228076469251327,-0.5360786824064985,-0.43749999999999983
2018-03-19 00:00:00+00:00,3.63,-0.36121790202239407,-0.2981598815288567,-0.30401871271919134,-0.5373758334148706,-0.4370905461032203,-0.29514084160218557,0.5847038894238202,-0.10560690284443441,-0.5224358974358974,-0.19298493507672373,-0.030332591502702625,-0.5447239281409632,-0.46664301559681676,-0.5085464986280986,-0.32011045640241026,-0.443141211282406,-0.1405115247027048,-0.2163674516316496,-0.7017746255720104,-0.4999999999999986
2018-03-20 00:00:00+00:00,3.58,-0.3938114478602413,-0.32472186804745257,-0.4086441060110528,-0.5370729349217099,-0.4792605137526975,-0.3923963935636448,0.27495632794484814,-0.13529627304754033,-0.44230769230769224,-0.09269145041321909,-0.1984149672736634,-0.5530003443723813,-0.4000601917582209,-0.513406668272208,0.6266070125637695,0.23860060675437247,-0.04702231686075467,1.5261098784723623,0.354137452561785,-0.4999999999999986
2018-03-21 00:00:00+00:00,3.49,-0.28781251250445916,-0.3582044451104545,-0.5963558930052388,-0.5244687409077978,-0.5171185896231375,-0.4909555914798983,0.18895774425839143,-0.17916743806458707,-0.8044871794871794,0.0019804733437292703,-0.4330899795405471,-0.547840498192045,-0.2895603503153944,-0.5085830918453111,0.9602605569606807,0.36693035040480293,0.10732581940561081,0.4275529187511987,1.2002546602685118,-0.3749999999999983
2018-03-22 00:00:00+00:00,3.44,-0.2468491422001015,-0.34963390040572445,-0.7794622410697287,-0.5016370404169279,-0.5114422675708835,-0.5617406893735393,0.017009718933299302,-0.25177311662400476,-0.4583333333333333,-0.20530436354219378,-0.534579718815584,-0.4925113355908856,-0.09380357230120782,-0.31737223466322007,1.1425082763979912,0.9994025673674639,0.9046204958338674,0.32073762105086295,2.036678441243608,2.1875000000000075
2018-03-23 00:00:00+00:00,3.2,-0.053636767416536085,-0.3620541166613596,-0.6578582761377992,-0.4906745691527271,-0.4455740510236271,-0.5654528299233187,-0.20058220911020738,-0.3279407985176328,-2.2371794871794872,0.132024759659897,-0.6990474198387825,-0.45629770992366414,0.0909054030000807,-0.31254623113518154,0.40073449802181316,0.4446653189158707,0.7418484159363077,-0.4413539805612436,0.04740398184585164,-0.12500000000000036
2018-03-26 00:00:00+00:00,3.27,-1.5922059864885054,-0.35235725817997104,1.7526675548063992,-0.46129018612111367,-0.21899461493792693,-0.46712752198434154,-0.6029979280810241,-0.49211725691399966,0.7019230769230769,-0.19114132483913307,-1.3935403708091316,-0.3394923377145153,0.5060254832477509,-0.18668925789130655,1.5239594388672977,1.7128317944714153,2.637374774470629,1.3826139454762645,0.6541935659846495,1.0000000000000029
2018-03-27 00:00:00+00:00,3.33,-1.6007944287978273,-0.39736808754357866,1.76509146579577,-0.4510174709138332,-0.10068372858802613,-0.4138279571783631,-0.605471795205845,-0.5829193316144196,0.5865384615384616,-0.273905753126086,-1.349103910330663,-0.3304984790219824,0.5624101003267895,-0.1678562749630509,0.36255140479347475,0.014427065625277123,0.1639240046112153,-0.6512985905401347,-0.2572831086569039,0.18750000000000192
