timestamp,close,rolling_std_30d,atr_14,auto_close__maximum,auto_volume__minimum,macd_hist,macd,rolling_std_20d,volume_ma_5,kurtosis_20d,skewness_20d,auto_volume__maximum,rolling_std_10d,rolling_std_5d,volume_roc_10d,涨跌额
2022-03-28 00:00:00+00:00,1986.52,1.5017307408343956,1.8862313205570795,1.1128500347141865,-0.0644472704151149,1.4760184757516497,-0.7133993025525861,1.0753357706541844,0.22269335747383884,-0.4261160416225543,-0.19831063417700237,0.13700466446649198,1.6402995081797431,0.8573246774470888,-0.6549053987638426,-1.05
2022-03-29 00:00:00+00:00,1965.26,1.4143234303901533,1.8250594540422593,1.1128500347141865,-0.0644472704151149,1.3578467890137091,-0.644105678350766,0.9532462297810619,0.029645053620855552,-0.4252529746908371,-0.20256368419141843,0.13700466446649198,1.6370812181888956,0.03996300665094891,-0.44795380258583456,-0.6
2022-03-30 00:00:00+00:00,2031.52,1.369273924771106,1.7339431660080966,1.0368838231890773,-0.0644472704151149,1.129076848593068,-0.6246305477120393,0.7491262790731796,-0.3763089632045639,-0.37822332848264917,-0.07200000147051747,0.13700466446649198,0.6122003438477515,0.4201725263277044,-0.8605606510910436,-0.8004000000000001
2022-03-31 00:00:00+00:00,2052.78,1.2735098159486062,1.767021853415119,1.0368838231890773,-0.0644472704151149,1.3475256060925458,-0.4561575700581977,0.6335236437657524,-0.30149503624882834,-0.5490884064797455,-0.2734654820293177,0.13700466446649198,0.4397796695929957,0.7152674516390368,-0.23489376419004085,2.7004
2022-04-01 00:00:00+00:00,2099.04,1.1686002039415098,1.7584827438397306,0.9175538069891236,0.2748932691434281,1.5708475068556156,-0.26966117319140137,0.5320477496360848,-0.2368210032015022,-0.5731583334131691,-0.325735345009649,0.13700466446649198,0.4027035899941031,1.1409686054693624,-0.41746057695407895,0.9004000000000001
2022-04-06 00:00:00+00:00,2179.05,1.0000362745451328,1.7898086042587793,1.0513769960657255,0.2748932691434281,1.9267162981196995,-0.017395364599748407,0.6590830057600499,0.06050554802834506,-0.5760795585333086,-0.543609075805947,0.13700466446649198,0.8715241055891848,2.36045680387472,-0.012923796086033116,1.9003999999999999
2022-04-07 00:00:00+00:00,2165.3,0.9754873302502463,1.975760174332994,1.2828338347604726,0.2748932691434281,2.5381074653739275,0.35611901064735985,1.0725419321144183,0.7663680761852552,-0.5290255106435534,-0.7190110676838644,0.38365571765501083,1.8229329074979315,4.122636275188802,1.4601119115569534,3.2504000000000004
2022-04-08 00:00:00+00:00,2180.3,0.984246089477988,1.927762082762753,1.2828338347604726,0.2748932691434281,2.7283146334962836,0.6186988144222417,1.3005990641834846,1.1845077585035775,-0.4097290117112523,-0.7775002808789866,0.38365571765501083,2.4064387038572095,3.1943219583768676,0.051297388857811745,-0.5
2022-04-11 00:00:00+00:00,2136.54,1.0218267276519284,1.8146039610102211,1.2864498958574409,0.2748932691434281,2.8048556472942403,0.853211591907286,1.3886367139428666,1.116376952549721,-0.17451320592964173,-0.9011973796047293,0.38365571765501083,2.8111305529917248,2.6081845612586387,0.04751857980623382,0.65
2022-04-12 00:00:00+00:00,2120.29,1.0397468481665313,1.846783924464474,1.2864498958574409,0.2748932691434281,2.4590881119305967,0.9366720505644085,1.4702878364613448,1.2177590606041302,-0.21584164461203004,-0.8445064221647646,0.38365571765501083,2.8744196947574325,1.1120686404314672,0.586060049624455,-1.7004
2022-04-13 00:00:00+00:00,2105.29,1.0420759147819385,1.8767045349183433,1.2864498958574409,0.2748932691434281,2.0204733364802183,0.9600082642998263,1.534126182472166,1.0391826371097757,-0.21239861301454166,-0.6702456714242029,0.38365571765501083,2.678588474570978,0.5974572208649326,0.5663658658516062,-0.6
