timestamp,close,volume_ma_20,bb_upper,pct_change,volume_ma_5,rsi_14,skewness_20d,return_20d,macd,amount,rolling_std_10d,volume_roc_10d,rolling_std_5d,kurtosis_20d,volume_roc_3d,volume_roc_5d,price_range,open_close_range,volume_change,volume_ratio_20d,price_position_20d
2018-02-26 00:00:00+00:00,3.74,-0.5146046447466807,-0.7648559741198463,0.5881081081081081,-0.6156298351754672,-1.2704371332929731,-1.5158210399313494,-0.9655209785117534,-1.142504496593332,-0.4665760638878937,-0.41058773056695896,-0.4594968555453417,-0.6168854119737034,-0.09743187292610134,0.05180519285503757,-0.7245030481432623,-0.666666666666663,-0.5555555555555644,-0.000695614029249104,-0.5618122629559965,-0.5165714460799014
2018-02-27 00:00:00+00:00,3.71,-0.525462193434923,-0.7463547398738264,-0.34594594594594597,-0.620751195004984,-0.8254301948921183,-1.4251129031976666,-0.8891198047209093,-1.077049608392531,-0.49185177607229275,-0.6059842528917859,-0.35140995687934606,-0.47577038183659975,-0.14959927736859197,1.50468490394556,-0.07825416817410931,-0.5833333333333315,-0.1111111111111188,0.7047885451144088,-0.24502795492380156,-0.3769575270718251
2018-03-01 00:00:00+00:00,3.71,-0.5413355304013313,-0.7488238160434846,0.23351351351351352,-0.6062590081061288,-1.078114836983259,-1.2439053265472548,-1.0941829431905814,-1.0088351885329236,-0.4739030061898306,-0.5913658704098302,-0.49792783090664766,-0.6299178946273504,-0.19487396779825808,-0.13864502335411305,0.5395023797662766,-0.8333333333333296,-0.5555555555555644,-0.39667663116658763,-0.5931695681909445,-0.5165714460799014
2018-03-02 00:00:00+00:00,3.71,-0.5579592858375391,-0.7481698867088042,0.0,-0.5982575771527814,-0.8927642897793172,-1.2429879405530995,-1.089053362047196,-0.9607496848389857,-0.505944638109458,-0.5913658704098302,0.3094509025896273,-0.646489185722649,-0.1986579873457816,-0.01655094841649284,0.3154277344949735,-0.5833333333333315,-0.33333333333334153,0.9664111603667775,-0.1411567541845744,-0.45474242491174394
2018-03-05 00:00:00+00:00,3.74,-0.5615644141276575,-0.7484640031802046,0.3502702702702703,-0.5968881810367904,-0.8927642897793178,-1.2631626400373017,-1.067959041133211,-0.9125389710050885,-0.4735266582694379,-0.7041496895175714,-0.6267069805576618,-0.6770009296165354,-0.19706724244005092,-0.08788856189798469,0.09465080053041097,-0.666666666666663,-0.33333333333334153,-0.3011060514422695,-0.35789239716115206,-0.44854139122113856
2018-03-06 00:00:00+00:00,3.98,-0.56782513178021,-0.7484640031802046,2.7762162162162163,-0.5987328797103582,-0.6038875703310337,-1.349577427978237,-0.9325861966462987,-0.8420035136458025,0.2010212045651951,-0.7180485538806421,-0.1327131370357572,-0.6770009296165354,-0.19238958068458548,0.6161050618135446,-0.0026898362466851278,-0.4166666666666648,-0.2222222222222277,0.5013024050208088,-0.10116798693747583,-0.36172691800240936
2018-03-07 00:00:00+00:00,3.89,-0.5323707228096993,-0.6423362875481379,-0.9772972972972972,-0.43797061954073774,0.8769939728187257,0.9435313667173538,-0.40659108859261406,-0.5953486034379877,0.07272610084431202,-0.14117563018640905,4.974177115809866,0.5300207285041477,1.694582640832988,4.983881093082512,5.007644062826869,1.2500000000000018,2.111111111111104,7.5053456143959805,3.932966215823613,0.5835862292504683
2018-03-08 00:00:00+00:00,3.98,-0.5125210697228691,-0.6232193456383969,0.9989189189189189,-0.29778865737371124,0.3167162543567354,0.9573614972186024,-0.391684266207169,-0.46405584592048577,0.23902297892904464,-0.06048425884396988,6.795357862786597,0.5492546998618862,1.7293841611509806,5.1470292028719005,5.512668703173686,0.16666666666666666,-0.5555555555555644,-0.2537912015631608,2.8576101055577108,0.42850738036904273
2018-03-09 00:00:00+00:00,3.92,-0.48640850549007025,-0.5940498772086654,-0.652972972972973,-0.13879440162208354,0.6991052513868931,0.7581172064509005,0.09765500430286841,-0.28798642958352927,-0.1964694387952987,0.12387125359973637,4.7710854462044905,0.6246508544776084,1.5505910936810754,5.119699687996293,4.483081176925622,0.33333333333332965,0.2222222222222129,0.4902641452966717,3.290801703628656,0.7957993797085705
2018-03-12 00:00:00+00:00,3.92,-0.4757222930097752,-0.599597949626356,0.0,-0.06843751348141215,0.3629734949785099,0.7713510966898954,0.023108224254284892,-0.19272234575733405,-0.38803435833462974,0.14317097078536536,2.125003872971554,0.2681069121863573,1.4591656987844324,-0.6660384804182862,2.4011150448298,-0.666666666666663,-0.33333333333334153,-0.9782360149810901,0.960738264604797,0.5509380468155514
