timestamp,close,volume_roc_10d,volume_ma_5,pct_change,bb_upper,macd,kurtosis_20d,rolling_std_20d,rolling_std_30d,skewness_20d,volume_roc_5d,rsi_14,rolling_std_10d,macd_hist,return_20d,amount,rolling_std_5d,return_10d,volume_roc_3d,open_close_range,volume_change
2018-02-27 00:00:00+00:00,7.4,0.48001275304922536,-0.35617205759040865,-0.03672316384180791,-0.832319514091843,-1.0639277447364202,-0.5751177806759968,0.1775229107625773,0.12533738399358457,-0.89828476955652,0.18015545620141504,-0.8059049112906191,-0.4684911834931152,0.3755345996125782,-0.9190939491205825,-0.31589431065691087,-0.37286217756339707,-0.07036339062545237,2.227578160377008,-0.026315789473679043,1.0139650426760642
2018-02-28 00:00:00+00:00,7.35,-0.14354492507220687,-0.3552728764874845,-0.192090395480226,-0.824910436140511,-0.9915227090618304,-0.5470354797823971,0.11284233628044285,0.10238105072794697,-0.8595997632788476,0.046095404813958366,-0.815948765870888,-0.43449123881145757,0.4959731277304804,-0.9964013667047673,-0.3108868472021547,-0.3539742150971451,0.3955944347774912,0.7083064981811832,-0.6315789473684186,-0.2611323185885428
2018-03-01 00:00:00+00:00,7.53,0.3081298102213819,-0.31435656812545715,0.692090395480226,-0.8258265004275817,-0.9306287892763709,-0.4693155513818829,-0.011386480242997134,0.07187775515089553,-0.888209345043134,1.5713199703019651,-0.8685694115452952,-0.41623915899302855,0.5611961863458403,-1.1710418040560346,-0.27377811640371,-0.45041485583357516,0.16731846747821835,0.4327216542631834,-0.6052631578947348,0.1577878622881675
2018-03-02 00:00:00+00:00,8.01,0.41847425272349703,-0.27333321439403396,1.7994350282485876,-0.8187214995694583,-0.8501399699950174,-0.4643510494591659,-0.14004676363110272,0.0371480562964488,-0.9957429385153088,1.0793223081455954,-0.5466904054224793,-0.3683304979010968,0.6663621464049575,-0.9676576078469779,0.1475615385124155,-0.43373696249276866,0.23661587983143503,0.12937133589056465,-0.05263157894736276,0.48848307696006477
2018-03-05 00:00:00+00:00,7.79,2.7744726714271377,-0.06300333624734612,-0.7768361581920904,-0.7845401657033815,-0.7169890627551591,-0.3102289339847959,-0.24953362181092717,-0.002228003324095989,-0.6907768244348969,4.466070485763279,0.14203703414907515,-0.2467783362316116,0.8929010074091824,-0.5761226431096881,-0.21174325088703472,-0.11245109467287027,1.3758861385392935,3.7805069116565972,0.7368421052631628,4.070269474521648
2018-03-06 00:00:00+00:00,8.25,0.5553340573510752,-0.03542844909100632,1.6694915254237288,-0.7772227723455005,-0.6332928980085931,-0.28791749124184224,-0.3470039125864692,-0.03080957961613223,-0.7016397906571384,0.4242186446132675,-0.1368054018784871,-0.23656073746514306,0.9403991408802531,-0.5617216451794841,0.039027127976409934,-0.09500268634926413,0.9079069138448046,0.7797992929735506,-0.44736842105262786,-1.0652660455430139
2018-03-07 00:00:00+00:00,8.66,2.270801234036824,0.10849048188257121,1.403954802259887,-0.7513023026133648,-0.5026487856527567,-0.3758617223857902,-0.38920398187302124,-0.049972207415060164,-0.6700632768080297,2.512104904615773,0.38436838811099633,-0.11658484108028684,1.1053518579924626,-0.19038844444860983,0.30392836624832126,0.09401376869794749,1.303195886521765,1.946726337232795,0.6315789473684279,1.860141703632838
2018-03-08 00:00:00+00:00,8.53,9.208616322947512,0.3427842500579829,-0.423728813559322,-0.7193090711200517,-0.34308211675866535,-0.16889269022423298,-0.2889665317619848,-0.057039530223372124,-0.7751606548994162,3.91042584767339,0.7477389116059007,0.05716540805326035,1.315524912310135,0.47332051729244884,0.056234005533222754,0.2604221336694645,1.727826692084724,0.2677132223543274,0.7105263157894791,0.9335627228110424
2018-03-09 00:00:00+00:00,8.62,3.7039442852703783,0.4639917218247667,0.2994350282485876,-0.7138516003121003,-0.23148272720387925,0.1460663892102293,-0.2115367481272987,-0.0733299286513139,-0.8226230397973233,1.690093636361306,0.5782929936494766,0.10898838704052653,1.3539527213157003,0.6874968304808151,0.005920031587706291,0.08968144871362657,1.4240801679519168,1.213498546768755,-0.39473684210526044,-0.5491645768808248
2018-03-12 00:00:00+00:00,8.56,2.551150467301656,0.38862464541221386,-0.19774011299435026,-0.7035182135172298,-0.1307030398270321,0.3039264264959544,-0.13741967283266382,-0.08167252641956065,-0.9510152915591896,-0.31013357883814885,0.6578309948542869,0.11539625420498013,1.355436889817843,0.8451722339038066,-0.1468165841372266,0.09550570555847337,1.5057140937950497,-0.06099125711938161,-0.21052631578947442,-0.08498367067898605
