timestamp,close,bb_upper,kurtosis_20d,rolling_std_30d,volume_ma_20,macd_hist,rsi_14,amount,macd,rolling_std_10d,pct_change,skewness_20d,volume_ma_5,rolling_std_5d,atr_14,volume_change,open_close_range,volume_ratio_20d,volume_roc_5d,price_range,volume_roc_10d
2020-12-25 00:00:00+00:00,10.47,-0.5567940093482932,-0.7543410580521155,0.3785127458827159,0.7258757566440309,-0.5124359065351437,-2.499158406417932,-0.015758891646612202,-2.076509197840691,0.16007563645502068,0.15079365079365079,-0.4405738387447869,0.5353076984316536,0.3699195308198966,-0.3083150164292075,0.8164503248561645,0.759999999999998,0.18206676894208185,0.08195544992000665,0.05333333333333693,0.17310251256875686
2020-12-28 00:00:00+00:00,10.52,-0.5877823293250684,-0.7276828990570908,0.46132812380521593,0.7061763956872462,-0.49359121507145753,-2.4272229577361926,0.04914268310544707,-2.1108983202641403,0.287129569269068,0.19047619047619047,-0.43019956493540623,0.5439024905400422,0.28406403959162474,-0.34419636689984684,-0.4491664833219521,-0.6400000000000006,-0.277616347384265,0.10467174341395621,-0.5066666666666606,-0.3588720616682303
2020-12-29 00:00:00+00:00,10.67,-0.642956323373952,-0.7497910124734056,0.5350729758630892,0.6666303267441672,-0.37861428445089723,-2.33296900730487,0.19804869004489808,-2.102532648023539,0.29612593065213577,0.5674603174603174,-0.44221915656918254,0.5798771383404091,-0.18198860036950731,-0.36481073387535146,0.27673786478605267,-0.44000000000000483,-0.16586548016037728,0.26856599095644257,-0.346666666666664,0.19508679676592364
2020-12-30 00:00:00+00:00,10.57,-0.6477825704406892,-0.84735503025884,0.5101817735545568,0.6283516125982561,-0.15483874361735703,-2.0472393071195705,-0.20964041221502552,-2.03776298340568,0.08586088563827395,-0.37301587301587297,-0.4537098927599654,0.44759207719390603,-0.2200273432328655,-0.3776006311218465,0.43268419044294437,-0.03999999999999915,0.057925428362045436,-0.32881666438041246,-0.266666666666661,-0.1206109524468561
2020-12-31 00:00:00+00:00,10.65,-0.6817018145776946,-0.7673803921307141,0.5232850102165846,0.5494647384930914,-0.00865210407479646,-2.1026018941256552,-0.2809441378477297,-1.9870452260716782,-0.02955855319438852,0.30158730158730157,-0.3317191425778351,0.3789084776494788,-0.5544026774941185,-0.4233543773195443,-0.6406300186293207,-0.35999999999999943,-0.4773643789609301,-0.29377241527422787,-0.693333333333328,-0.23190327129268307
2021-01-04 00:00:00+00:00,10.49,-0.6767975302523186,-0.8940451868798049,0.5278369986646716,0.3960858496600372,0.1779661006202702,-1.9426477864287606,0.42347287911953,-1.906511211378769,-0.21301519981052805,-0.5952380952380952,-0.5759220389262475,0.20610603926309,-0.5909915187020667,-0.4721920137338799,-0.10876191244942664,-0.3200000000000003,-0.5051869627265949,-0.5916004436056342,-0.7733333333333311,-0.4444112334620563
2021-01-05 00:00:00+00:00,10.56,-0.6779532107939771,-0.8570022717577137,0.5489851602985595,0.38478441766835675,0.2507082444947259,-2.0428245733609725,0.3136969522799396,-1.8587394030645052,-0.3558019635589862,0.26587301587301587,-0.6091939201630145,0.3311220834166006,-0.6163606308779281,-0.4836638345069531,2.8185531645372963,-0.1600000000000037,0.7343195387172121,0.7297026535252266,-0.3466666666666593,0.6503822688107769
2021-01-06 00:00:00+00:00,10.27,-0.6783620206525324,-0.8312443779709602,0.5482478148677546,0.3836277860725542,0.3712701141745464,-1.895005235558304,0.12817030290557063,-1.78427584085175,-0.5995123530886459,-1.0912698412698412,-0.8030587723713453,0.4081275213691878,-0.6409127701670919,-0.5070202694006105,-0.04183636304362834,-0.35999999999999943,0.5461700252427644,0.4415522841076878,-0.5066666666666606,0.5849994413919828
2021-01-07 00:00:00+00:00,9.74,-0.6700672848808651,-1.0085352180855545,0.5380559574321268,0.4013136881983545,0.32111295719587823,-2.0840493871909618,0.6910323136880818,-1.7725556565806293,-0.5265350612684403,-2.0476190476190474,-0.6003296792149064,0.397170379974297,-0.33749261599960645,-0.5160043576260602,-0.17591257247373304,0.3999999999999986,0.2186374060473495,0.009224041247324188,-0.37333333333332536,-0.27107149824313637
2021-01-08 00:00:00+00:00,10.12,-0.6309527024482512,-0.6512552457739778,0.6101657844750872,0.4240417545709517,0.03682053418611234,-2.361940640420297,0.9981349430192665,-1.865331708277787,-0.19731758560641766,1.5476190476190477,-0.9062554500638533,0.6817603563995458,0.5935699216973734,-0.4417705309783978,1.465552357030416,1.519999999999996,1.2904592188491946,2.1165936825214025,0.6933333333333375,0.9288908093220197
