filter,removed,remaining,ratio
1_ST_退市,0,1599,1.0
2_停牌,0,1599,1.0
4_上市龄,0,1599,1.0
5_成交量,2,1597,0.9987492182614134
6_价格,0,1597,0.9987492182614134
7_换手率,7,1590,0.9943714821763602
