date,ticker,bb_upper,volume_ma_20,pct_change,volume_ma_5,kurtosis_20d,skewness_20d,rsi_14,rolling_std_30d,atr_14,rolling_std_10d,volume_roc_3d,macd,amount,return_20d,open_close_range,rolling_std_5d,volume_ratio_20d,volume_roc_5d,price_range,volume_roc_10d,fin_net_profit,fin_net_profit_yoy,fin_net_profit_deducted,fin_net_profit_deducted_yoy,fin_revenue,fin_revenue_yoy,fin_eps,fin_bps,fin_capital_reserve_ps,fin_undistributed_profit_ps,fin_ocf_ps,fin_net_profit_margin,fin_roe,fin_roe_diluted,fin_operating_cycle,fin_receivable_turnover_days,fin_current_ratio,fin_quick_ratio,fin_conservative_quick_ratio,fin_debt_to_equity,fin_debt_to_assets,fin_profit_quality,fin_roe_change,fin_roe_ma4,fin_leverage_ratio,fin_cash_earning_quality,fin_inventory_turnover_days,future_return_5d
2018-02-26 00:00:00+00:00,000026,-0.3421243045269948,-0.7607197717169669,0.9254237288135593,-0.8455896476249738,4.010543297768369,-2.035967368823711,-1.042192691226878,-0.01574745675601869,-0.06634600505676755,0.6791618459802051,-0.4743240390454407,-0.8435563099357137,-0.5030805507755873,-0.4566947201980955,-0.5555555555555545,-0.5725491603145851,-0.9495256416994738,-0.8752625197704257,-0.7777777777777789,-0.8811449080353692,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,-0.006329113924050722
2018-02-27 00:00:00+00:00,000026,-0.30545408155312537,-0.762778548596594,-0.04406779661016949,-0.8427280454267848,3.6121846974162,-1.9052395644393139,-0.515167051213332,-0.08094670719771939,-0.07937639635755118,0.41750512547066576,3.8013654615458936,-0.7724056501846598,-0.5712719471719104,-0.3405905264670012,0.33333333333334153,-0.28058364137635455,-0.1943080899780145,0.1130017540870587,-0.07407407407406932,-0.33005201922104865,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,0.01394169835234478
2018-02-28 00:00:00+00:00,000026,-0.29086239654742,-0.7691755032986443,0.3423728813559322,-0.8450927777899185,3.594946258803078,-1.8921953146463413,-0.5319503485341872,-0.12931991825833017,-0.13146601849733633,0.22680226824638774,-0.24523658066786386,-0.7103256575949758,-0.4885337954237227,-0.3652933056153744,-0.33333333333332676,-0.27257646686693976,-0.6539456145839275,-0.030495334421869177,-0.5185185185185148,-0.7900327546285361,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,0.012547051442910984
2018-03-01 00:00:00+00:00,000026,-0.27119472975078934,-0.7700099880971605,-0.29830508474576267,-0.8019065079596938,3.5674672509152408,-1.8920641293816423,-0.33692096285909506,-0.15205795730525576,-0.12651498924172666,0.07816372935416542,2.026548279061659,-0.6326367774333409,-0.44238372929619485,-0.33738755845907314,0.2222222222222277,-0.18976639578208093,-0.0721597405338397,3.430558922517935,0.0740740740740759,-0.15600914378345146,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,0.03164556962025316
2018-03-02 00:00:00+00:00,000026,-0.27145427194987876,-0.780339309520986,0.04406779661016949,-0.7753791795436848,3.531397336634127,-1.8387497470212235,-0.46863574831646576,-0.160962588466859,-0.17190507127641114,-0.002020320278981691,0.48441189238799015,-0.5826423884421954,-0.5236882368401823,-0.48331705532411423,-0.4444444444444406,-0.33850879912534493,0.305132299164454,0.7771637411137495,-0.48148148148147857,0.06081403278568257,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,0.03919089759797731
2018-03-05 00:00:00+00:00,000026,-0.2919369066545502,-0.7842659605934561,-0.2576271186440678,-0.7514420151752329,3.79015671633612,-1.9401659798283348,-0.44222324501740373,-0.17497092900469027,-0.2207180001067948,-0.27203170252631825,0.5801755792704147,-0.5340952548580595,-0.58473703497426,-0.37233973500909506,-0.33333333333332676,-0.7921723970895047,-0.2654621588136122,1.2123771812973076,-0.5555555555555545,-0.5598955249774383,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,0.038216560509554236
2018-03-06 00:00:00+00:00,000026,-0.289559910530594,-0.7958412935657508,0.647457627118644,-0.7739897842641784,3.8281107372203103,-1.9538477396103093,-0.5624262563965347,-0.16656631180644568,-0.2693767889198104,-0.36938547327058135,-0.6261734146318506,-0.5054531433643922,-0.34221595016365913,-0.3591646366933891,-0.38888888888888123,-0.7226392738761999,-0.6781462447056273,-0.4609775822330736,-0.5925925925925908,-0.41340891242932293,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,0.0024999999999999467
2018-03-07 00:00:00+00:00,000026,-0.2776844411881236,-0.7855336916092841,0.29830508474576267,-0.7118074445363296,3.8310001640287785,-1.9547514884042403,-0.1572460191919918,-0.16775816570435467,-0.2912324656668509,-0.41763359139432793,0.6126597020284646,-0.4380788739601257,-0.06517100298226,-0.35997524569558614,0.16666666666667324,-0.6235440353187116,1.0596510281758882,2.1663404171295353,-0.3333333333333333,1.8963851331327934,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,-0.03593556381660471
2018-03-08 00:00:00+00:00,000026,-0.2610619417269642,-0.769912822058977,0.33559322033898303,-0.6005132021305595,3.8215576833825264,-1.9700906461715442,0.016905454706839202,-0.17235503228259155,-0.24487706752162555,-0.4129603264778418,3.7313215569232385,-0.36194713912050963,-0.2902780768402255,-0.300962910335654,-0.11111111111110399,-0.4475927020212208,2.782206082189125,2.3894198822346513,0.40740740740741255,11.77981279517885,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,-0.04539877300613498
2018-03-09 00:00:00+00:00,000026,-0.23577935303106407,-0.7751917957569879,0.2915254237288135,-0.5607636153261342,3.9059108247059973,-2.026583667502856,0.20939679869374625,-0.17724564981745355,-0.24515524007491912,-0.3954254643297602,3.6477045022201784,-0.27721918475707025,-0.3133525357704706,-0.18456022779500741,0.16666666666667324,-0.24753337381092888,1.3122575358120931,0.7356993371120052,-0.07407407407406932,1.8115156799747532,108000000.0,0.016,107000000.0,0.039,,-0.0947,0.2469,5.41,2.42,1.6,0.66,0.0484,0.05,0.045700000000000005,456.23,39.57,1.96,0.59,0.59,0.68,0.4046,-0.16895637757526477,,0.05,1.6795403433988187,2.673136196289201,416.66,-0.06326034063260345
