date,ticker,bb_upper,volume_ma_20,skewness_20d,kurtosis_20d,rsi_14,macd,rolling_std_30d,pct_change,rolling_std_20d,volume_ma_5,return_20d,rolling_std_10d,price_range,volume_change,volume_roc_5d,volume_roc_10d,volume,price_position_20d,volume_ratio_5d,volume_ratio_20d,future_return_5d
2018-02-26 00:00:00+00:00,000069,0.7693682952543334,1.673752617585556,-2.0703473533648236,1.1754488617820797,-0.470115283759726,-1.1204217735070312,2.0860280875795896,-0.36929057337220605,3.9133956476038447,0.3496897765758315,-1.2345826325439766,4.429533458162896,0.23076923076923286,-0.051228665246944666,-0.7304086757672934,-0.5677061179761683,1.125856669043748,-0.3292782061670311,0.2621745464470034,-0.613177542585679,-0.02739726027397263
2018-02-27 00:00:00+00:00,000069,0.7398905603191779,1.6298344608683781,-2.02900420876931,1.1363275663271748,-0.5461674252303417,-1.200835020392354,2.1734055457139645,-1.2244897959183674,3.9971957667892677,0.41754585999498023,-1.3022158555953096,2.645840235821871,3.4615384615384657,1.0085279412372805,0.2646945938407461,0.17730116792984413,0.39202271352047824,-0.372068738320577,1.4119492393500326,-0.06239273064481687,0.02263083451202265
2018-02-28 00:00:00+00:00,000069,0.7652362831385842,1.4967460914756652,-1.8496835634367819,0.9236116819779338,-0.7849642325554845,-1.3526605311772157,2.2989929424294444,0.22157434402332363,4.069162095782921,0.4738925034798464,-1.6462846633558945,0.6022044207161993,0.5384615384615342,-0.6146236709436812,0.31523993671922734,-0.49566997940845103,0.07157858810765282,-0.5126662011107986,0.07932683451461807,-0.5464408564531033,-0.0014064697609002354
2018-03-01 00:00:00+00:00,000069,0.7686222699986084,1.3601567678063724,-1.8506888713201513,0.9200451277152264,-0.7136735958499165,-1.435449952665605,2.402357796291273,-0.10884353741496601,4.055607595842064,0.5174297792404625,-1.6382801614785671,0.2976542623450719,0.9230769230769247,-0.3710373278719529,0.30347118654884975,-0.9233010758799352,-0.11414373800859037,-0.4882144684516296,-0.49923481142186615,-0.7439773663472883,0.02538787023977429
2018-03-02 00:00:00+00:00,000069,0.7371267475595004,1.2162490139881112,-2.0080040863359083,1.1534678245388008,-0.7357148199280182,-1.4905979482477743,2.503213629584975,-0.6569484936831876,3.861558217172896,0.3791913654173573,-1.866044219377009,0.1512017378261408,0.4615384615384657,-0.25388501586222056,-0.4694427136462436,-0.8216040998758798,0.1005419275650364,-0.5004403347812143,-0.667662884055493,-0.845700240922531,0.07173601147776183
2018-03-05 00:00:00+00:00,000069,0.662106144662442,1.1342813767968791,-1.9452682112878694,1.1480537957464263,-0.8694412467213481,-1.5691113345491943,2.619609547790902,0.7269193391642372,3.5508325293924905,0.31031874729948483,-2.0370236081839006,0.044341474966771426,0.3076923076923082,0.4571982354941972,-0.220063775085317,-0.7655948040966117,0.04549905790867468,-0.5667970812709848,-0.2054264894868561,-0.6316660748457045,0.03239436619718316
2018-03-06 00:00:00+00:00,000069,0.5581144924268003,1.0559532760169943,-2.126283559532827,1.4064590382064535,-0.6086017866857226,-1.5509105848964633,2.7000278425392747,0.7113702623906707,3.2864433472217534,0.05634480326998842,-1.6699875378324058,-0.018944007689933286,-0.07692307692307535,-0.03872982116508902,-0.6423590144731178,-0.47625433091194597,1.2601056613935124,-0.46808651791507444,0.07018123918294182,-0.6461053248364702,0.012448132780082968
2018-03-07 00:00:00+00:00,000069,0.6228388046509753,1.0948505096034649,-2.2067581262129563,1.4563602401778786,-0.3595930632369037,-1.4571440677543233,2.7529376354543986,-0.6997084548104957,3.0129153746112505,0.260416536318113,-1.4014221667926379,-0.014629706114501343,1.769230769230774,2.0710775299009287,0.8631207774520246,1.0685915031458506,0.10724889763181647,-0.3715618123668984,2.018774154560509,0.4018639918582373,0.030985915492957837
2018-03-08 00:00:00+00:00,000069,0.621284522020763,1.0255128786225602,-2.1153134849019604,1.3831695138110107,-0.5328502135359673,-1.4239328049038673,2.7684239443529233,0.9290573372206027,2.615139728276467,0.2688020274751443,-1.6027599784602882,-0.020533663104266856,0.15384615384615752,-0.9376399191988609,0.09449000235662401,0.2815284928662235,0.21133218054023672,-0.462056079488947,-0.1366662690330868,-0.5771294622340907,-0.006877579092159536
2018-03-09 00:00:00+00:00,000069,0.6787798421975069,0.8682698279160963,-2.252269778329188,1.581031705869992,-0.21109468528416384,-1.301592856112147,2.7633811112157485,1.0689990281827018,2.26394407327859,0.3453159538532998,-1.2177774092186495,-0.08257783014396994,0.9230769230769247,0.2144615811838801,0.4933366919133964,-0.1770120244669298,0.8432652799228479,-0.3307055918791247,-0.05435390375464527,-0.39927177921364376,-0.03346720214190094
2018-03-12 00:00:00+00:00,000069,0.7868087812512048,0.8156838206096765,-2.169268831664171,1.4458529154981548,0.13137074176235303,-1.0971218540059537,2.714768460363876,-0.7269193391642372,1.7246399514661868,0.5199177497558036,-1.113302816200219,0.10065271333321534,1.2307692307692328,0.9809058648933983,0.8968412713871123,0.3855529246072061,1.1309385609290814,-0.17617560645580413,0.7503280537143233,0.25005777192876155,-0.04502046384720328
2018-03-13 00:00:00+00:00,000069,0.7976661187818719,0.8305734547214286,-2.052598166357784,1.3239716510379813,-0.08303557855106797,-0.9858441498870586,2.6659757021880752,-0.054421768707483005,0.8464695361605572,0.7750863612842349,-1.321136601035824,0.12895956043083112,1.0769230769230822,0.3446370037895483,1.3389835864612492,0.026924104375907257,-0.2587443844390153,-0.20494345329815272,0.7889489432770662,0.5173164129407819,-0.036885245901639406
2018-03-14 00:00:00+00:00,000069,0.8070338192816489,0.7290457807006088,-2.3590685237118154,1.997542135820241,-0.09841268520478354,-0.8895039404669741,2.575267179897115,0.0,-0.05759260341404649,0.4180302045509252,-1.0163195356398025,0.14280371109119502,-0.3846153846153836,-1.2051518659399296,-0.872118843051699,-0.49937021843995416,-0.27786958199638817,0.3375789252366226,-0.9540215820347355,-0.7926908386889286,-0.04644808743169397
2018-03-15 00:00:00+00:00,000069,0.7664947590533066,0.5077343613294498,-1.7751578468450617,1.1363258820064812,-0.09841268520478404,-0.8013997659612889,2.457461530541598,-0.5325558794946551,-0.1629105074377218,0.3274953129727054,-0.12438436104481602,0.15026767498125648,0.0,0.007427999005261041,-0.3822630230721509,-0.3256681794930533,-0.4087932698592617,0.5049762889926154,-0.906054917633969,-0.7080682512550003,-0.0415512465373961
2018-03-16 00:00:00+00:00,000069,0.7766699088238548,0.37005005401931634,-1.8563320042565512,1.3455705418953983,-0.26647119761850974,-0.766402607263242,2.245680776860284,0.0,-0.205466773547187,0.18171422640678925,-0.06153021075621364,0.08894958063365593,0.07692307692307535,-0.24206241953701702,-0.5976409445369839,-0.31947012287815535,-0.34025818077350906,0.23793763330097525,-1.0128830298486147,-0.7889702024840831,-0.06648199445983373
2018-03-19 00:00:00+00:00,000069,0.7032794563696462,0.22460939701434965,-0.7144092407653666,-0.6750963452280456,-0.26647119761851024,-0.7277620916788592,1.9574654406135488,-1.185617103984451,-0.3038120095970138,-0.0965122775456244,0.5514945655188709,-0.19787334385273075,-0.3076923076923082,0.22558277647950709,-0.8121102837527516,-0.40757213880818927,-0.004815742279508751,0.14447410193963203,-0.5368358381579027,-0.6187486151976276,-0.058571428571428594
2018-03-20 00:00:00+00:00,000069,0.7482382713393317,0.17491994110074516,-0.601051326799285,-0.7453403019256294,-0.6240944784964685,-0.7871379825514272,1.756626442556152,0.2759961127308066,-0.2946994919841428,-0.3635090542252438,0.13247831837109314,-0.03411657276199054,0.5384615384615411,0.8469604808868116,-0.676451074163672,-0.027278986248852177,-0.18267569592250976,-0.5252588448900383,0.9083383923497838,-0.13649626108128576,-0.053900709219858144
2018-03-21 00:00:00+00:00,000069,0.7140952860464082,0.1551503680833888,-0.5701339433811915,-0.6709159318823571,-0.5037123570024282,-0.7993750424834699,1.5688614739251812,-0.38483965014577265,-0.27203096979545666,-0.3456265821247416,0.049433701123848074,0.09228993405310053,0.7692307692307739,-0.25900516241412647,0.1711319068763067,-0.7334903262840596,-0.45590801243388335,-0.373046811519659,0.3526128271651841,-0.3583282417168709,-0.045845272206303765
2018-03-22 00:00:00+00:00,000069,0.6498549628906816,0.13495137522443387,-0.3744039559379697,-0.6023072163800663,-0.616952932899516,-0.8293208111061854,1.305832491609075,-0.33430515063168126,-0.22488957858833944,-0.38748042931477034,-0.17156190754432366,0.233244258631286,0.07692307692308217,-0.5038685056921971,-0.22873961944741594,-0.5246508289163582,-0.59740879874941,-0.5861436582381888,-0.3362538850242688,-0.715626951709137,0.004335260115606972
2018-03-23 00:00:00+00:00,000069,0.6044419281757788,0.07173168355305395,-0.19942918893617115,-0.5403897127273789,-0.7135407930662201,-0.8682346372518183,1.0994428499226894,-1.0106899902818272,-0.1779383608984214,-0.4318207748482375,-0.31939216096396034,0.44170766443642906,-0.1538461538461507,-0.3370517545050626,-0.2925079577605355,-0.7074377036120075,0.7547940197749157,-0.6165860649122669,-0.6734417602328017,-0.8755719622779684,0.014836795252225466
2018-03-26 00:00:00+00:00,000069,0.5467881826521177,0.09305152871800633,-0.04204648722624112,-0.6228529222379933,-0.9825213468431517,-0.968511551753623,0.8100687962126868,-0.8668610301263363,-0.0615553562796265,-0.17439237944936342,-0.5709013150456804,0.5944774238540164,2.076923076923082,4.55229015795323,1.906588170379007,-0.031646807110935884,0.20997638313644787,-0.6165860649122669,2.2798400000100614,1.011443335859013,0.024279210925644938
2018-03-27 00:00:00+00:00,000069,0.5735327689177514,0.03900375705406168,0.0045289354817607125,-0.7065013615393513,-1.1798082158006629,-1.1020271294042703,0.3753969404634864,0.4703595724003887,0.13548919286982064,-0.123898355363159,-0.6711621487725141,0.9601184152269228,0.3076923076923082,-0.5353243048378905,0.31790005739125843,-0.48583254117196295,-0.3095539097768492,-0.6165860649122669,0.8095517500799844,0.3147653235161787,-0.010494752623688198
