filter,removed,remaining,ratio
1_ST_退市,0,1615,1.0
2_停牌,0,1615,1.0
4_上市龄,0,1615,1.0
5_成交量,105,1510,0.934984520123839
6_价格,0,1510,0.934984520123839
7_换手率,87,1423,0.8811145510835914
