date,ticker,macd,rolling_std_20d,kurtosis_20d,bb_upper,rolling_std_30d,pct_change,volume_ma_20,rsi_14,skewness_20d,rolling_std_10d,return_20d,macd_hist,amount,volume_ma_5,rolling_std_5d,atr_14,volume_roc_5d,open_close_range,volume_change,price_range,future_return_5d
2018-02-26 00:00:00+00:00,000065,-2.127368848505855,1.5410287914084813,0.32907526503526113,0.6313384527422259,1.1921003213604398,1.1476091476091475,-0.30165787985776277,-0.7919010968649052,-1.4214815992251562,0.6697937231924892,-1.2613666799758505,-0.4508544999697189,-0.05357633474780292,-0.3584639609301239,0.2399941549607064,0.19535680549282872,-0.5199974287287232,-0.1538461538461507,0.4104884906548597,-0.19047619047618644,-0.014018691588785163
2018-02-27 00:00:00+00:00,000065,-1.9286559174043492,1.4539717636618736,0.29296316262636735,0.7711776711238101,1.1534540972077274,-0.5363825363825363,-0.30703555601714216,-0.3901617381443488,-1.3942119452608914,0.23168805287128916,-0.9587673535053584,0.04940008908944568,-0.11357451665490123,-0.34597322557133237,0.5516148535712536,0.1929707556922675,0.5105117142830891,0.9230769230769315,1.3788019911114822,0.1904761904761949,0.023668639053254566
2018-02-28 00:00:00+00:00,000065,-1.7899710280499104,1.362205003106404,0.24180031309398037,0.7876698284540327,1.1436689231833996,-0.04989604989604989,-0.30790420953656733,-0.5223088610928022,-1.3320840764113062,0.3131942834029934,-1.0184859432974367,0.3211036936397525,-0.18195546504486868,-0.3396102238583348,0.3353579004661795,0.15075248496634666,0.30117931286402805,0.15384615384616435,-0.20804174122002747,-0.19047619047618644,0.0011848341232227235
2018-03-01 00:00:00+00:00,000065,-1.6636695384185718,1.2065366466938008,0.2928139813326431,0.7707061715113832,1.115126852927659,0.3451143451143451,-0.31384052873778057,-0.534555840956577,-1.3220384180917424,0.3781598355791899,-1.1221288245980527,0.5119578382966544,-0.11622837145087664,-0.32717177029225525,0.010165555755305167,0.1235506009227541,0.8219100573424205,-0.3846153846153904,-0.312568350278758,-0.04761904761904661,0.02115158636897764
2018-03-02 00:00:00+00:00,000065,-1.5195274182867615,1.0241388682454495,0.28216246393374655,0.7660857503822093,1.066533518715173,-0.4407484407484407,-0.31674817734471866,-0.4039159551825531,-1.3655069731166372,0.4668316502811214,-1.0329630469314233,0.7028320085379252,-0.14084063662075572,-0.3125666977282024,-0.2098030712328109,0.09829170859656167,0.770354684819445,-0.07692307692307535,0.5765739331300265,-0.04761904761903815,0.04631828978622335
2018-03-05 00:00:00+00:00,000065,-1.4210143564711448,0.8087615551176416,0.24880968897385464,0.7433454377690877,1.0319850418204817,0.09979209979209978,-0.31808496749137893,-0.5270914864149479,-1.3159017940231583,0.18282951059125765,-1.0836492893194107,0.7578547111725968,-0.23409951640470794,-0.3046875240265592,-0.4020758556893176,0.07483702286509657,0.4008694080433285,-0.1538461538461507,-0.054479712776380106,-0.04761904761904661,0.05094786729857817
2018-03-06 00:00:00+00:00,000065,-1.3195228837599635,0.6530916964858873,0.5676548797369293,0.6983572692317298,1.015333875507483,1.0353430353430353,-0.33009839364984805,-0.4863118559815109,-1.5627825069656185,-0.021427844530343028,-0.855878053296424,0.8082486601224879,0.161623794163863,-0.3256140804093972,-0.5593915937500704,0.00105422285857437,-0.4654346397775668,-0.46153846153845207,-0.5100134705192909,-0.6666666666666611,0.011560693641618455
2018-03-07 00:00:00+00:00,000065,-1.1480221096184902,0.44827261373740185,0.4426792478674418,0.7993388522892537,1.0000077194513182,-0.9604989604989604,-0.32216885272022927,-0.07995979201663793,-1.4741250820662446,-0.11428631250205254,-0.7139089228617597,0.9984304423035353,0.06119287352177395,-0.2941788836914636,-0.154370301732328,0.05254958201443124,1.02099475516213,0.8461538461538561,3.6848645102621043,0.7619047619047712,0.02130177514792917
2018-03-08 00:00:00+00:00,000065,-1.0721582127332803,0.25270634528194624,0.35471749143495934,0.7991468209577458,0.9793984517861228,1.1808731808731807,-0.31639620795461226,-0.38351043007185764,-1.4198306910463627,-0.31546702364274143,-0.7590205687735293,0.9458491312024983,0.0946748304974888,-0.2666140773339976,-0.1629093106132256,0.06836457878740652,1.1040472309133855,1.0000000000000069,-0.24771017091286626,0.3809523809523814,0.008055235903337203
2018-03-09 00:00:00+00:00,000065,-0.9126867226822023,0.16322574970246642,0.6241223536957192,0.8670544646785227,0.906206290121983,0.5738045738045737,-0.3157487923375397,0.03328145255101838,-1.5989316892080956,-0.32000385029889056,-0.3216718271673947,1.0827601239433606,0.22861929827241342,-0.24271514726550847,0.07540102182034623,0.10705152476612345,0.8011320423734923,1.5384615384615343,0.2294337638538702,0.6666666666666695,-0.018161180476731
