date,ticker,bb_upper,atr_14,volume_ma_20,amount,rsi_14,macd,rolling_std_30d,return_20d,kurtosis_20d,rolling_std_20d,pct_change,skewness_20d,rolling_std_10d,rolling_std_5d,volume_ma_5,volume_roc_10d,volume_roc_3d,volume_roc_5d,price_position_20d,price_range,future_return_5d
2018-02-26 00:00:00+00:00,000045,-0.22661373287398043,0.24154598502904334,-0.41417200838472523,-0.26998617815519216,-1.1433007287242547,-2.365704267972305,2.5482021565864814,-1.3279735943682,1.1900225689091826,2.968309292000017,0.8231292517006803,-1.6075769696404285,0.12152854866567521,-0.41374794716821117,-0.6398157501628371,-0.3174990700432804,0.1442412507938409,-0.5360898481715367,-0.3700834725655032,-0.5499999999999992,0.022309711286089228
2018-02-27 00:00:00+00:00,000045,-0.12499472682965578,0.16905687221248958,-0.4068637279622485,-0.3387657925759829,-0.7526584129962692,-2.188034262502728,2.5071764598417037,-1.221866880761096,1.0883582333508957,2.786945438285416,-0.09183673469387756,-1.5511915567363028,-0.045839224093217036,0.1906559161761439,-0.5902040243222265,0.8702340042425227,2.98324462608114,0.8465586006751493,-0.24356674916671264,-0.35000000000000264,0.13009198423127455
2018-02-28 00:00:00+00:00,000045,-0.08230229590406621,0.10759154630863743,-0.39432512075827086,-0.5473837395651218,-0.7650914875167476,-2.0260358399561547,2.446126310765201,-1.229338504875475,1.0867930629288132,2.559273293199809,-0.09183673469387756,-1.5479835774883643,-0.0356062808551625,0.2283216694072584,-0.5602419741722603,-0.3592603573341237,0.78877922167645,0.5240214880008401,-0.25022552408243837,-0.2000000000000009,0.13552631578947383
2018-03-01 00:00:00+00:00,000045,-0.08679317122773769,0.056362593966580686,-0.40503893631456905,-0.4282415973265581,-0.7783509932018501,-1.8781618589879594,2.3759263150605507,-1.2790065624171318,1.0913111623989578,2.2449404351351037,0.35374149659863946,-1.5355271705060844,-0.10658421019221846,-0.17131730345594748,-0.5443053773338378,-0.5640540057586619,-0.4185708136100719,0.5296654456570201,-0.2568842989981646,-0.14999999999999733,0.10403120936280881
2018-03-02 00:00:00+00:00,000045,-0.08001307728407966,-0.02043711319435617,-0.40718169942582855,0.1393076197123657,-0.5771011154614899,-1.7125912563125743,2.29030302280754,-1.1818295011684645,1.0840938146603454,1.870543198166851,0.7482993197278911,-1.5588425155893348,0.036656034832191556,-0.427676801906675,-0.528630100120519,-0.2849552275522744,-0.4155431610841766,0.3242412238471256,-0.19695532475663188,-0.39999999999999736,0.07878017789072428
2018-03-05 00:00:00+00:00,000045,-0.022863813955647867,0.15962657803726682,-0.38059462688985424,-0.2657586344662547,-0.2014334173616767,-1.5076394656650813,2.1730573735196868,-1.0787717951480311,1.0128909421826702,1.3674909250024876,-0.39455782312925175,-1.5298691700896083,0.13734449440331611,-0.2898465136780788,-0.3936604639008389,0.4652030998064322,1.4887248239096436,2.035771292631086,0.045559187161243714,1.7500000000000044,0.09756097560975618
2018-03-06 00:00:00+00:00,000045,-0.003208202668554817,0.0637588857339552,-0.41597553442496793,1.9759969333496614,-0.33499956733307157,-1.3533337792080502,2.106946889448724,-0.8752117166619003,1.4611535189093925,0.9859389393671598,3.489795918367347,-1.7451526882416288,0.13900531334752045,-0.25953793814873943,-0.39650767772659723,0.7219007086651177,1.6909478195970913,0.02128206738841669,0.04241010946247086,-0.5,-0.012790697674418539
2018-03-07 00:00:00+00:00,000045,0.3369093306436582,0.3722664192642254,-0.2949792913489484,2.865900757232949,0.8801350706038622,-0.9694797746927778,2.0153793329546406,-0.11894021341549138,1.1930249856081407,0.8631449822410993,0.07142857142857142,-0.5667025060318308,1.065966034542791,2.0521551444262203,0.11098283481089428,7.5480977426704206,8.724845914908228,5.858161319804372,0.7540516115138871,2.9000000000000106,-0.04750869061413675
2018-03-08 00:00:00+00:00,000045,0.48952581843456705,0.5885857827183824,-0.11968587659871792,1.1017532856889778,0.9130268434593639,-0.6476486614989452,1.9362702200321191,-0.08750849214331129,1.1984360892653545,0.7529325437651782,-0.598639455782313,-0.5830611156650845,1.4713206862586157,2.553028055095371,0.8457980194312592,19.95698595584003,3.731056606697472,15.998033300180222,0.9550127325512502,2.3000000000000123,-0.002355712603062376
2018-03-09 00:00:00+00:00,000045,0.5248365328827116,0.6316119482862083,-0.13580621968385131,0.7831516379869635,0.6614534845061292,-0.42984009316929644,1.8228417551009286,0.5735021303898369,2.2297406858706976,0.9182992660003504,-0.04761904761904762,-0.20163383811494323,1.5398977263314686,2.1545432842128487,1.1776700430202307,5.422596703266639,3.3982321766011725,4.812655553238853,0.8182123392741938,0.9500000000000097,0.0
