date,ticker,bb_upper,rolling_std_30d,atr_14,volume_ma_20,macd,rolling_std_10d,macd_hist,return_20d,kurtosis_20d,rolling_std_20d,volume_ma_5,pct_change,skewness_20d,rolling_std_5d,volume_roc_5d,volume_change,volume,volume_ratio_5d,price_range,open_close_range,fin_net_profit,fin_net_profit_yoy,fin_net_profit_deducted,fin_net_profit_deducted_yoy,fin_revenue,fin_revenue_yoy,fin_eps,fin_bps,fin_capital_reserve_ps,fin_undistributed_profit_ps,fin_ocf_ps,fin_net_profit_margin,fin_roe,fin_roe_diluted,fin_operating_cycle,fin_receivable_turnover_days,fin_current_ratio,fin_quick_ratio,fin_conservative_quick_ratio,fin_debt_to_equity,fin_debt_to_assets,fin_profit_quality,fin_roe_change,fin_roe_ma4,fin_leverage_ratio,fin_cash_earning_quality,fin_inventory_turnover_days,future_return_5d
2018-03-12 00:00:00+00:00,000002,0.9500387102606263,3.1683069665017274,2.39148172801239,-0.6458836167541333,-0.8963445162561771,0.29695191455778974,0.23124446686877323,-0.8130615507996705,0.22831959320885134,0.9630142908836903,-0.7350196596156178,-1.1027857829010568,-1.0528648115558574,0.7612887359138234,0.03460030883668616,-0.10344946960119208,-0.1094788229966638,-0.3952608891842386,-0.11956521739130431,0.4722222222222178,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.03887850467289716
2018-03-13 00:00:00+00:00,000002,0.9208092935188199,3.047003481399267,2.3497766750875884,-0.6382882209763526,-0.9061095682600864,0.018058431025476662,0.15825251186066677,-0.9332258818038823,0.10440463644179925,0.4090975385603234,-0.6136323176191079,-0.1344860710854947,-0.9559247800310261,0.2929547964313603,1.0382163102281756,1.8053212089341577,-0.9996430452743353,1.1040697559653356,1.5326086956521778,1.888888888888891,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.04284103720405864
2018-03-14 00:00:00+00:00,000002,0.8963492052430431,2.7485198540762363,2.119310522128695,-0.706187426914182,-0.9178717290865586,0.04864903035926321,0.09466638417168624,-0.7164021383277407,0.3306930522623287,0.020835608724494442,-0.8013470453233313,0.38424591738712777,-1.1230670310316853,0.4050187527716429,-0.9854668064159666,-1.2459008662438926,-0.7803573243875165,-1.0084279411612231,-0.33695652173913454,-0.36111111111111877,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.03876257920238536
2018-03-15 00:00:00+00:00,000002,0.8955327477754748,2.3482857368843275,1.9677332245267152,-0.796399428243479,-0.8890493122607522,0.04864903035926321,0.14931902476557735,0.04265743863144832,-0.2828705992370624,0.02360356310829881,-0.8389642243216228,0.007684918347742562,-0.38332084503507735,0.46059934456203266,-0.279496062928805,0.9205192274264761,-0.9273394974447124,-0.2212354548552292,0.2717391304347839,0.05555555555554459,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.05524449421425907
2018-03-16 00:00:00+00:00,000002,0.8299719594651368,1.9892804884134696,1.8136056651916446,-0.8429857888844905,-0.8591026494928335,0.01421934603725651,0.19596422214385278,0.09501683660234009,-0.26650974372296055,0.025805661132145854,-0.890473068867953,0.02305475504322767,-0.42871624013239984,0.046308644350927616,-0.4349254283231968,-0.3629347405565848,-0.7301318306579057,-0.5954866719492576,0.14130434782609044,-0.2222222222222277,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.05829596412556062
2018-03-19 00:00:00+00:00,000002,0.7271359522172586,1.5658076582887812,1.7061597814024623,-0.8979062011934182,-0.8274493502555285,-0.05385256303162783,0.2377177038668076,0.5217750862316769,-0.20442963441267215,-0.14133313151829707,-0.8839724283176662,-1.440922190201729,-0.13898670490818843,-0.8322615037511246,0.08561267022900179,0.7350416271824958,-0.6622180173186577,0.07248370999601321,0.4891304347826142,-0.5277777777777821,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.048619214313496695
2018-03-20 00:00:00+00:00,000002,0.7976615123677087,1.3162844114768184,1.6643565203660398,-0.9036746641880341,-0.9138627939753453,0.19871621713373333,-0.03585781592446214,0.027915841958915073,-0.22517006677153206,-0.09050831088741297,-1.0086893285495153,-0.2920268972142171,-0.02082027692016872,0.2907472342683002,-0.6191005655375219,0.22383692737058,-0.8397689151348804,0.7776376624414645,0.945652173913053,2.083333333333327,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.012563800549666286
2018-03-21 00:00:00+00:00,000002,0.8148207839255397,1.276620184982615,1.5653417545183845,-0.9270039975319534,-0.9972596527974807,0.3795607234277662,-0.2468749890618879,-0.26805627887926936,0.07361282481820841,0.05829215165839484,-0.9726162471703057,0.5494716618635926,0.19587816730421723,0.8508574679958645,0.5329569643331723,-0.3791797157923343,-0.7436383505688172,-0.05454949145838428,0.46739130434782805,-0.5,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.012795657231485007
2018-03-22 00:00:00+00:00,000002,0.7739896446087428,1.0590348184972387,1.4733994719455619,-0.9182776501158596,-1.0119856863320804,0.4864853415314208,-0.23714180543793453,-0.2947723371519582,0.12215202419690561,0.13234102702153036,-0.9643311886085008,-0.649375600384246,0.22043953827193322,0.7318049338235555,0.1050833599193609,0.3384219994575439,-0.9652945280804385,0.28477742412295304,0.46739130434782805,-0.13888888888890094,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,0.11774002370604507
2018-03-23 00:00:00+00:00,000002,0.7159021679772555,0.8177001680912039,1.3880244952707985,-0.9277179843002303,-1.0661091339164341,0.44147739761157223,-0.33179012791983054,-0.5591049176462352,0.3377465591268974,0.2164291722737694,-0.9728951439381006,-0.09990393852065323,0.4718284846391688,0.5625889779632851,-0.0828186412923182,-0.5414683602375607,-0.3430196290443317,-0.5355897640682059,0.46739130434782805,1.0555555555555545,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,0.0880952380952382
2018-03-26 00:00:00+00:00,000002,0.5895366787617189,0.5241268910203888,1.560685215629642,-0.9106217157459316,-1.1073003980727103,0.3150810471744474,-0.37388458613949316,-0.8289005695635503,1.038268196804696,0.10348081547246482,-0.8855493679860397,-1.0643611911623438,0.6609410427753609,-0.3423180587399705,0.8309826171512622,2.3699579003052285,-0.7284752834844326,1.4194514437916863,2.6847826086956643,2.25,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,0.12919051512673754
2018-03-27 00:00:00+00:00,000002,0.615517558802232,0.2683455885803731,1.542650206567368,-0.939312471573799,-1.2114168326524788,0.6159424742167896,-0.5711681399036995,-0.8999966663050657,0.904084808846513,0.17010965234715636,-0.90049927734459,1.1488952929875118,0.6367823735543371,0.35176549789942707,-0.10399835856653843,-0.6250075493646254,-0.1726771373386195,0.1286364242425319,0.5760869565217432,0.5277777777777724,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,0.10417495029821078
2018-03-28 00:00:00+00:00,000002,0.6021274779477825,0.06996205955071497,1.6083962170692396,-0.9290682642805859,-1.1967533025327566,0.5895337349847869,-0.42016227237946,-0.4015977743356822,0.6230800089574102,0.23085070882304334,-0.7499805163239321,0.5379442843419788,0.6733935495110309,0.3059135414920778,1.64291441309028,1.493033141550411,-0.5241446948903491,1.4040275970924125,1.1630434782608756,-0.30555555555556435,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,0.05773762765121755
2018-03-29 00:00:00+00:00,000002,0.5689308810468601,0.0964214119929362,1.7385616770331578,-0.9394569418908908,-1.1335450536166307,0.38353351692323423,-0.1731393468088816,-0.26289863496083604,0.4274121418954114,0.25517109161145257,-0.7004552272943495,4.338136407300672,0.4970994210440207,0.04237608828461535,0.48928104233177167,-0.48775954310020475,0.7996421211197058,0.20922793767520445,2.6630434782608856,1.611111111111109,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.08978437610463058
2018-03-30 00:00:00+00:00,000002,0.9412516737446328,0.16639426888426986,2.2116961752700237,-0.8453687693454118,-0.738916958702459,1.1518132674256478,0.8861839926667324,0.6147524832530944,2.169315251669331,0.4351310019150064,-0.3022250488395158,-1.1181556195965419,1.6860302851185416,3.231363849525847,5.295974436823656,2.777562757728611,-0.18691373940687755,2.2356893935559636,6.097826086956551,6.611111111111109,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.040481400437636865
2018-04-02 00:00:00+00:00,000002,1.0404332047041807,0.14257220106084503,2.10702874869088,-0.8099453281220048,-0.5209497449739777,1.3417582840988025,1.2743172307011124,0.40700413588923995,1.9819698080343133,0.481490726278983,-0.26700221162530346,0.345821325648415,1.6188485463633917,3.6195957794961053,0.24088359344389937,-0.8219834750202009,-0.2817689705841581,0.09409614423895749,0.4239130434782636,0.47222222222220794,,0.2054,,0.2143,,0.4706,0.748,9.1,0.73,4.79,3.89,0.0965,0.08130000000000001,0.0823,1284.8,5.78,1.2,0.3,0.3,6.1,0.8101,0.4364631609367596,,0.08130000000000001,5.265901706678744,5.200527806781007,1279.02,-0.03186097031136866
