date,ticker,skewness_20d,macd_hist,volume_ma_20,bb_upper,pct_change,kurtosis_20d,rolling_std_30d,amount,return_10d,macd,atr_14,rolling_std_10d,return_20d,rolling_std_5d,price_range,volume_ma_5,price_position_20d,rsi_14,volume_roc_10d,volume_roc_5d,future_return_5d
2018-02-26 00:00:00+00:00,000004,-2.129059424003236,0.4628280900975635,-0.6573336066197011,0.05513562804420899,0.15584415584415587,2.7263164159878226,-0.01403637047526214,-0.28008855219310735,0.21006121489512133,-0.9078867901231519,-0.30867566471648905,-0.6978928727952185,-0.3447144058148888,-0.6495770938401823,-0.4927536231884072,-0.5771924491783552,-0.3116979587190488,-0.6184760462629005,-0.4893556614495529,-0.5377288644883248,0.024054982817869337
2018-02-27 00:00:00+00:00,000004,-2.1248207210485957,0.5212350560831895,-0.6495366804301617,0.06306115254735302,0.3261183261183261,2.7074597116921293,-0.06543421775721336,-0.27686941650284136,0.24515064096963723,-0.8371909591617525,-0.3268124400893299,-0.6803981543158284,-0.33723986404081485,-0.6072425415462727,-0.24637681159420619,-0.5694629685920063,-0.23584226079174544,-0.4595202504398255,-0.04654412644382013,0.23633635085720364,0.029126213592232903
2018-02-28 00:00:00+00:00,000004,-2.0637621876821233,0.6196663630722433,-0.6421381132000622,0.09525319308779895,0.0,2.530602395963022,-0.14703197926021547,-0.38849247759080957,0.39732087178522435,-0.7431932854753762,-0.3009860773633844,-0.6543765132447448,-0.2804654026105211,-0.48345911600503205,0.24637681159420619,-0.5615659952481685,-0.07723489239829208,-0.14262834620851242,-0.2142815877238207,0.24315352891460895,0.014563106796116367
2018-03-01 00:00:00+00:00,000004,-2.427811574846471,0.6733208955903616,-0.6528673580370987,0.1113869533176225,0.26551226551226553,3.1245786679014653,-0.19350465187086838,-0.38920327438444685,0.3513343324256039,-0.6605029686723043,-0.31841717797150937,-0.648639517259048,-0.3989115966250831,-0.4547947894195765,-0.23188405797101547,-0.5461876787364844,0.012834952547499726,-0.14262834620851242,-0.42973978399132967,1.065668231081231,0.010101010101010142
2018-03-02 00:00:00+00:00,000004,-2.6106124487530775,0.7467240284757611,-0.6546607998254494,0.13747829308538065,0.48484848484848486,3.5211308407372943,-0.24079506618663135,-0.29031430344960085,0.37567448306591666,-0.5640766768091763,-0.312014441888754,-0.5882511517865402,-0.2553979582639509,-0.3845678287917655,0.028985507246376288,-0.5381976538607082,0.2170432391873708,0.11711434534633265,-0.07309775086414214,0.42762220526420597,0.002365184484389816
2018-03-05 00:00:00+00:00,000004,-2.453384115845304,0.8708698840341706,-0.6474060385267661,0.18562623372079817,-0.380952380952381,3.2077756823591796,-0.28483878880872365,-0.41424613751861433,0.5201124918251052,-0.4381665255958696,-0.3274028711694155,-0.4541255257629871,-0.1181481405335355,-0.22895387146641283,-0.21739130434782988,-0.5029807507397598,0.7045414348574789,0.5370794671622208,0.4141467103593064,2.6050499699764216,0.04266538830297222
2018-03-06 00:00:00+00:00,000004,-2.425982310541207,0.8450821266503138,-0.6501267806314899,0.18303107023719897,0.4704184704184704,3.130852427856271,-0.2914447781278722,-0.30488266743717646,0.28457610277338047,-0.3686362725274213,-0.34796678195114467,-0.425848212055179,-0.1259236980014606,-0.35738014437074855,-0.289855072463768,-0.5308589897085007,0.4259092285128795,0.16633330441268926,-0.34562263742536536,-0.4713488354868223,0.10377358490566034
2018-03-07 00:00:00+00:00,000004,-2.2991171632187606,0.8951066654399524,-0.6446059552185024,0.20862840561062349,-0.4098124098124098,2.8437006202796873,-0.31327568765280495,-0.3788945970872946,0.5232990672052523,-0.26726456562117323,-0.3256491188233904,-0.3812407339098245,-0.02427223811161241,-0.3041678396090266,0.18840579710144845,-0.5371802904448486,0.9433690390162708,0.5410389727109843,0.07034692371227853,-0.05960462123274641,0.06889952153110054
2018-03-08 00:00:00+00:00,000004,-0.4597524416203322,0.811992176414146,-0.6498738805452065,0.19895621734236227,0.13852813852813853,-0.3451730715940663,-0.33180003706318345,-0.40149842790456736,0.34673921489562926,-0.2213848064460919,-0.35888760767206623,-0.42186081107931833,0.2510510666162514,-0.441919761115522,-0.43478260869565466,-0.5361567235935263,0.6064515244757926,0.17042735446314047,0.9513510211801115,0.0965299126952161,0.08095238095238091
2018-03-09 00:00:00+00:00,000004,-0.49278493866666767,0.7578221815166329,-0.6588840659722108,0.1962905208735958,0.25974025974025977,-0.1860940718986319,-0.34670541108684294,-0.35489595812643077,0.36770494514262003,-0.16995216413180933,-0.4023012287880669,-0.46784458096414344,0.389660591514409,-0.5083222019616701,-0.5797101449275412,-0.538793183665114,0.7187573626559535,0.28204017507802975,0.2479890163957068,-0.025630464153526013,0.07597923548843791
