date,ticker,pct_change,bb_upper,return_20d,volume_ma_5,rsi_14,rolling_std_30d,macd,rolling_std_10d,return_10d,skewness_20d,volume_ma_20,amount,rolling_std_5d,kurtosis_20d,volume_ratio_5d,volume_roc_5d,volume_roc_3d,open_close_range,volume_ratio_20d,volume_roc_10d,fin_net_profit,fin_net_profit_yoy,fin_net_profit_deducted,fin_net_profit_deducted_yoy,fin_revenue,fin_revenue_yoy,fin_eps,fin_bps,fin_capital_reserve_ps,fin_undistributed_profit_ps,fin_ocf_ps,fin_net_profit_margin,fin_roe,fin_roe_diluted,fin_operating_cycle,fin_receivable_turnover_days,fin_current_ratio,fin_quick_ratio,fin_conservative_quick_ratio,fin_debt_to_equity,fin_debt_to_assets,fin_profit_quality,fin_roe_change,fin_roe_ma4,fin_leverage_ratio,fin_cash_earning_quality,fin_inventory_turnover_days,future_return_5d
2018-03-12 00:00:00+00:00,000016,0.12296564195298375,0.3046282329860363,-0.46513037981347805,0.20075481893633002,0.5648205027109142,1.077986542948441,0.02738614553032579,0.39059906794996946,0.6477221624246303,-1.6755205881381674,0.09824955054901038,0.28687953582143744,0.899777256959024,1.62355068951766,-0.3987562943261969,1.574437255490298,-0.6306459962588332,0.700000000000023,-0.08724668819239197,0.3184353035250566,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.0749574105621805
2018-03-13 00:00:00+00:00,000016,-0.061482820976491874,0.26013642873459775,-0.3824106489184341,0.31331121224146324,0.6039664502141072,1.0391844321359762,0.13036222927445865,0.502138024206663,0.6666788514154585,-1.7289054922901754,0.09845417658797699,-0.01607670884482256,0.006944268889604407,1.6906534655079828,-0.18285273581431488,1.8546180035137318,-0.3651572449150659,-0.5999999999999893,0.25622270177628603,0.6166826946514132,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.12286689419795217
2018-03-14 00:00:00+00:00,000016,-0.18444846292947562,0.22562568836592933,0.48009353886213346,0.1475313593213946,0.5779346802330679,0.9207735178758663,0.20732014885913155,0.4895650571264039,0.8819337670569862,-0.8635346192916522,-0.019211353562090958,-0.2084399762537497,-0.5373586190547762,0.36274456773529995,-0.6823519833319183,-0.6612958889410271,-0.5648096732957709,-0.49999999999998224,-0.1832485167200783,-0.01794991147659148,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.08919382504288158
2018-03-15 00:00:00+00:00,000016,0.31103074141048825,0.2256256883660536,0.850841668298006,-0.03729627346848026,0.4962275220422716,0.7831358106870153,0.2536183703383559,0.44541598544070715,0.7133246616007184,-0.7917528901860506,-0.09129908609211129,-0.034196966638755946,-0.5373586190547762,1.04593486628321,-0.9262384082486654,-0.8072195265020821,-0.5912262849431483,-0.39999999999998403,-0.5108518033966906,0.036206445108338654,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.07312925170068023
2018-03-16 00:00:00+00:00,000016,2.274864376130199,0.2078190953434106,0.8599455396166635,-0.13301587033550327,0.613092391128625,0.5815939294064205,0.3129601786733624,0.32853578543929357,0.9008089875902826,-0.7991545398674567,-0.10485316123862413,1.344844982290709,-0.6754960059478664,1.0453219088234629,-0.0552211023458947,-0.48919142487363754,-0.46637775218047606,-0.09999999999998935,-0.04422830725690701,0.22429123688614203,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.06400000000000006
2018-03-19 00:00:00+00:00,000016,0.3471971066907776,0.39757603749447473,1.9379898516943421,0.11034653562874841,1.3028828193318496,0.5410511207781619,0.5322143931542356,0.4995676007139783,1.7227312361021236,0.9022033993879414,-0.07820807209303766,0.9314252131927435,0.8247783270572155,0.18515203494313504,3.110903611132822,2.0857738472186775,3.313788288906306,3.0000000000000266,3.134991579400497,5.51827827379429,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.045958795562599054
2018-03-20 00:00:00+00:00,000016,1.5479204339963837,0.49892118287692633,1.6255775670695292,0.22239859055435007,1.392000964177082,0.5658822523581624,0.7285871917758604,0.49774419872341213,1.8217306762083536,1.1677410590529598,-0.054336297337297376,0.8956994045832765,1.3829229225124045,0.9966214955783884,1.3727682307154194,0.8291309061673365,3.79062167611804,-0.5999999999999893,1.907580037690548,3.409652325904248,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.036474164133738635
2018-03-21 00:00:00+00:00,000016,-1.2658227848101267,0.6507545670486934,2.0433963078257844,0.39184953154507096,1.7416290180209468,0.6266661295464223,1.0034749624170871,1.0146123036602166,1.8526161081805803,0.8516846727945832,-0.023301600718767877,0.7516797347041202,2.153825035177203,0.21175362432784367,0.7598287351707176,1.797679827260179,2.164878639715898,2.100000000000025,1.6696721777981374,0.09717684571772119,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.0031496062992126712
2018-03-22 00:00:00+00:00,000016,-0.2278481012658228,0.648496518411668,1.649367381217019,0.5675056358125279,1.1191768813020366,0.5950429511366496,1.1017926074235798,1.089439280894377,1.0812525370755497,0.37925733519079013,0.02002480522316809,0.4213613999771124,1.5723796105280516,0.0775609699691375,0.060529088508955345,2.6429699820126085,-0.4458853692433179,1.600000000000025,1.1537691127180254,0.04069377354877785,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.022187004754358253
2018-03-23 00:00:00+00:00,000016,-2.6365280289330926,0.5756718288879078,1.4017048734831723,0.6487423905976917,1.0197024319412615,0.6086193723117008,1.149933196567561,1.1197688230280616,0.8215716734077533,0.5491733258641536,0.046764628646053914,0.8845872881634387,0.36991419738683895,0.14683773411832587,-0.5757223311252683,0.9205391397512124,-0.42251486175103176,-0.39999999999998403,0.4893115055770858,0.001508409711922035,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.11623931623931635
2018-03-26 00:00:00+00:00,000016,1.0524412296564196,0.6630849312419861,0.5101471710875696,0.5636037679030275,0.08437333354908816,0.5479890341061682,0.9608529190788189,1.1197688230280616,0.08783689060488836,-0.5349150742816344,0.08802330109546928,0.7402876935975432,1.6885273239983656,0.9986853873762966,0.5450020417444132,-0.20113586806226957,0.17133632330999535,1.200000000000023,1.43608580857614,1.307048436521266,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.08471760797342205
2018-03-27 00:00:00+00:00,000016,1.9240506329113927,0.6537515334329117,0.7338144876827976,0.5415918742981619,0.3712441048705221,0.5078545820700792,0.8841102199089689,1.040385426965976,0.3724463725989226,-0.627806458047427,0.12152033104956352,0.8209286289643828,1.9050646621498744,0.8191774519998242,0.29556605084126153,-0.017158396885058498,0.19259804529618543,1.3000000000000125,1.035566388911287,0.6489056241900438,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.045741324921135654
2018-03-28 00:00:00+00:00,000016,0.16998191681735986,0.5707056392381076,1.3613492330169772,0.5294202078707183,0.8297157972580796,0.5744326561737826,0.9667414778062471,0.9665565626599378,1.0001414144574399,-0.7011351933156089,0.15425670791312884,0.4509993110435021,1.3182277496797514,0.6746616679789926,0.3278966893834106,0.023302844888258144,0.6586208015012037,0.9000000000000196,0.9530898224868422,1.5801238032735585,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.04552590266875982
2018-03-29 00:00:00+00:00,000016,0.4556962025316456,0.5766157678207444,1.3217246729940093,0.47751050470424994,0.8688841054849772,0.6081066186405871,1.0370244980280676,0.7834563365511513,1.1194608311705758,-0.676249601788734,0.18124991394969814,0.8664115458056934,1.356855189805254,0.6608647979522765,-0.2818117426727039,-0.18003160412389022,-0.42527427721056205,1.7763568394002568e-14,0.25453389667784676,1.7776344532231685,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.003100775193798383
2018-03-30 00:00:00+00:00,000016,0.44846292947558775,0.616843254574062,1.5018697913290353,0.5576372647523198,0.9754636401499407,0.6518166037442289,1.120327235031716,0.5890667415344962,1.1675136092033487,-0.79028596525264,0.22040194869671523,0.4116309504423441,1.6156184762029882,0.7888498031079776,0.28420201048688165,0.583671688496599,0.08732166791923096,0.10000000000001599,0.7977841551154904,1.65389894334191,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,0.016845329249617062
2018-04-02 00:00:00+00:00,000016,0.0,0.629016700678534,1.6674295048552161,0.440318926479735,1.0813346724683508,0.6313893031470701,1.2128812859014295,0.6910999481766991,0.5868066448506439,-0.896459078331728,0.24861078497958972,1.913185937327755,1.0091047407134064,0.9196048459609975,-0.3579053993368959,-0.4089254745127543,-0.38723598223420874,-0.49999999999998224,0.026350505408169852,-0.5381985853190004,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.006125574272588061
2018-04-03 00:00:00+00:00,000016,0.5533453887884269,0.5823773226774052,1.6502580375242748,0.6363714654801205,1.08133467246835,0.6427406701906391,1.2740364372223978,0.7711135584253055,0.47615668463246197,-0.8849346039007807,0.33806949984469886,1.2786705403425334,-0.012969699166303715,0.9015420434315088,1.8407014114853815,0.9784338226929679,2.0008326346013003,0.20000000000001422,1.988955137264517,0.7789433387104229,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.05128205128205126
2018-04-04 00:00:00+00:00,000016,0.16274864376130202,0.6218486671990612,1.4255466486287605,0.7125074229490848,1.220521430545225,0.6558868773236762,1.356884802454859,0.8193269803922438,0.17247000404485718,-0.8735404570405995,0.353247194191753,1.3520187406111974,0.07700328633097905,1.13722153685434,0.6413919078194441,0.42587340389489997,0.47522124265544696,0.7000000000000142,1.0704911778110142,0.34571544947714683,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.0540540540540541
2018-04-09 00:00:00+00:00,000016,-1.0307414104882462,0.6404610315963419,1.2308105812609884,0.8700231061277675,1.2622675439045565,0.6618292489683624,1.422891843242431,0.9781612022096194,0.6315679923209492,-0.7834172402173663,0.3748875346237994,0.7769945690352159,-0.04516468156443313,1.2040273943791397,0.42543637407734225,1.0455724775038908,1.3876179424636235,-0.09999999999998047,1.0816523610425308,0.5720330137151497,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.04945904173106637
2018-04-10 00:00:00+00:00,000016,0.9511754068716095,0.6366793294328404,0.8437739486224327,0.8535645634743059,0.7888326429381326,0.6367314537512583,1.3715729816751236,0.9849004470898605,0.37025128626130394,-0.5725681690522934,0.3859249621157624,0.9637299896932461,-0.10510554163007668,0.730213664836421,-0.3088216216645425,0.0016954085057428665,-0.5938468218217747,1.7763568394002568e-14,0.3466288013679271,0.45962445685577313,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.10090361445783132
2018-04-11 00:00:00+00:00,000016,-0.8173598553345389,0.6515292910917823,1.1734978131254923,0.9562829811126403,1.0513202442563734,0.6584136483721645,1.3980824452631384,0.45523780063353203,1.5919047548224832,-0.7531531870299055,0.41815482637670054,0.7690837554760084,-0.07221789155983224,0.7913570322716633,-0.20186780361170722,0.7514535919802176,-0.17763953141073163,0.600000000000016,0.5127573140176581,0.025138639454653364,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.08474576271186438
2018-04-12 00:00:00+00:00,000016,-1.1139240506329116,0.6551934641589103,0.9432795583556038,0.7420888952681689,0.7073431238569236,0.6436593211723626,1.3348970830909446,-0.15746220812848996,0.9573929259020578,-0.61934949566375,0.4342892106121084,1.1652747516839252,0.008007688531427934,0.4826044054263813,-0.19322214671206,-0.5074307423521943,-0.35194851736967514,0.8000000000000125,0.24471247044455574,0.0035842325300798356,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.08108108108108104
2018-04-13 00:00:00+00:00,000016,0.057866184448462935,0.675436777287128,0.6909789139964413,0.7345114362667702,0.30103543643009406,0.5753822721210566,1.1786628500713718,-0.08631189328152994,0.0,-0.5055627967992836,0.4849682595961717,0.383487809088508,0.5790474941213366,0.1485816612861525,0.5367557600717227,0.04938162157181805,0.5496143506133851,0.8000000000000214,0.7474317643411561,0.3766746772824136,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.08412698412698418
2018-04-16 00:00:00+00:00,000016,-0.8607594936708861,0.6339738941167474,0.7476212710393892,0.5646867445126464,0.31954167904974584,0.5086824455659734,1.0499874010509713,-0.006957570134566734,-0.034555611908298305,-0.5424587076439721,0.5099753299310675,0.42451684084192715,0.5440001405478647,0.1807977218805963,-0.5260256392096255,-0.5244529197331296,-0.4378358920152541,-0.6999999999999875,-0.2882036875978208,0.010832531909519187,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.08292682926829278
2018-04-17 00:00:00+00:00,000016,-1.0596745027124777,0.6431253290837238,0.47610120088226915,0.5067486216533404,0.02941484758471104,0.41666581752673715,0.869185312980017,0.30280795924768344,-0.4301964921253399,-0.38918600516226165,0.5294910963042135,0.2541868359514749,0.9807527998972456,-0.023278257781232846,-0.3294632596074953,-0.20370081392380784,-0.23432692835354677,0.20000000000001422,-0.23044215890982048,-0.23674431804939014,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.026800670016750443
2018-04-18 00:00:00+00:00,000016,-0.18083182640144668,0.5740153707331243,-0.2337684306413607,0.38536180368515993,-0.28113750912642543,0.31276274940689563,0.6355065633539149,0.7528845511074679,-0.8673119498349215,-0.4874089235697772,0.47986953447955066,0.43230271163128975,0.9974682053353353,-0.035614388878581364,-0.4639475335248646,-0.45000069139349097,-0.6745029619150285,1.100000000000025,-0.38907938923591456,-0.033167562144754005,-44331000.0,0.948,-122000000.0,0.8254,,0.0558,-0.0184,1.14,0.03,-0.24,-0.17,-0.0034000000000000002,-0.0159,-0.0161,101.25,41.17,0.95,0.63,0.63,4.43,0.8079000000000001,16.98894285048655,,-0.0159,5.205594973477496,9.23963258872765,60.08,-0.021885521885522015
