date,ticker,bb_upper,volume_ma_5,volume_ma_20,pct_change,rolling_std_30d,macd,atr_14,kurtosis_20d,skewness_20d,rolling_std_10d,rolling_std_20d,amount,return_20d,rolling_std_5d,volume_ratio_20d,rsi_14,volume_roc_10d,volume_roc_5d,volume_ratio_5d,open_close_range,future_return_5d
2018-02-26 00:00:00+00:00,000012,-0.06470679325156546,-0.3659548230395984,-0.0927958344623727,0.6170798898071624,0.45108255792985985,-1.047598219916205,0.15723822989450573,0.6733652782189472,-1.7071733952205386,0.3539824381064494,1.0206484122046506,-0.1027382018057846,-0.9018070802997196,-0.03073964208884266,-0.5303782130433334,-0.4317247830750576,-0.3235730688361454,-0.5617810700028968,0.7961191675912322,-0.49999999999998446,-0.02201834862385323
2018-02-27 00:00:00+00:00,000012,-0.03302388520979283,-0.34244960556334175,-0.12504472667280916,-0.606060606060606,0.4570913334543915,-0.9630012414132125,0.1269202166064749,0.6581772789034693,-1.698785187527066,-0.07976832259993977,0.9313884318540461,-0.15501210699617918,-0.8881925047046315,0.1489388466294749,-0.3589085276259353,-0.2203831810903992,0.1440855564339247,0.6343627835363125,0.8376586371817653,0.10000000000000578,0.022388059701492557
2018-02-28 00:00:00+00:00,000012,-0.039457056058823964,-0.34291964846934975,-0.1407803437021706,0.20569329660238753,0.4664242241183272,-0.9221258811239619,0.09132675079466177,0.5761380984129365,-1.6319529442959118,-0.055329491228722716,0.8415427931350746,-0.15569704006882273,-0.9481695737206781,-0.13187845042589894,-0.4874057306547414,-0.38445426333607136,-0.6356789231341633,0.05385157707329592,0.44180281937040694,0.29999999999999954,0.0074211502782931425
2018-03-01 00:00:00+00:00,000012,-0.047363444048941584,-0.3145438033905761,-0.16682565150135462,0.06978879706152433,0.47889953854201583,-0.8661105794049245,0.08803977500397425,0.5803044565275156,-1.6592645247089757,-0.02251908127865099,0.7281006488026784,-0.11941193229777795,-0.8972254607613408,-0.3960254963173572,-0.4302379949641027,-0.3100334284093809,-0.372137938117074,1.0033338478296703,0.21577412955907752,0.10000000000000578,0.027777777777777676
2018-03-02 00:00:00+00:00,000012,-0.04872748966247213,-0.28913813792963605,-0.17890045095332396,-0.40771349862258954,0.47788659090919783,-0.8071819489935298,0.04406194624009086,0.6678242247452701,-1.747158088887971,-0.00047470418041983267,0.6199044853433272,-0.21165158609454643,-0.8012338591708351,-0.49104855360399335,-0.28287356556772214,-0.28405422092386085,0.10628358676580378,0.7428193041301554,0.2721300012925756,-0.5999999999999813,0.03558052434456936
2018-03-05 00:00:00+00:00,000012,-0.04706288539193514,-0.3028363556375348,-0.22228393994396006,-0.06978879706152433,0.49071711064693974,-0.7757276896214301,0.003225390959342376,0.7405745420335538,-1.7620039143852733,-0.19689868921016024,0.4062462988822058,-0.2835605882836089,-1.0152202301977031,-0.4483523019707352,-0.491298107706365,-0.4080790472567375,-0.5828567976105646,-0.19392759303918242,-0.23853717333925198,-0.3999999999999876,0.043151969981238186
2018-03-06 00:00:00+00:00,000012,-0.06180586660537474,-0.3375298231471246,-0.25727216790967783,1.0321395775941231,0.4996449000935342,-0.7453821433121441,-0.038414779966388035,0.9570136853646574,-1.9126870415415245,-0.2917203786692926,0.21325021764523702,-0.0020442987883810067,-0.8876033195660378,-0.54606741023654,-0.6907303688665135,-0.4291701980829355,-0.16958913792967595,-0.5310771169110865,-0.5612328181622404,-0.5999999999999902,0.005474452554744409
2018-03-07 00:00:00+00:00,000012,-0.036634374707014375,-0.3079601305306077,-0.26508529965710015,-0.3342516069788797,0.4858785060678703,-0.6497702829148881,-0.051037065813605266,1.014654190193223,-1.9566120366822433,-0.371290412856835,0.03716256161494815,-0.07991306914335299,-0.5941127701133297,-0.2991213116740333,0.46439621443222695,-0.007155816450380474,0.5353180880787017,0.6431571879312385,1.2194179569035135,0.5000000000000022,0.023941068139963148
2018-03-08 00:00:00+00:00,000012,-0.03226173561862163,-0.2943712822831918,-0.274250789925137,0.8117539026629935,0.4787055949863475,-0.5872144174474958,-0.07019878471609199,1.0845988501622459,-2.0003879168938714,-0.466169459913139,-0.1361829548494222,0.08838980837117985,-0.5584158470588964,-0.27430111213317754,0.16817276012346516,-0.1270106968866146,1.2272083868024593,0.3294024720193524,0.5411402485816187,0.20000000000000268,0.003603603603603687
2018-03-09 00:00:00+00:00,000012,-0.004231957895478244,-0.2562996502020569,-0.28757141734847025,-0.13223140495867766,0.43552062904086675,-0.48063417986484747,-0.05450719735451255,2.112228991066561,-2.4145902278444913,-0.3765593165276492,-0.1732077519128707,-0.017715508714540543,-0.09965261443062522,-0.014767102484585204,0.9221827362587833,0.18634410689267103,1.4858870490712799,0.7425554072904845,1.241606548847652,0.5000000000000022,-0.01084990958408689
2018-03-12 00:00:00+00:00,000012,0.005213982902772257,-0.22076194876716645,-0.2911057949015772,0.19834710743801653,0.38182910010844406,-0.3989471867999377,-0.0808620746198619,2.07430146680295,-2.365100296753688,-0.33554465768162933,-0.2556860645689819,-0.041619329695239855,-0.2153754780027788,-0.0589178690011635,0.49852041063278735,0.13355031415187452,0.4030492007586361,0.8845877932904387,0.3844607952331803,-0.49999999999999334,-0.04136690647482007
2018-03-13 00:00:00+00:00,000012,0.00039109246152246104,-0.17626393922990377,-0.28740218681067853,-0.3305785123966942,0.30116313202908523,-0.31691910947972673,-0.10905497310272165,2.086681196359002,-2.37872871070823,-0.27243916018388215,-0.351343132085614,-0.01554554344413043,-0.1913701969057607,-0.3450060931039508,0.3657092460134707,0.2139247069523234,0.19994373743880223,1.4145066769379144,0.0029990639704744245,-0.6999999999999871,-0.04174228675136108
2018-03-14 00:00:00+00:00,000012,0.000868280854301896,-0.181001234400259,-0.3073257767713258,0.3342516069788797,0.2188973171209803,-0.26879898486683523,-0.12035204331952191,2.1227796957898035,-1.9721920850476564,-0.28297477007318816,-0.33912118507793687,-0.09081565557782117,0.37846814066817097,-0.36649145849336207,0.5835195324308098,0.07015045064357231,0.4682064608535702,-0.002168386483425782,0.15422553905424666,-0.1999999999999938,-0.057553956834532266
2018-03-15 00:00:00+00:00,000012,-0.008307661299372484,-0.18363716128493138,-0.3148303116557161,0.06611570247933883,0.1288024385040145,-0.20624280873391637,-0.14572422975240573,2.1816317610852556,-2.037751799624103,-0.2648871194871074,-0.31970785475377234,0.2595207677131166,0.443011488157503,-0.6204918173750532,0.29844973939970265,0.21479763415832734,0.23928281334549184,0.019791326479425626,-0.19498513948383722,0.0999999999999969,-0.06104129263913821
2018-03-16 00:00:00+00:00,000012,-0.004970897437200521,-0.1522720890980152,-0.2973058134367041,-0.6611570247933884,0.04938139045461065,-0.14970942225092032,-0.1283584801961248,2.2548942308597106,-2.0059093955981733,-0.2557782185995413,-0.29405372376294503,-0.022040089575022747,0.3349647180426509,-0.5916189694700869,1.69848188311753,0.24425200104057482,1.1001384959498508,0.43650149181693365,1.281817255338367,-0.5999999999999813,-0.11882998171846426
2018-03-19 00:00:00+00:00,000012,0.00150071778206436,-0.15324719771479267,-0.3071418369945162,-0.9403122130394858,-0.09666785724206074,-0.14424453842832435,-0.14199724092843155,-0.6168167059619201,-0.1526588652686682,-0.3437770846558768,-0.39512715402387527,-0.03606695215748846,0.6497041802764241,-0.44238300348300824,0.5643589886684718,-0.0661173103927825,0.730186723251435,0.048950543631102544,-0.000640428190148654,0.5000000000000022,-0.09005628517823648
2018-03-20 00:00:00+00:00,000012,0.01835058318866737,-0.1498229505054036,-0.298259090987601,-0.34527089072543615,-0.21628727531509465,-0.1954730631456211,-0.14722077956407456,-0.4499644186733315,-0.3285975114686349,-0.3437770846558768,-0.44631246752055415,-0.1214548933808725,0.27945164091515623,0.01581008186056039,0.49871454747576344,-0.4371432052279366,1.2817039081638253,0.11521327262150495,-0.033630043658239225,0.5999999999999991,-0.06250000000000001
2018-03-21 00:00:00+00:00,000012,0.023897316395991346,-0.16635064217691914,-0.296364570717731,-0.2791551882460973,-0.31418125819082193,-0.25314025974540566,-0.1595122331986706,-0.5288724443774713,-0.24214206282312906,-0.18655821871488967,-0.49413835008733314,-0.18125830262644296,0.21365745335820077,0.3122564267028035,0.14725094237259115,-0.5563662524625398,-0.18691728578949907,-0.1758210755326075,-0.33797238174277555,-0.6999999999999871,-0.06679389312977109
2018-03-22 00:00:00+00:00,000012,0.006284317960381072,-0.18159662208120245,-0.29054104927019325,-0.06978879706152433,-0.4008394514798778,-0.3110397749310534,-0.1560436760563687,-0.44966263841167525,-0.039063493548918554,-0.04406978656344819,-0.4981175165213778,-0.2516988665464831,0.06873411862471548,0.36223088414595184,-0.15886844058201585,-0.6506736469302413,-0.18743802527593773,-0.19516364143330123,-0.6026305256098801,-0.1999999999999938,-0.043977055449330865
2018-03-23 00:00:00+00:00,000012,-0.039954807315823605,-0.2753766333990983,-0.29028415761098186,-2.879706152433425,-0.41887617130676896,-0.3559963359213195,-0.1788664601509067,-0.2143424418350846,0.11457319118546544,0.038267002526190814,-0.4710509094459407,0.10766544398029537,-0.05911634377642475,0.021444128670231436,-0.4552170179243362,-0.6748555720950605,-0.565518219419437,-0.8133769130417055,-0.6139885011347219,-0.5999999999999813,0.04356846473029045
2018-03-26 00:00:00+00:00,000012,-0.019505746113649223,-0.2390198898809285,-0.27644736961847544,0.22773186409550045,-0.36673255068646177,-0.5565020355391804,-0.040077009999319436,2.923355885197649,-2.19952927443955,0.5658955976442733,-0.2076366207602936,-0.17567276488116773,-0.6283117468109569,0.927535760526853,1.1876852179971837,-1.4059012314214554,0.4875307112131415,0.5927447431322205,1.554362572708724,1.1999999999999893,0.039175257731958846
2018-03-27 00:00:00+00:00,000012,-0.0374429611660167,-0.25874018670227106,-0.27801709800457663,0.7566574839302111,-0.3480360565087279,-0.6937696023580117,-0.0004933908194056182,3.175745135430218,-2.2895502096661495,0.7764260533124298,-0.052805026106489156,-0.23922778452115975,-0.6917671460494431,1.1238780992878654,-0.032728385528325125,-1.2952223577155346,-0.14982171103905975,-0.22652150991302109,-0.026718145570413965,0.49999999999999334,-0.006060606060606111
2018-03-28 00:00:00+00:00,000012,-0.07362093275696296,-0.27922484087665145,-0.2809623631061084,-0.4444444444444444,-0.3076657584793689,-0.7508419786054727,-0.023265372221477627,3.080942200556908,-2.3079718941131038,0.8131937551118041,0.027028155685927452,-0.2951353256070938,-0.46362987735869704,0.9176275287055927,-0.36644657711340345,-0.937775056542957,-0.3904501581538316,-0.29594669376706506,-0.42305435334158564,-0.49999999999998446,0.024539877300613522
2018-03-29 00:00:00+00:00,000012,-0.11965379010672741,-0.2989174881152876,-0.28676240920248625,0.8264462809917354,-0.2586328876497006,-0.8109137497539914,-0.03324924617115337,2.925952600237318,-2.1890295526738908,0.7683021968528482,0.11273353103220225,-0.29589768253056226,-0.5741150305333895,0.5892304094058227,-0.608705129752067,-1.0394989850025291,-0.4381740067935986,-0.3484616526772531,-0.7272528671794203,-0.29999999999999066,-0.016000000000000014
