date,ticker,atr_14,pct_change,rsi_14,amount,return_20d,rolling_std_10d,volume_ma_5,macd_hist,volume_ma_20,macd,bb_upper,rolling_std_20d,skewness_20d,volume_ratio_20d,rolling_std_5d,rolling_std_30d,kurtosis_20d,price_range,volume_change,open_close_range,fin_net_profit,fin_net_profit_yoy,fin_net_profit_deducted,fin_net_profit_deducted_yoy,fin_revenue,fin_revenue_yoy,fin_eps,fin_bps,fin_capital_reserve_ps,fin_undistributed_profit_ps,fin_ocf_ps,fin_net_profit_margin,fin_roe,fin_roe_diluted,fin_operating_cycle,fin_receivable_turnover_days,fin_current_ratio,fin_quick_ratio,fin_conservative_quick_ratio,fin_debt_to_equity,fin_debt_to_assets,fin_profit_quality,fin_roe_change,fin_roe_ma4,fin_leverage_ratio,fin_cash_earning_quality,fin_inventory_turnover_days,future_return_5d
2018-02-26 00:00:00+00:00,000037,-0.5582117990743423,0.7493403693931397,-0.9466033362495558,-0.4344892979846306,-0.90365571229195,-0.3058661644045654,-0.5056309199380071,-0.09699728672786591,-0.39921304439921523,-1.1250555045013677,-0.6458995739762641,0.3409840472658623,-1.2209709939350937,0.16582405856413282,-0.4228186227392805,0.1497131638159133,0.3440861899477244,-0.4011976047904253,1.7183440399726322,-0.37962962962962377,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.04036164029706167
2018-02-27 00:00:00+00:00,000037,-0.5737586114797413,-0.32014072119613013,-0.6171022162101925,-0.47775776918938573,-0.96110126081781,-0.34238224705344356,-0.49303754002595923,0.14122290412950936,-0.4043373886028812,-1.0401127305257571,-0.6211978438723261,0.27328913667123195,-1.3117220541637586,0.14869661159981346,-0.2798401591940855,0.13440390395338686,0.4221204331879898,-0.4011976047904253,0.0316946592244746,-0.04629629629629374,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.08969341161121971
2018-02-28 00:00:00+00:00,000037,-0.5906667018743307,0.33069481090589264,-0.7148636943670069,-0.5119208046383502,-0.9128289566097073,-0.3705638524523433,-0.49040804230032364,0.2794539166769918,-0.41017240267813554,-0.9760092374014205,-0.6201195079002337,0.21594726732979247,-1.3613718534276473,-0.19274617445561912,-0.38000721544666466,0.12148249366922394,0.4992265002164618,-0.4311377245509029,-0.40481343307654466,0.10185185185185806,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.18596377749029752
2018-03-01 00:00:00+00:00,000037,-0.6038953069368733,0.3834652594547054,-0.5743814183958942,-0.4677675388978535,-0.8379211309465622,-0.3604784844817298,-0.4851087480333339,0.4171940008111031,-0.41478715207107303,-0.9010948766017646,-0.6142848279462393,0.14611567183934224,-1.3885719232148672,-0.4667265107718475,-0.40443707838979165,0.10716091704758922,0.4972342250463083,-0.4011976047904232,-0.43797515577146173,-0.4814814814814753,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.28882484790265767
2018-03-02 00:00:00+00:00,000037,-0.6211225408169582,1.4388742304309585,-0.4076937284196467,-0.325523122052401,-0.8397264402443241,-0.34236417766527194,-0.47055415908964987,0.5526576120158017,-0.4216720542503583,-0.8161195856101021,-0.6097996314901916,0.0392358528111901,-1.3888659804741565,-0.06919787535647576,-0.4693569657353582,0.07861104952168352,0.49857369682979935,-0.46107784431138255,1.0309375792550248,-0.37962962962962377,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.2533866995073893
2018-03-05 00:00:00+00:00,000037,-0.596087965804357,-0.2497801231310466,0.17689471745163712,-0.4242833727477105,-0.49826099666562745,-0.2488857836009681,-0.4344497784404695,0.7938366099393028,-0.4221739744404433,-0.678271659744979,-0.565038838401534,-0.05296330221748778,-1.2756729066764645,1.1336937608507913,-0.14592714954332087,0.03299762102618873,0.4135882261001337,0.035928143712570096,2.0352408871360694,0.4814814814814851,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.2796399751707014
2018-03-06 00:00:00+00:00,000037,-0.6217825135948373,1.329815303430079,0.06695834124685936,-0.26288708164180563,-0.4937703369001089,-0.21958301585463183,-0.4331736492760486,0.901443559077145,-0.4198048190477944,-0.5743972041808345,-0.5484694914113829,-0.15097517282074754,-1.2794641208104567,0.2523194895317287,-0.06995868109527498,0.007424654177371346,0.41869478765842966,-0.5568862275449185,-0.5893361533849473,-0.48148148148147857,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.1750972762645915
2018-03-07 00:00:00+00:00,000037,-0.5996669151770219,3.4652594547053646,0.5335617293978301,-0.08549456606159012,-0.28526108408182466,-0.1062931036697444,-0.35977943114863387,1.095770533279356,-0.4006297793700056,-0.427430434054008,-0.5120709735509174,-0.24629719853654683,-1.1909607894366572,1.3893912656473053,0.09653759586431664,-0.018146623801326502,0.2659663209145391,-4.254746920719195e-15,1.7388383738699575,0.4814814814814851,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,0.05672211617125711
2018-03-08 00:00:00+00:00,000037,-0.4688903016653772,3.4652594547053646,1.3633920313502563,0.29868019297121223,0.5515906325941257,0.4391794978462198,-0.22452988912788333,1.5860452826031193,-0.374675747277812,-0.1471701879121548,-0.3871084000839875,-0.09577246558368804,-0.3364242888718632,2.179309447059315,1.018115202967121,-0.0008419534690792602,0.62130537086136,1.3353293413173735,0.8419208302745134,2.638888888888901,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,-0.024596273291925517
2018-03-09 00:00:00+00:00,000037,-0.357341933191441,0.4327176781002638,1.874397156966006,2.0647575310613826,1.9496888180645442,1.219860774476753,-0.007782708785645563,2.27185965063925,-0.34244080565097657,0.24997387313225639,-0.2175832594325231,0.2988362706870129,0.2601725254022737,3.666043964564409,2.152712558709972,0.11334282890638317,0.5170500603205652,0.532934131736527,1.1366762823993066,1.2962962962963036,-64159600.0,0.1184,-68149800.0,0.6107,,0.17120000000000002,-0.11,0.95,0.6,-1.21,0.22,-0.07919999999999999,-0.10619999999999999,-0.11220000000000001,263.74,89.59,0.9,0.45,0.45,7.11,0.8996999999999999,0.6915847454162066,,-0.10619999999999999,9.969990329109375,-2.0000181819834726,174.15,-0.04568901989683123
