date,ticker,bb_upper,volume_ma_20,rsi_14,volume_ma_5,macd,return_20d,pct_change,kurtosis_20d,rolling_std_30d,skewness_20d,amount,rolling_std_10d,volume_roc_10d,volume_roc_5d,rolling_std_20d,price_range,volume_ratio_20d,price_position_20d,volume_roc_3d,volume_change,future_return_5d
2018-02-26 00:00:00+00:00,000055,3.761147007296151,6.575942077217141,0.6166357827757077,2.041008803516974,3.1294623067411957,2.621067229813826,0.5500550055005501,-0.3705345180156066,4.46006751373336,0.06597708137704535,5.723644402733384,1.9362182024181647,-0.49290630316051165,0.22436505129736078,2.485478675916142,3.888888888888891,-0.28463576750275515,0.2209745625769363,0.8561212348213061,2.1355401014413116,0.05471956224350211
2018-02-27 00:00:00+00:00,000055,4.0482174738533185,6.790750734448266,0.6900934743162065,2.2855006038491217,3.0935670030502767,1.593235505316001,-1.0253025302530254,-0.18137124737524435,4.38315024617744,0.09326855580044906,3.8273573983386315,1.4040029638815252,-0.24930322025485652,0.6521407807377041,2.0917233947910265,2.0,-0.37662917439768717,0.1417888914616736,1.5739322589859024,-0.001631503436989865,0.09803921568627454
2018-02-28 00:00:00+00:00,000055,4.117636927410794,6.298791133705136,0.49484088040288693,2.3048804058653993,2.925317115276874,0.3339331189750031,4.805280528052806,0.01855176168005,4.275132984493147,0.12285549114457939,16.392502650423197,1.3925959129412553,-0.5127438824890024,0.13926341562311936,2.063578848602376,1.3333333333333268,-0.6728672536002868,-0.06464647682908042,0.6125441535356315,-0.5262090042100095,-0.046717171717171734
2018-03-01 00:00:00+00:00,000055,4.760820531184098,6.300187298295183,1.0780987359184568,4.0017567639103815,3.249118578157739,1.1684661619325014,-0.5544554455445545,-0.20547638745310232,4.284178386404697,0.18890306342318627,10.022458016970182,3.014896846983812,1.728556988385669,5.514417340791018,2.30837495061943,8.666666666666673,1.7223663752251506,0.8825275659167326,2.227419723742441,5.455737353201624,-0.0255754475703325
2018-03-02 00:00:00+00:00,000055,4.96346587457728,5.8478379120770025,0.9642018804060648,4.886909708244232,3.404665666668809,0.15919528390392335,-1.2937293729372936,0.07175333841817752,4.225788725708065,0.3036962916413244,7.315155328210404,3.7832870573856328,1.540955107745364,2.7661142072967855,2.3360155896668493,1.2222222222222179,0.6159365325941932,0.7610949963339364,0.9733109223479827,-0.7268989971068016,0.003952569169960507
2018-03-05 00:00:00+00:00,000055,4.991146393344854,5.50952932866068,0.7070791253346145,4.9991037672552485,3.3453558836545754,0.357257946230318,0.6952695269526953,0.1462259675329725,4.053197350802805,0.3050592678761175,3.827613180556559,3.7832870573856296,0.3976495252641606,0.27044865843088417,2.3850228735661663,3.4444444444444455,0.13085042925726822,0.48180008629350396,1.063198476820477,-0.46682974027683044,-0.0025940337224383365
2018-03-06 00:00:00+00:00,000055,5.035936919222475,5.293026360006164,0.7984585386647644,4.720079922293666,3.3371665288676655,0.49079541864377596,0.7436743674367436,0.12478665713874768,3.7520405532272005,0.2590356421312986,5.380168668196819,3.929260537883183,0.040038722966086245,-0.36388941860508683,2.4743034682188183,1.2222222222222179,-0.5912635087417839,0.62751916979286,-1.036051534506089,-0.8472818069381892,-0.044642857142857095
2018-03-07 00:00:00+00:00,000055,4.789083722439485,5.2957212319889155,0.8974618486919829,4.867606233741931,3.375372965875898,0.9555469850023348,-1.6281628162816282,0.16921356841620305,3.424511428833137,0.13835430478493102,4.1583795853527565,3.780210388508195,0.4576320189837062,0.4284866032985652,2.6101840594065684,1.7777777777777821,-0.2520413364154343,0.7853815102504953,-0.573042056726064,0.7930086870677653,-0.005298013245033118
2018-03-08 00:00:00+00:00,000055,4.690995823840953,4.759021558614909,0.5588450805667148,3.3576214869338368,3.186958354398092,-0.3404829275257295,0.40924092409240925,0.3962694876267994,3.0220731622277897,0.04227866632018215,2.491073273918251,2.7595161453504042,0.6412857946478449,-0.9104923783820121,2.44437761113701,2.1111111111111187,-0.4099965788180629,0.4505476729022682,-0.49487564840195175,-0.320548693884545,0.005249343832021002
2018-03-09 00:00:00+00:00,000055,4.5948083351821385,4.029327758300374,0.6193807772759374,2.429269631867475,3.0481693517404587,0.05434627739224863,0.0,0.4972114576109202,2.5459033263459703,-0.08650304177550101,2.5724366182118548,1.9069697619775503,-0.005838545349562561,-0.8810859894266866,2.430589177018885,1.888888888888891,-0.6981482026473679,0.5368683444481955,-0.3301725647135535,-0.6284133099265039,-0.01837270341207345
