timestamp,close,bb_upper,skewness_20d,rolling_std_30d,volume_ma_20,volume_ma_5,atr_14,macd,return_20d,rolling_std_20d,volume_ratio_5d,rsi_14,pct_change,kurtosis_20d,macd_hist,volume,volume_roc_10d,return_10d,volume_ratio_20d,rolling_std_10d,rolling_std_5d,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d
2018-02-26 00:00:00+00:00,30.15,-0.09195938636392724,-1.3233283231243327,1.6834663246515342,0.3805056455827708,-0.003056215935344551,0.544756948520717,-1.533778854467471,-0.9206097374394702,1.729669349206566,0.3644113007616799,-0.1741362036759334,1.391727493917275,0.35015938284125503,1.2632204509393772,0.758968531791546,-0.5787007183829405,0.833699186704927,-0.2991642189853377,0.36838799671978534,0.5326537147871077,-0.005970149253731334,-0.01326699834162516,0.04776119402985079,0.0,0.0,1.0
2018-02-27 00:00:00+00:00,29.97,0.003079355676105875,-1.2778430723488352,1.6577821564914899,0.3887346969508697,0.1194329518185043,0.5648822041324585,-1.2942861636727943,-0.6946139648154263,1.5180423605115052,1.5866227390706513,0.17652020485175196,-0.1816707218167072,0.256395397314347,1.623196204417875,0.3723576923787555,0.5696947314616084,1.0999005520126695,0.599171591829313,0.8473590930872767,0.9057311805891491,-0.004337671004337638,0.031031031031031022,0.026026026026026064,0.0,1.0,1.0
2018-02-28 00:00:00+00:00,29.84,0.02142787798333798,-1.2640908551984062,1.6091149440138752,0.3892769286095742,0.16013984841839432,0.503006356578138,-1.1048351999122221,-0.7185915835608127,1.2737237378144233,0.5348598654496411,0.12174088145994864,-0.12652068126520682,0.24386685317071002,1.7792659730575826,0.07270121191189868,0.3057950556985009,1.3838466273378325,0.046929316204054584,0.9451678632332235,0.5358156183326055,0.00368632707774797,0.014410187667560312,0.016085790884718513,1.0,1.0,1.0
2018-03-01 00:00:00+00:00,29.95,0.014655685459754398,-1.22671615935279,1.5683694299322932,0.3594465384548788,0.1963889719213652,0.46443230263338586,-0.9531468537182881,-0.8435134479471604,0.8893671998284688,-0.23868727578412116,0.08037115127388451,0.1330089213300892,0.24375449594581078,1.8045788929120528,-0.09034052066589066,0.06523496437748383,1.2231957256516426,-0.349991514077261,0.9066386574966109,0.08096174978166536,-0.02771285475792983,0.011018363939899896,0.015358931552587675,0.0,1.0,1.0
2018-03-02 00:00:00+00:00,29.12,0.012848854809523694,-1.3434925337914905,1.5066525476878272,0.3445991311065731,0.17885372347112377,0.4021786119581523,-0.8154795704948854,-0.6718152626876541,0.5583864231883574,-0.5796099276001825,0.11505609747404529,-0.8856447688564477,0.3994787148290793,1.787869470976818,-0.07549541713390724,-0.40334009645887775,0.8776018471905798,-0.57443179968382,0.9437612834309703,-0.1856419676710303,0.02163461538461535,0.07211538461538454,0.016826923076923024,1.0,1.0,1.0
2018-03-05 00:00:00+00:00,29.75,0.0015767181395040368,-1.3607229288888478,1.462842022109239,0.2936810029819057,0.139803441176224,0.3657713157152159,-0.7580998710098317,-0.6509728056996643,0.26800089039881797,-0.4769336375887138,-0.16145030905449229,0.7137064071370641,0.4349917949726236,1.5628625122903272,-0.22075287201943153,-0.33251482974616425,1.062457159881051,-0.5047214034895631,0.4759782946336556,-0.35451588478743135,0.0386554621848739,0.06184873949579831,-0.013781512605042021,1.0,1.0,0.0
2018-03-06 00:00:00+00:00,30.9,-0.014901212922805577,-1.5813069478240376,1.3885879648923738,0.16522234418984336,-0.05276917188840067,0.3143412564338462,-0.6590742559660823,0.08008706138708065,0.2897989806668724,-0.4726371262048207,0.05136283073868573,1.2684509326845093,1.3350515296377652,1.4926362792209644,0.70972030943762,-0.42899611930617,0.8968450987322583,-0.6118636981747338,0.17943376379583054,-0.45032925667388407,-0.020388349514563076,-0.004854368932038789,-0.04045307443365696,0.0,0.0,0.0
2018-03-07 00:00:00+00:00,30.27,0.0541871183186672,-1.6833438893823125,1.196464360999377,0.1732876804732061,0.013542333060490104,0.35092477576607856,-0.4910789413121249,0.4501975545597506,0.40798661186920065,1.8937073824187973,0.39821207988746277,-0.64882400648824,1.4706692540661082,1.6182605809798576,-0.16266154443084768,0.7830575553849408,1.1842170096759213,0.9453731280031008,0.007200365449275694,0.11439021061766287,0.00033036009250087754,0.001651800462504153,-0.03369672943508423,1.0,1.0,0.0
2018-03-08 00:00:00+00:00,30.28,0.065544670840878,-1.5695998536948914,1.073652708163786,0.1618133091206231,-0.03272022773557866,0.27160264529759137,-0.39922344062823223,0.31399072024500846,0.4681562830112638,-0.35188834816588443,0.176757144624938,0.022708840227088405,1.2266763381963612,1.5180541921216426,-0.33535934530890465,-0.03236658571806838,0.662304734594737,-0.5098165773441649,-0.22625641798288998,0.14676795053980596,0.031043593130779316,0.0042932628797886065,-0.04359313077939234,1.0,1.0,0.0
2018-03-09 00:00:00+00:00,31.22,0.07386466196472881,-0.689688118434769,0.9599423972057075,0.04677970831873506,-0.0808807712615132,0.20424041136208315,-0.32195195858625736,1.0848028995083114,0.41125457068227106,-0.7497857667267908,0.1798982994493019,1.0186536901865368,-0.5125670999489382,1.3994453625978025,0.40274716138027483,-0.46658198852064814,0.40064963846304047,-0.6969857556367917,-0.3412716626865701,0.16721317358315654,0.011851377322229373,-0.05156950672645738,-0.14766175528507366,1.0,0.0,0.0
