filter,removed,remaining,ratio
1_ST_退市,0,1655,1.0
2_停牌,0,1655,1.0
4_上市龄,0,1655,1.0
5_成交量,0,1655,1.0
6_价格,0,1655,1.0
7_换手率,9,1646,0.9945619335347432
