date,ticker,bb_upper,atr_14,macd,kurtosis_20d,skewness_20d,rsi_14,rolling_std_30d,rolling_std_20d,macd_hist,rolling_std_10d,pct_change,rolling_std_5d,amount,volume_ma_5,volume_ma_20,price_range,volume_roc_10d,open_close_range,volume_roc_5d,price_position_20d,future_return_5d
2018-02-26 00:00:00+00:00,000036,2.134574688174004,3.891508770188117,-1.1948095563078758,0.4263176087296768,-0.45491062640501984,-0.19145340928488985,2.5705850723791177,4.148252044997002,-4.056568272816369,2.813356805135388,1.1133333333333333,0.2607025823086361,4.225960851618389,0.8047244565230929,3.2439941479412573,0.9433962264150951,-0.6208602856635803,0.6153846153846013,-0.22318804763826333,-0.4162779405518062,-0.03888088870602758
2018-02-27 00:00:00+00:00,000036,2.3245069069812465,3.778843897988535,-1.1419809583537235,0.3926786982085645,-0.4792021011628586,-0.02883141524595341,2.6214288174603206,4.211390550130953,-3.101249434650517,0.6594006445343478,-1.3,1.1059883200711855,2.061929350767145,1.0220629080591763,3.2986263824141933,2.1509433962264266,-0.06592728749835745,0.6153846153846013,0.9263263557721975,-0.31385540650776556,0.010490977759127152
2018-02-28 00:00:00+00:00,000036,2.3375400449914614,3.541009862665125,-1.183684799610139,0.4741240977905117,-0.33839380374346006,-0.19234857300275282,2.6650900663808863,4.29347405726703,-2.585700041750338,0.5977806551133028,1.0466666666666666,1.0064551309833327,2.920236392863929,0.9170044066031788,3.1420612513237,0.3773584905660394,-0.7810390367480088,1.2564102564102415,-0.2769881417678832,-0.43548216568506465,-0.01755835571162971
2018-03-01 00:00:00+00:00,000036,2.3333373185918997,3.471929781070951,-1.1230086409244402,0.4377522428941669,-0.4321369187458493,-0.03354497059460883,2.693391014050247,4.3347593734596135,-1.9039086787499524,0.5871414384568349,-0.7599999999999999,0.42234693007609386,2.2170314689129538,1.0266787563863362,3.0807513396938275,2.358490566037748,-0.4844877888529325,2.282051282051262,0.5526250402988034,-0.33946104001877614,-0.006268282490597517
2018-03-02 00:00:00+00:00,000036,2.3098633721359714,3.2222924474815593,-1.117375936106605,0.5336817613718846,-0.32495435079940105,-0.13427863263532597,2.747611462470507,4.343810873686265,-1.5032895760956626,0.38293549132692123,-0.6266666666666666,0.09661038805177054,1.7136443565281436,1.0405786126548475,2.882680364120617,0.18867924528301633,0.09504306418095468,-0.4102564102564191,0.1219096734472279,-0.40987653217405406,-0.0010546298249313891
2018-03-05 00:00:00+00:00,000036,2.3273265817283693,3.074800689977358,-1.1445815395445669,0.731742137011042,-1.201281407962236,-0.21725336282938523,2.815049314698108,3.9515253799419634,-1.269188697578713,0.17808951761586744,-0.9733333333333333,0.3362484565600084,1.6192942667140677,0.8840059485406395,2.351679773190635,1.226415094339623,-0.5086144525539169,-0.28205128205128016,-0.4264144936086681,-0.46748920757382756,0.00834760273972604
2018-03-06 00:00:00+00:00,000036,2.2909026739520226,2.919294903655407,-1.2220477555208609,0.7602961110969614,-1.2215228209151514,-0.34371261617937177,2.9065601117302178,3.6100172880484416,-1.2141387909231467,0.23101332968337654,2.0533333333333332,0.635967572260415,3.905949090462982,0.5983090999220311,2.052037529946345,1.0188679245283017,-0.15037434681083478,1.3589743589743417,-0.6432227061626347,-0.5558286431868128,-0.028862126245847042
2018-03-07 00:00:00+00:00,000036,2.3299179749313783,2.9350939156454663,-1.1175308094328464,0.6591075014914666,-1.2350107179657988,0.00048390518939422483,2.8970223558271946,3.2549575065693968,-0.6913188191207463,0.2294250222125028,-0.8333333333333334,0.7623341401470249,2.2338851764529224,0.8106331409440443,1.9400807099240882,2.811320754716987,0.39513378557170975,2.897435897435863,0.9670127813074455,-0.37146808190753905,-0.014507989907485383
2018-03-08 00:00:00+00:00,000036,2.2471409868451757,2.7322334348122057,-1.0827878824153077,0.9427503151309896,-1.4681898970393192,-0.11892944384299727,2.931180576668588,2.37065548115378,-0.45663151756385384,-0.002119622432640493,0.0,0.4323530683520897,0.9332091400115704,0.7359799523219984,1.5946819668708827,0.3773584905660394,0.22654431912953304,0.10256410256408201,-0.1845561690621583,-0.4228137074762071,-0.029226240538267462
2018-03-09 00:00:00+00:00,000036,2.224021720338677,2.4932743855411794,-1.0410005689064605,1.1930303807061364,-1.6272826025763558,-0.1189294438429977,2.957045788153873,1.4893408438781268,-0.250348578786353,-0.03342084726234098,-0.27999999999999997,0.35856254506937524,2.216664764185126,0.5957657749668073,1.3289978265224867,-0.18867924528302973,-0.3800148473916243,-0.6666666666666788,-0.5038433863402182,-0.36744914006097507,-0.026182432432432474
