date,ticker,bb_upper,rolling_median_30d,return_20d,rolling_std_30d,skewness_20d,macd,rsi_14,pct_change,rolling_std_10d,amount,rolling_std_5d,atr_14,volume_ma_20,volume_roc_10d,kurtosis_20d,price_position_20d,volume_ma_5,volume_roc_5d,volume_change,price_range,future_return_5d
2018-04-27 00:00:00+00:00,000006,1.7291696941786012,2.1590524534686955,-0.4342305097963562,0.9059974328310619,1.2077637899997382,-2.0036494071560216,-0.974824358050092,0.6551724137931035,0.2964682519258717,-0.02678196222134586,1.053371168584603,0.8893046105498501,0.3060163543846201,0.017395553340862464,0.3115726326930473,-0.5810796516867416,0.35374201836973396,0.21013144689850505,-0.5936153904997651,1.1818181818181774,0.08126036484245427
2018-05-02 00:00:00+00:00,000006,1.7279061713590185,2.145516074450083,-0.2322683996300703,0.7000858285272032,1.0416666650862052,-1.9077458790967634,-0.7649821684944826,0.5,0.17026134129567194,0.1765474501285379,1.0595094906982605,0.8082504223886532,0.2741770546350133,-0.6330639903183599,0.08341841732669084,-0.34984706002801086,0.28421725922253244,-0.4730518675071302,-0.6978380055249852,-0.0909090909090887,0.044262295081967294
2018-05-03 00:00:00+00:00,000006,1.7188177025040863,2.1184433164128578,-0.5078922987803917,0.5960263077494651,1.1628800716012797,-1.7647402765047178,-0.603513651158499,0.4956896551724138,0.035289697477896655,0.47233863674462356,0.7430940434860803,0.7257621701842308,0.1921654213647976,-0.2687384970825491,0.7065977551311359,-0.023552183616305407,0.25086767271960264,-0.21736085879092243,0.6016063730711622,-0.1818181818181774,0.0696920583468395
2018-05-04 00:00:00+00:00,000006,1.6058797448826136,2.0913705583756332,-0.2250324260352278,0.4645307663878397,1.0098335783430548,-1.5864610326415822,-0.4425004857713556,0.06896551724137932,0.0604592596240223,0.676682756441351,0.24027636129088617,0.6491659359944105,0.16405040354076356,0.10721640513945652,0.5980860982531122,0.35161821007901445,0.07780702739572179,-0.594092921299673,0.6964578878348486,-0.0909090909090887,0.05825242718446608
2018-05-07 00:00:00+00:00,000006,1.6259114363337854,2.0778341793570196,-0.052329124561248226,0.3181210060328712,0.93542064265222,-1.4199778389586548,-0.41882019524207115,0.9784482758620691,0.06707543376352372,1.0155049154582207,0.31990433484370695,0.5780408613895771,0.15506299085745415,0.24828799878791108,0.6358812022475941,0.3904557251681932,0.02866949544865592,-0.20865652377425906,0.36634202059538695,-0.0909090909090887,0.004746835443037873
2018-05-08 00:00:00+00:00,000006,1.7274281278943997,2.0778341793570196,0.3673084659660733,0.15314578885945695,0.7509277683944953,-1.1835995624695583,-0.09275863705675734,1.3620689655172415,0.23635386393526084,2.7221535592511716,0.4096290977941503,0.5481143938159283,0.16270368467095084,0.8221224778649223,0.4767892151363773,0.9341809364167091,0.111959228284898,0.6591212206991524,0.4968674171303154,0.2727272727272661,-0.007668711656441691
2018-05-09 00:00:00+00:00,000006,1.959213250429506,2.0778341793570196,0.5604665959175059,0.026499511964639795,0.6293832252366957,-0.8577535291340609,0.3168239395124023,-0.9913793103448276,0.6650046773727158,1.1841688323062496,1.1343222588019521,0.6431275625709665,0.23806204911308607,2.1369663218792296,0.10040848127613604,1.0118559780553167,0.5019873608778903,4.774152476986051,1.897776040482869,1.9090909090909032,0.017268445839874462
2018-05-10 00:00:00+00:00,000006,1.9766493243301986,2.0778341793570196,0.2935374544984855,-0.19747225290204803,0.7087951793047818,-0.6836941461122569,0.023448413543960104,1.5560344827586208,0.5472810229025602,2.590251658591482,0.8679010306653593,0.6157756938248151,0.2528491815073646,0.7731766507178991,0.004154111327991057,0.6011970042122925,0.643581687243362,1.381330736210817,-0.8084251376317964,0.1818181818181855,-0.007575757575757549
2018-05-11 00:00:00+00:00,000006,2.116998891560292,2.0913705583756332,0.45398596374510025,-0.11963980559105658,0.6405382123044505,-0.3936701736749409,0.4507254768355061,-0.39224137931034486,0.9076627448722414,1.756734404480779,1.1232193683392238,0.7204032104029835,0.3176852645274087,0.4254646342268995,-0.26096531871267536,1.0118559812294923,0.9362277671706062,2.1300141656435994,1.435827065047246,2.0909090909090886,0.0015290519877675516
2018-05-14 00:00:00+00:00,000006,2.103785155827643,2.1116751269035516,0.41452301956251053,-0.07264414339382864,0.6580717493535309,-0.19686457466401397,0.3304719732891182,-1.2543103448275863,1.0649368769718381,0.9492040798850714,0.5478815663643798,0.7453208438210315,0.3511245618165942,0.462586042701297,-0.26985414922808404,0.8666374452756542,1.0809572203792832,0.9300461549747201,-0.4389807504885938,1.1818181818181774,0.037795275590551215
