date,ticker,bb_upper,skewness_20d,atr_14,return_20d,rolling_std_30d,volume_ma_20,kurtosis_20d,macd,volume_ma_5,pct_change,rsi_14,rolling_std_10d,macd_hist,amount,return_10d,volume_roc_5d,rolling_std_5d,volume_ratio_20d,volume_roc_10d,volume_roc_3d,future_return_5d
2018-02-26 00:00:00+00:00,000066,-1.251182645074048,-2.1347975361611473,-1.0351178177734963,-0.41217858772064053,-0.5270820917701552,-0.5679406871018934,0.9326843063442901,-0.3612693971074474,-0.7148795511376154,0.619803476946334,-0.46907226304263655,-0.5629538904421076,-0.16390486730518308,-0.5674718402497626,-0.4101749254616964,-0.5719732778671948,-0.7270557090050188,-0.6056817512348677,-0.39705856001670004,-0.32980496541184934,0.0935483870967742
2018-02-27 00:00:00+00:00,000066,-1.2294802532380882,-2.1564650920446895,-1.0407139949777824,-0.31319259277187933,-0.5254780956602427,-0.5681681364439951,0.9090617075339013,-0.3228382829950895,-0.7021544082915552,0.31746031746031744,-0.2161725980615344,-0.7136513137721328,-0.0204884691665522,-0.538957783684256,-0.24356998853186515,0.3168389541245414,-0.5984017316840025,-0.07734833468802106,0.3136617256086184,1.7940478907955864,0.08306709265175727
2018-02-28 00:00:00+00:00,000066,-1.2142127451231504,-2.175529396535681,-1.0533312910327102,-0.2815626565482019,-0.5301914907085115,-0.5631463238760184,0.9156543473927878,-0.27992059686719273,-0.6769006807958381,-0.217687074829932,-0.09476071069401094,-0.6396203014755674,0.10692887083940819,-0.5890940661697518,0.5170526597767642,0.5845955288632587,-0.5695394747535679,0.12618456254308408,-0.28752760778706643,1.030849507584868,0.08212560386473426
2018-03-01 00:00:00+00:00,000066,-1.213595112485368,-2.114319074271857,-1.0724681974489487,-0.4172183021363013,-0.5284274289932773,-0.5796192744510041,0.892975630744553,-0.24987201044296908,-0.6485695129366168,1.9712773998488284,-0.18621588254612556,-0.611318282960678,0.1724798405931937,-0.311641725544836,0.4103378413971475,1.1211472717678141,-0.6637366925884447,-0.24189611126594418,-0.2597759793503905,0.6546995913744157,0.006051437216338886
2018-03-02 00:00:00+00:00,000066,-1.1579339175960262,-1.454249787607431,-1.0061352629818543,-0.0812053703274553,-0.5447295201242278,-0.5629917831724299,0.6453135840508691,-0.16522295507222431,-0.515966831065275,-0.6621315192743764,0.5143206511235869,-0.3921560038822484,0.3792844468335687,-0.46898271247934514,0.8309629473840782,3.3238548154165883,-0.2603913941338823,1.9370013599880878,3.0316315545429036,2.318257177831081,0.05572755417956661
2018-03-05 00:00:00+00:00,000066,-1.1505880062248077,-1.2481692154468964,-1.0162752379358595,-0.31367865152840285,-0.5731760908314707,-0.5833637852948637,0.5280489189459388,-0.11823606505744885,-0.4476167623090439,1.5207860922146637,0.23685246930809348,-0.43750809848732125,0.4382514619531904,-0.2660419049286268,1.0610865592238072,2.0075972834187468,-0.33585514554160734,0.7423487895605974,0.3306663656433558,0.5386030063070124,0.011799410029498535
2018-03-06 00:00:00+00:00,000066,-1.1104250260408417,-1.2652343835274402,-0.9638505473495353,0.016972307129567557,-0.5703040148771795,-0.5635855363986972,0.401417754367057,-0.03337647813569481,-0.3233478000745704,0.02418745275888133,0.6719835144116445,-0.296822232322724,0.592496948638096,-0.3199808387625147,1.1681326570943271,2.197269769027682,-0.11605697713820791,2.1840352193237504,2.3879198742408745,3.2865863967893,0.03244837758112091
2018-03-07 00:00:00+00:00,000066,-1.0907391073032406,-1.2162565547763475,-0.9572219370176068,-0.03474810518103924,-0.5691124537801382,-0.5458924265451468,0.3898068722888127,0.03394801128153133,-0.23785959604507514,-0.2418745275888133,0.6719835144116445,-0.251691995748311,0.6663189502542507,-0.5231088766104167,1.1681326570943271,1.315217378429989,-0.10785589221007966,1.5645086386928337,1.9544847104053684,-0.05660330900996546,0.002976190476190545
2018-03-08 00:00:00+00:00,000066,-1.1061330120427628,-1.1719520461281379,-0.9881710278212704,-0.07201675973274861,-0.5667751850122521,-0.5531751271899601,0.35143053813313246,0.07809687500073752,-0.2140155213136489,-0.29024943310657597,0.5539602511509689,-0.27613591568049,0.6598555326886631,-0.5213474515076834,1.0016398292996351,0.5335829753387147,-0.5013286530305525,0.11005082543546865,1.6503278688580543,-0.29832799239073937,0.004511278195488626
2018-03-09 00:00:00+00:00,000066,-1.1057390893804815,-1.140905873355616,-1.0070150082234084,0.2722799779899799,-0.5680250754769129,-0.5632993439823162,1.0866683489200453,0.10214006446562923,-0.31029877106771203,0.7981859410430839,0.4163709595792103,-0.3426440296269727,0.5978429994483261,-0.41721002972001037,0.8115788942591725,-0.6039930300681466,-0.5136613154565751,0.17703858472226372,0.771857105556539,-0.7665889232594325,-0.01759530791788858
