filter,removed,remaining,ratio
1_ST_退市,0,1662,1.0
2_停牌,0,1662,1.0
4_上市龄,0,1662,1.0
5_成交量,1,1661,0.9993983152827918
6_价格,0,1661,0.9993983152827918
7_换手率,0,1661,0.9993983152827918
