date,ticker,rsi_14,bb_upper,atr_14,macd,rolling_std_30d,amount,kurtosis_20d,volume_ma_20,volume_ma_5,rolling_std_5d,skewness_20d,macd_hist,rolling_std_10d,rolling_std_20d,price_range,pct_change,volume_ratio_20d,open_close_range,volume_roc_10d,price_position_20d,fin_net_profit,fin_net_profit_yoy,fin_net_profit_deducted,fin_net_profit_deducted_yoy,fin_revenue,fin_revenue_yoy,fin_eps,fin_bps,fin_capital_reserve_ps,fin_undistributed_profit_ps,fin_ocf_ps,fin_net_profit_margin,fin_roe,fin_roe_diluted,fin_operating_cycle,fin_receivable_turnover_days,fin_current_ratio,fin_quick_ratio,fin_conservative_quick_ratio,fin_debt_to_equity,fin_debt_to_assets,fin_profit_quality,fin_roe_change,fin_roe_ma4,fin_leverage_ratio,fin_cash_earning_quality,fin_inventory_turnover_days,future_return_5d
2018-03-12 00:00:00+00:00,000039,-0.04346576418126207,0.6952590159559218,0.9521238229484331,-1.1730892096511683,2.2014508128216006,1.266002876249849,1.4252295909846207,0.11839555557983775,0.09951353193064523,0.9555333496392745,-1.8712040848662892,1.8937683902546774,0.056259245629632706,0.5911295224422385,-0.295801526717554,0.4742268041237114,0.26492459790554723,-0.008426966292111296,0.6030035291383753,0.2732521231465232,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.05039448247034841
2018-03-13 00:00:00+00:00,000039,0.05683874832498618,0.7034932991082168,0.8725964546991856,-0.9929638095402393,2.1174073723108897,1.112476489983698,1.4489905218385903,0.14250168638981453,0.2852862863536558,0.5800874464904608,-1.9107096804908226,2.052962743190421,0.23041999249203735,0.2707458272441872,-0.0438931297709881,-1.4501718213058419,0.6933152492685006,-0.23876404494381334,0.5025345065538707,0.8445716779908777,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.047958366693354605
2018-03-14 00:00:00+00:00,000039,-0.21594933234600647,0.7040732369847955,0.8462508739143623,-0.9333646439573167,1.943768762401626,0.6824209548757282,0.5741835571267003,0.020476310940168656,0.31203046261788375,0.6110534699229166,-0.9679016726259752,1.8098731277233342,0.20853337227676186,0.2777684626037024,0.49236641221375005,-1.0584192439862545,0.7542915815014383,1.1067415730337358,0.45455128915954907,0.49690088223551265,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.018756945762068728
2018-03-15 00:00:00+00:00,000039,-0.39094268302440777,0.7136404451068473,0.7979565212948699,-0.941944471349272,1.7924032346298417,1.0497338018227718,0.4051839838717546,-0.03824118404703832,0.36942023437960086,0.8373519274207092,-0.8741234607871168,1.4058489356763708,0.26067191220013314,0.2651629970225267,0.238549618320621,-1.195876288659794,0.3060165237352813,0.4101123595505767,0.8148793157932206,0.24862606893001096,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.01638620689655172
2018-03-16 00:00:00+00:00,000039,-0.570294324470711,0.7147074077929773,0.7900571906384274,-1.0115372802456477,1.5944968522666323,0.5405836527496902,0.21375843762785565,-0.015345670841357753,0.3449958777457159,1.5099752148576209,-0.6720498241952346,0.8951022773823232,0.5472603331014824,0.29012708063339615,0.679389312977114,0.4054982817869416,0.8614267749858459,0.8258426966292381,1.027429508759035,-0.028047596504024254,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.10083918385256686
2018-03-19 00:00:00+00:00,000039,-0.4737335784736393,0.6826633922086895,0.7221060104113234,-1.028231604570225,1.289952522909797,0.07143394715198594,-0.5275663998309472,-0.0635797865994238,0.2959158134722,1.4915924297792005,0.2558325977371875,0.649091829597496,0.6678992661692151,0.06760331879368102,-0.0438931297709881,-0.21993127147766325,0.1786028617035099,-0.10112359550560698,0.879620313551278,-0.29585330631243545,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.09389529285537428
2018-03-20 00:00:00+00:00,000039,-0.5080226153646831,0.5876006883762455,0.6564494954144752,-1.0416452571342782,0.9648539848695642,0.6580566514826488,-0.3868777532304248,-0.09395398916161816,0.09513889473108605,0.5668605363316266,0.31561484298741443,0.46236682605160717,0.7639788461116317,0.02461644499257524,-0.07442748091603132,-1.2783505154639176,-0.511067682239518,-0.4241573033707728,-0.11092780767658884,-0.37708400854083374,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.04992571412552912
2018-03-21 00:00:00+00:00,000039,-0.702225222702672,0.5405569241063841,0.6533798915570073,-1.1177361433923398,0.7682423398546777,0.5819877338024948,-0.46084415432932435,-0.08440525551362765,0.032043165891290325,0.38355745918994505,0.34092235638128027,0.12034433290961583,1.0957949918074539,0.06838686419478565,0.39694656488549407,1.0171821305841926,0.45186749158804507,0.966292134831471,-0.1526031497297027,-0.617108635351915,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.07334051545537419
2018-03-22 00:00:00+00:00,000039,-0.44554886008490663,0.5026938371925942,0.6690822262447483,-1.101705726324008,0.4795400227545716,0.3320270604818039,-0.5628408764562937,-0.05317874156503339,0.020641767689939267,-0.0096102245458038,0.26282856017390877,0.1298670617024015,1.1930582836248789,0.06501779611700739,0.7442748091603051,-1.0378006872852235,0.23827502558920485,0.6882022471910318,0.3400457958155973,-0.3208448329043453,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.04391967691272163
2018-03-23 00:00:00+00:00,000039,-0.6064506332010919,0.5043770117459145,0.6731071297841166,-1.1387716908052339,0.35700636767475663,2.9004658514298542,-0.40721298229612296,-0.04086876297827695,-0.10893162105546532,0.21131728420537094,0.4857845334913714,-0.02570988314413175,1.116335759434164,0.1687480053655304,0.7118320610687096,-5.532646048109966,-0.14602614626031696,0.9662921348314869,-0.5894034296897387,-0.617108635351915,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,0.03620337328819351
2018-03-26 00:00:00+00:00,000039,-1.203868704951748,0.6229556974491097,0.9984776587138153,-1.4879429345926654,0.46702916335225575,0.7989950326309844,1.9065467538662615,0.09142449973400198,0.4035066502898198,3.3457498576651754,-1.721762277262587,-1.109446995701198,2.3648193204843486,0.8513381984648878,2.190839694656509,0.309278350515464,3.730617780527303,3.9775280898876924,2.290606482673461,-0.617108635351915,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,0.01800461501093031
2018-03-27 00:00:00+00:00,000039,-1.137477826200149,0.5891535493337628,0.994808070797124,-1.7258286570543677,0.5054927454652175,0.9376963708990457,2.0644462829969945,0.10776631268468796,0.5816069640859111,3.904994533832465,-1.7706424711927087,-1.6343935115414923,2.6734965768000625,1.2391324991329098,0.9007633587786367,1.9931271477663233,0.59311779072846,1.2443820224719422,-0.07364165440896991,-0.5774454835193659,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.016552578779653056
2018-03-28 00:00:00+00:00,000039,-0.731429221214688,0.538323047639368,0.9834037509897697,-1.779735237166845,0.6111921279127714,0.3583799502888607,1.6929456131978398,0.13009209359212523,0.6592210201317438,3.654622892868321,-1.615175214990086,-1.4888790520047408,2.555596271138772,1.4015345813059163,0.17748091603054542,-0.7010309278350516,0.6509592721976,1.1516853932584623,0.07893302558523473,-0.3229624422313344,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.016216538484469082
2018-03-29 00:00:00+00:00,000039,-0.8033788513999823,0.4116836307225708,0.9096389474794252,-1.84066923284952,0.7303471460487521,0.47673598037826465,1.6267482014282655,0.14476181085929557,0.6382227615738599,2.450486282295518,-1.5507239299739586,-1.3940666960199093,2.510515825180025,1.5712656143934727,-0.10496183206106369,1.1134020618556704,-0.2063215365027916,-0.46910112359549944,-0.1598066775350553,-0.4150661370908112,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.025168671164564345
2018-03-30 00:00:00+00:00,000039,-0.5809568535431686,0.2778884755019542,0.8515389574128033,-1.8026599526389817,0.7947844427546104,0.12169125092709247,1.515621904372998,0.15752615222449054,0.6820343324892526,0.7748317285193294,-1.5256152271628154,-1.014108318504276,2.393176448907277,1.6334591204281397,0.11259541984733264,-0.2336769759450172,-0.07586250476837463,0.22471910112360124,-0.3457903593419395,-0.27025570355452555,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.005798551833755305
2018-04-02 00:00:00+00:00,000039,-0.60894159728273,0.2823912552839591,0.7580845507890306,-1.7645058397945494,0.8393338423633397,0.6507742241497118,1.569158732211824,0.1640996736745178,0.10694200240605045,0.4618485611719055,-1.573346395541771,-0.709696464119426,2.1166681756570918,1.7007404729894597,-0.295801526717554,-0.900343642611684,-0.5852180346352313,0.08707865168541085,-0.35482604415916724,-0.3011343989409385,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,0.005905335679560862
2018-04-03 00:00:00+00:00,000039,-0.7169318257974795,0.25653663884729433,0.7082508842714705,-1.765027317387859,0.9306396270434288,0.37170287391373286,1.5027524225237676,0.19255426973317488,0.06159720527985058,-0.15360605338658975,-1.529142844815158,-0.5850388838025423,1.7804164854955007,1.7993171805089105,0.14503816793892818,-0.4054982817869416,0.13851069494181206,0.6882022471910318,1.2611140583198652,-0.41959146313881895,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.0009900693048512919
2018-04-04 00:00:00+00:00,000039,-0.7647150420738836,0.25735066520820865,0.7094780265232167,-1.7670494022170606,1.0257953824193642,0.5831077670463125,1.7452660101292548,0.17516498286038387,-0.05162597693220156,0.04237725710659143,-1.5702291448846426,-0.48992503195623466,1.5698767379834364,1.8366186660757822,0.7118320610687204,-0.6804123711340206,-0.21433723278304254,0.26966292134832787,-0.17209627630181426,-0.4722982018156293,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,0.006969274589418858
2018-04-09 00:00:00+00:00,000039,-0.8445547678490302,0.2694257271852659,0.7158954336637467,-1.7854958892358852,1.132100462818554,0.1561000281584319,1.7646212196170972,0.1925232673512007,-0.0047837078415371185,0.4167793568083573,-1.583655101835491,-0.46431540208618427,0.8974681371880331,1.901909805681537,0.7748091603053483,0.48109965635738833,0.06107828023458572,0.4550561797753033,0.1642813242543811,-0.5598765706270968,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.025788396726047165
2018-04-10 00:00:00+00:00,000039,-0.7281567754536044,0.23719828918552746,0.6823500387323307,-1.7514330151298634,1.2013638337879458,0.5737783324376659,2.311030148517681,0.15168703146220822,-0.06358682392926544,0.1697296073389617,-1.962961080505445,-0.2824368151653135,0.003532692517658581,1.785872808946982,0.30343511450382293,1.127147766323024,-0.4838034549081506,0.17696629213484816,-0.0875852520054493,-0.4986515711540345,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.04396482813748991
2018-04-11 00:00:00+00:00,000039,-0.4614413205416785,0.22046970121579273,0.6670344971591755,-1.639896346594352,1.225924577208541,0.5850998349998863,2.1023028477633643,0.1479281197068036,0.03259209873219652,-0.0393886620561006,-1.9224933632977337,0.10118672136123676,-0.11870629404996487,1.6104859258079758,0.49236641221375005,-0.10309278350515465,0.11019855180569203,0.5028089887640564,-0.8765493881729955,-0.35357494196786626,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.04349630859548718
2018-04-12 00:00:00+00:00,000039,-0.47713272094591974,0.23101575006231356,0.5920368984602868,-1.5382959941068401,1.221974972665714,0.026850204214486653,2.1478972314410893,0.12777199730177624,0.0172030504681704,0.06840905546465093,-1.9117065425873296,0.377545647093884,-0.252454461066544,1.3320012566152244,-0.23282442748091522,-0.8728522336769761,0.12103464915413398,-0.23876404494381334,-0.24226765344006126,-0.3237113484304344,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.019790978437143468
2018-04-13 00:00:00+00:00,000039,-0.6121085445295902,0.23078240367903907,0.5409489522238514,-1.4898215166689461,1.2459119794983915,-0.19737765718387745,2.3643736597978204,0.08679802951909582,-0.05365134982795892,0.07534344628091973,-2.0106550343756564,0.4353470096386549,-0.25915842405472517,1.1400700722878836,-0.011450381679392564,-0.13745704467353953,-0.6325672747535223,0.2724719101123703,-0.7371272595601124,-0.43519956565972406,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.05208834857968224
2018-04-16 00:00:00+00:00,000039,-0.6328635871593109,0.22481374505669394,0.4855132996910202,-1.441204370929018,1.2636122550404567,0.42082670758409285,2.5598063638076383,0.051820735587418176,-0.21283766730884096,-0.09705552849715027,-2.1329974991968785,0.48202659983428436,-0.22456878319930063,0.9843399219222628,-0.10687022900763771,-1.77319587628866,-0.9459176545670077,0.03932584269664179,-0.6844503421231872,-0.44021232328987464,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.016803088803088798
2018-04-17 00:00:00+00:00,000039,-0.8842127226775623,0.2591634880771383,0.49737235150603015,-1.4852429198135901,1.3030657319798291,0.16140150337232637,2.266908372951354,0.030989676079743567,-0.15447622132299121,0.7431410602541749,-2.0222366329785464,0.23458706281837163,0.0007795245189269677,0.9455757823798834,0.5858778625954321,-0.1786941580756014,0.09499970857745191,1.0589887640449667,0.014296219894607939,-0.617108635351915,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,0.001548371113588505
2018-04-18 00:00:00+00:00,000039,-0.9068552816233274,0.24057052572413012,0.4557650860299872,-1.511141498586512,1.345760295015044,0.30944497916377794,2.2978410291472704,0.020064131730645654,-0.23321338134217223,0.9229955998757604,-2.004656834438964,0.09238979265028474,0.12261909403031766,0.8306224008449731,0.020992366412213824,-0.06872852233676977,-0.3081788420179075,0.17977528089889058,0.15787335746184333,-0.617108635351915,-190000000.0,-1.11,-394000000.0,-1.2701,,-0.2273,-0.0898,8.69,1.05,5.62,0.25,-0.0084,-0.0102,-0.0068000000000000005,245.67,84.93,1.05,0.53,0.53,2.97,0.705,4.883435474859107,,-0.0102,3.3898190175626524,-2.7839953674317086,160.73999999999998,-0.00613763174209553
