date,ticker,skewness_20d,bb_upper,return_20d,rolling_std_30d,amount,kurtosis_20d,pct_change,atr_14,volume_ma_20,rolling_std_20d,rolling_std_10d,macd,volume_ma_5,rsi_14,rolling_std_5d,volume_ratio_20d,price_range,volume_roc_3d,volume_roc_10d,volume_roc_5d,fin_net_profit,fin_net_profit_yoy,fin_net_profit_deducted,fin_net_profit_deducted_yoy,fin_revenue,fin_revenue_yoy,fin_eps,fin_bps,fin_capital_reserve_ps,fin_undistributed_profit_ps,fin_ocf_ps,fin_net_profit_margin,fin_roe,fin_roe_diluted,fin_operating_cycle,fin_receivable_turnover_days,fin_current_ratio,fin_quick_ratio,fin_conservative_quick_ratio,fin_debt_to_equity,fin_debt_to_assets,fin_profit_quality,fin_roe_change,fin_roe_ma4,fin_leverage_ratio,fin_cash_earning_quality,fin_inventory_turnover_days,future_return_5d
2018-02-26 00:00:00+00:00,000014,0.10186169828270271,0.20276621656822666,-1.568295154331125,2.363025155788969,-0.007707785080178726,0.021807361258852537,0.48639455782312924,1.2255701666191403,-0.08192451716088683,2.447819305753884,0.9509145126573271,-1.9584146037464687,-0.1431442065249389,-0.07634117306210893,0.6598477532996461,-0.16176381406441734,0.20689655172413565,-0.22644034102271685,-0.0822482189216922,0.16808603956232931,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,-0.007033997655333965
2018-02-27 00:00:00+00:00,000014,-0.008996433211405062,0.24802861602554707,-1.335447025796309,2.348889046508356,-0.05832470784654779,-0.013334980258659491,-0.9965986394557824,1.1462219312744668,-0.09094218674664245,2.3129255728365137,1.0121605917631609,-1.7895932884065728,-0.1060227907830012,0.014070023311061648,0.6663213991483471,-0.03777983692139543,0.37931034482758075,0.181993444041664,0.49265477672043007,0.8611991977230768,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,0.06763285024154596
2018-02-28 00:00:00+00:00,000014,0.15207880608984023,0.2003971581262111,-1.7340592363643221,2.366548661685955,-0.07585813845075155,0.13930406872986806,0.41156462585034015,1.0523518176589128,-0.12156975192346217,2.0561633235699084,0.9571870049497905,-1.705070823554051,-0.13163789021003186,-0.1688067568573787,0.010526958508342675,-0.103813076413188,0.13793103448275149,0.008942943775038582,-0.3198121084407866,-0.210164010919758,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,0.08949880668257756
2018-03-01 00:00:00+00:00,000014,0.0637171917415725,0.1794244688607314,-1.561619698327895,2.3790941400912753,-0.14763152390580056,0.08687163792070259,-0.36394557823129253,0.9738394018874399,-0.13321042432635458,1.7836628767496392,0.865006871905941,-1.591090581043857,-0.13692601741519586,-0.08590419359948415,-0.31274927421263443,-0.12902059240945837,0.24137931034482468,-0.011177817935672225,-0.12375357813842905,-0.012160731924284933,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,0.09288299155609185
2018-03-02 00:00:00+00:00,000014,-0.021855368189369593,0.16879880068447206,-1.3124067133216242,2.399080672919344,0.40728513378494574,0.20772456372810796,1.683673469387755,0.8547873372609494,-0.16969740737043398,1.609604644727034,0.7883146583676561,-1.507697660008693,-0.15811265694794635,-0.1567804941058378,-0.2789870290152865,-0.27979337579798846,-0.3103448275862119,-0.31767081979107253,0.31229380005145674,-0.2215071187755138,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,0.037931034482758634
2018-03-05 00:00:00+00:00,000014,-0.03943671001269138,0.24360609295737695,-1.134907925046626,2.3113734252663956,0.007148664356409545,0.050980369081750104,-0.8979591836734695,0.8884504870144125,-0.17034027245301878,1.3345831188120372,0.10262362570176492,-1.311409361934702,-0.0746929302496235,0.1910526736904654,0.16984187097666206,1.4860719527388335,1.413793103448276,1.478910374476523,1.2698777447894096,1.1957251965322788,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,0.06965761511216055
2018-03-06 00:00:00+00:00,000014,-0.02105400599034288,0.23489412142875105,-1.1794177734770057,2.2115072883117093,0.40846663292382046,0.03534778111698962,1.4863945578231292,0.8245295390556792,-0.17718692718278536,1.0607902588164346,-0.035389232088357585,-1.2053041647653522,-0.07252136369260175,-0.003725429850740243,0.13475829847167928,0.23121183185201363,0.17241379310344665,0.31821610026326785,0.8183461945821797,0.08687306414759668,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,0.010180995475113107
2018-03-07 00:00:00+00:00,000014,-0.06418665060899685,0.31622582988928694,-0.9894563834151735,1.9722694492190609,0.8787064473685545,-0.0911388563011852,1.1156462585034013,0.8891962592051308,-0.1616290257832794,0.6816953354844704,-0.11842095806838712,-1.0056922400204382,0.011081815583229872,0.29764603148328417,0.4623755579525738,1.4096030971183011,1.7586206896551722,2.198651964997682,0.6069092356636441,1.2241954874917236,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,-0.03943044906900341
2018-03-08 00:00:00+00:00,000014,-0.25121626790172547,0.4406595547481599,-0.42671534915594983,1.8198896558340656,0.39028040496214955,-0.0317416068921574,-0.2619047619047619,1.0098127560161214,-0.13445763922666445,0.5100756323813661,0.17843813336939315,-0.7571444622970692,0.17416262431045293,0.5143391784090456,1.0335837191302364,2.4924679862784043,2.482758620689654,0.6654177782384935,1.9710880250861427,2.428715956630662,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,-0.0430463576158941
2018-03-09 00:00:00+00:00,000014,-0.22460278043541845,0.4606354172896302,0.18133837966193,1.6315823015929123,0.1275453634915825,0.3156896630720776,-0.11224489795918369,0.9285703848285819,-0.12910175180735,0.5559107313558913,0.37089252575335074,-0.5723123896782738,0.2661320943884843,0.4467611061245123,0.6995992121582453,1.1014987587445935,0.17241379310344052,0.9935065135182498,0.8993374010865841,1.6957698453207999,-17536200.0,-16.715799999999998,-27721200.0,-1.0714,172000000.0,-0.2348,-0.0869,3.42,0.05,1.29,0.83,-0.1052,-0.0239,-0.0254,3395.15,7.45,1.9,0.21,0.21,2.06,0.6559,71.19195567272432,,-0.0239,2.906123492811704,-9.551318196987307,3387.7000000000003,-0.054263565891472895
