timestamp,close,bb_upper,rolling_std_20d,atr_14,rolling_std_30d,skewness_20d,macd,volume_ma_20,kurtosis_20d,macd_hist,rolling_std_10d,volume_ma_5,amount,return_20d,rolling_std_5d,pct_change,rsi_14,volume,volume_roc_5d,volume_roc_10d,volume_change,future_return_1d,future_return_5d,future_return_10d,label_binary_1d,label_binary_5d,label_binary_10d
2018-02-26 00:00:00+00:00,9.88,-0.4624709800597175,1.6283809765818635,0.6645135922934785,0.8831403650727268,-1.174630206236719,-0.7321159037121152,2.370437649634286,-0.08955556772889657,-1.552783747382368,2.520975936513422,0.2842790929174359,-0.027687648996626034,-1.139359042636859,0.7619630603095079,0.12546125461254615,-0.33173366899649875,0.1929195993873914,-0.9213636508158404,-0.16407083321715643,-0.3289359526100678,-0.03542510121457504,-0.0779352226720649,-0.06072874493927139,0.0,0.0,0.0
2018-02-27 00:00:00+00:00,9.53,-0.4385658530212447,1.5817261960748459,0.6178204590972314,0.9047024296490719,-1.3376855168560304,-0.6897126396371991,2.2323424532741085,0.058111684140097424,-1.1239092761308462,1.460197309554201,0.2073406641957679,0.2788651261675876,-0.9643449614705709,0.5618303413910193,-1.2546125461254611,-0.31554096821253436,0.6244052381720399,-0.18708750961904902,-0.728602446190623,0.1280051911979018,-0.024134312696746974,-0.01888772298006293,-0.02728226652675759,0.0,0.0,0.0
2018-02-28 00:00:00+00:00,9.3,-0.4516379691846664,1.5075970211475955,0.6117479753773634,0.9626590535895976,-1.1153137383876137,-0.7062104853141213,2.084198125776263,-0.08861479236645144,-0.9453197770440155,0.4121432601203306,0.20216583885925976,0.13556847570483113,-1.2526350885026964,0.20096034583799494,-0.8376383763837638,-0.5236153378300817,0.49551662682494335,0.02095666334898413,-0.6610931697807929,0.5170237812182551,-0.0010752688172044691,0.0,-0.013978494623655998,0.0,0.0,0.0
2018-03-01 00:00:00+00:00,9.29,-0.45665781823551116,1.4226827324600775,0.5518758940558691,1.0486552216090814,-0.9996167115520252,-0.7484830780377641,1.8992202369876996,-0.15280348200259397,-0.8744367304986748,0.1695924768706145,0.349278850675917,-0.3099792366074661,-1.3740637680109207,0.10761738437164806,0.011070110701107016,-0.6501330653845085,-0.09245286494262298,0.6391858140589098,-0.845491601099411,-0.04384602949494653,-0.009687836383207736,0.007534983853606059,-0.03552206673842824,0.0,1.0,0.0
2018-03-02 00:00:00+00:00,9.2,-0.4574185413342986,1.3848653057246552,0.46238454844739996,1.1275836060525306,-1.18097928643954,-0.7734622885009976,1.7000203057862693,0.02470421534270106,-0.7694300884776455,0.092878218643902,0.18892694573800486,-0.6239510182677973,-1.1842582881138746,0.33354963840152363,-0.3062730627306273,-0.6556960862460814,-0.49468819452524854,-0.4135101321323495,-0.7744455777850128,-0.46384366957841094,-0.009782608695652159,0.01521739130434789,-0.033695652173912904,0.0,1.0,0.0
2018-03-05 00:00:00+00:00,9.11,-0.49135290129705755,1.3519378112888487,0.3589479368964291,1.2076880595677328,-1.19877197931742,-0.7980644469992753,1.516020399004167,0.036154430657318264,-0.6843716733421239,-0.02401440242351355,0.041568854866012056,-0.5046271000632683,-1.1660113799213407,0.26290990424936117,-0.3099630996309963,-0.7080840938554711,-0.33105214945385913,-0.4807624296544703,-1.0206095831899746,-0.4301968132840546,0.026344676180021977,0.018660812294182212,-0.0032930845225026743,1.0,1.0,0.0
2018-03-06 00:00:00+00:00,9.35,-0.5701352368671114,1.3513589230898615,0.29340591211375827,1.2606139492912185,-1.2968882510082895,-0.8220908279352855,1.336520337737577,0.14652596313620028,-0.6147168015563891,-0.1023451057148017,-0.081002621358009,0.03392409310136875,-1.0699106857500105,-0.3290860813936689,1.022140221402214,-0.7615682310585014,0.3805352553202291,-0.3808210379311085,-0.5026965380163231,0.3356522181332686,-0.005347593582887587,-0.008556149732620328,-0.029946524064171056,0.0,0.0,0.0
2018-03-07 00:00:00+00:00,9.3,-0.601658462308644,1.312221555949704,0.2528829654443849,1.2770420215335454,-1.3647668385843543,-0.78988399601117,1.343964606211972,0.07391749234846692,-0.40193422954643043,-0.1439948798797883,-0.13805055165382638,0.45310676343801926,-0.8821932597519428,-0.6378882352420943,-0.14391143911439114,-0.502153954780089,0.8790466379530714,-0.12233186728340281,-0.1307318995412366,1.0976622433885828,0.0064516129032256685,-0.013978494623655998,-0.016129032258064554,1.0,0.0,0.0
2018-03-08 00:00:00+00:00,9.36,-0.601658462308644,1.1752018311203154,0.20169617835599127,1.2840715177072421,-1.3656724762111165,-0.7627668543714315,1.3009609334738181,0.2213811478075492,-0.24592361454677297,-0.15777308143970842,-0.04833228011695282,-0.5782412134787939,-1.1084557053195458,-0.6378882352420943,0.2915129151291513,-0.5368981067382339,-0.44683140369407126,0.29732176784275993,0.9158657895276011,0.5397957162075235,-0.0021367521367520914,-0.04273504273504258,-0.048076923076923,0.0,0.0,0.0
2018-03-09 00:00:00+00:00,9.34,-0.594085687051954,0.9958802830937363,0.1202697488211155,1.22295358904342,-1.3938229420556574,-0.7214436223458899,1.1242149640985168,0.21461377668370615,-0.08143768614434174,-0.2142752196374765,-0.131231216429713,-0.23116445933416735,-1.0643705077522145,-0.5787298591400202,-0.02583025830258302,-0.4688788799002099,0.009834264121648364,-0.296564445521077,-0.5983028987301615,-0.9499730351256983,-0.006423982869379069,-0.04817987152034254,-0.08029978586723768,0.0,0.0,0.0
